financial_quarter,sending_location,age_group,stay_type,measure,value
2020/21 Q3,Stirling,18-64 years,Long Stay,"Rate per 1,000 People",1.5
2020/21 Q3,Stirling,18-64 years,Long Stay,Number of People,90
2020/21 Q3,Stirling,65-74 years,All Stays,"Rate per 1,000 People",6
2020/21 Q3,Stirling,65-74 years,All Stays,Number of People,60
2020/21 Q3,Stirling,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2020/21 Q3,Stirling,65-74 years,Short Stay / Respite,Number of People,5
2020/21 Q3,Stirling,65-74 years,Long Stay,"Rate per 1,000 People",5.5
2020/21 Q3,Stirling,65-74 years,Long Stay,Number of People,55
2020/21 Q3,Stirling,75-84 years,All Stays,"Rate per 1,000 People",26.4
2020/21 Q3,Stirling,75-84 years,All Stays,Number of People,165
2020/21 Q3,Stirling,75-84 years,Short Stay / Respite,"Rate per 1,000 People",3.2
2020/21 Q3,Stirling,75-84 years,Short Stay / Respite,Number of People,20
2020/21 Q3,Stirling,75-84 years,Long Stay,"Rate per 1,000 People",25.6
2020/21 Q3,Stirling,75-84 years,Long Stay,Number of People,160
2020/21 Q3,Stirling,85+ years,All Stays,"Rate per 1,000 People",118.3
2020/21 Q3,Stirling,85+ years,All Stays,Number of People,265
2020/21 Q3,Stirling,85+ years,Short Stay / Respite,"Rate per 1,000 People",11.2
2020/21 Q3,Stirling,85+ years,Short Stay / Respite,Number of People,25
2020/21 Q3,Stirling,85+ years,Long Stay,"Rate per 1,000 People",113.8
2020/21 Q3,Stirling,85+ years,Long Stay,Number of People,255
2020/21 Q3,Stirling,Unknown,All Stays,"Rate per 1,000 People",0
2020/21 Q3,Stirling,Unknown,All Stays,Number of People,0
2020/21 Q3,Stirling,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q3,Stirling,Unknown,Short Stay / Respite,Number of People,0
2020/21 Q3,Stirling,Unknown,Long Stay,"Rate per 1,000 People",0
2020/21 Q3,Stirling,Unknown,Long Stay,Number of People,0
2020/21 Q4,Stirling,All Ages,All Stays,"Rate per 1,000 People",5.8
2020/21 Q4,Stirling,All Ages,All Stays,Number of People,545
2020/21 Q4,Stirling,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.6
2020/21 Q4,Stirling,All Ages,Short Stay / Respite,Number of People,55
2020/21 Q4,Stirling,All Ages,Long Stay,"Rate per 1,000 People",5.5
2020/21 Q4,Stirling,All Ages,Long Stay,Number of People,515
2020/21 Q4,Stirling,0-17 years,All Stays,"Rate per 1,000 People",0
2020/21 Q4,Stirling,0-17 years,All Stays,Number of People,0
2020/21 Q4,Stirling,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q4,Stirling,0-17 years,Short Stay / Respite,Number of People,0
2020/21 Q4,Stirling,0-17 years,Long Stay,"Rate per 1,000 People",0
2020/21 Q4,Stirling,0-17 years,Long Stay,Number of People,0
2020/21 Q4,Stirling,18-64 years,All Stays,"Rate per 1,000 People",1.5
2020/21 Q4,Stirling,18-64 years,All Stays,Number of People,90
2020/21 Q4,Stirling,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2020/21 Q4,Stirling,18-64 years,Short Stay / Respite,Number of People,5
2020/21 Q4,Stirling,18-64 years,Long Stay,"Rate per 1,000 People",1.5
2020/21 Q4,Stirling,18-64 years,Long Stay,Number of People,90
2020/21 Q4,Stirling,65-74 years,All Stays,"Rate per 1,000 People",5.5
2020/21 Q4,Stirling,65-74 years,All Stays,Number of People,55
2020/21 Q4,Stirling,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2020/21 Q4,Stirling,65-74 years,Short Stay / Respite,Number of People,5
2020/21 Q4,Stirling,65-74 years,Long Stay,"Rate per 1,000 People",5
2020/21 Q4,Stirling,65-74 years,Long Stay,Number of People,50
2020/21 Q4,Stirling,75-84 years,All Stays,"Rate per 1,000 People",25.6
2020/21 Q4,Stirling,75-84 years,All Stays,Number of People,160
2020/21 Q4,Stirling,75-84 years,Short Stay / Respite,"Rate per 1,000 People",3.2
2020/21 Q4,Stirling,75-84 years,Short Stay / Respite,Number of People,20
2020/21 Q4,Stirling,75-84 years,Long Stay,"Rate per 1,000 People",24
2020/21 Q4,Stirling,75-84 years,Long Stay,Number of People,150
2020/21 Q4,Stirling,85+ years,All Stays,"Rate per 1,000 People",107.1
2020/21 Q4,Stirling,85+ years,All Stays,Number of People,240
2020/21 Q4,Stirling,85+ years,Short Stay / Respite,"Rate per 1,000 People",11.2
2020/21 Q4,Stirling,85+ years,Short Stay / Respite,Number of People,25
2020/21 Q4,Stirling,85+ years,Long Stay,"Rate per 1,000 People",100.4
2020/21 Q4,Stirling,85+ years,Long Stay,Number of People,225
2020/21 Q4,Stirling,Unknown,All Stays,"Rate per 1,000 People",0
2020/21 Q4,Stirling,Unknown,All Stays,Number of People,0
2020/21 Q4,Stirling,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q4,Stirling,Unknown,Short Stay / Respite,Number of People,0
2020/21 Q4,Stirling,Unknown,Long Stay,"Rate per 1,000 People",0
2020/21 Q4,Stirling,Unknown,Long Stay,Number of People,0
2017/18 Q4,West Dunbartonshire,All Ages,All Stays,"Rate per 1,000 People",7.9
2017/18 Q4,West Dunbartonshire,All Ages,All Stays,Number of People,710
2017/18 Q4,West Dunbartonshire,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.3
2017/18 Q4,West Dunbartonshire,All Ages,Short Stay / Respite,Number of People,30
2017/18 Q4,West Dunbartonshire,All Ages,Long Stay,"Rate per 1,000 People",7.7
2017/18 Q4,West Dunbartonshire,All Ages,Long Stay,Number of People,690
2017/18 Q4,West Dunbartonshire,0-17 years,All Stays,"Rate per 1,000 People",0
2017/18 Q4,West Dunbartonshire,0-17 years,All Stays,Number of People,0
2017/18 Q4,West Dunbartonshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2017/18 Q4,West Dunbartonshire,0-17 years,Short Stay / Respite,Number of People,0
2017/18 Q4,West Dunbartonshire,0-17 years,Long Stay,"Rate per 1,000 People",0
2017/18 Q4,West Dunbartonshire,0-17 years,Long Stay,Number of People,0
2017/18 Q4,West Dunbartonshire,18-64 years,All Stays,"Rate per 1,000 People",1.1
2017/18 Q4,West Dunbartonshire,18-64 years,All Stays,Number of People,60
2017/18 Q4,West Dunbartonshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0
2017/18 Q4,West Dunbartonshire,18-64 years,Short Stay / Respite,Number of People,0
2017/18 Q4,West Dunbartonshire,18-64 years,Long Stay,"Rate per 1,000 People",1.1
2017/18 Q4,West Dunbartonshire,18-64 years,Long Stay,Number of People,60
2017/18 Q4,West Dunbartonshire,65-74 years,All Stays,"Rate per 1,000 People",8.1
2017/18 Q4,West Dunbartonshire,65-74 years,All Stays,Number of People,75
2017/18 Q4,West Dunbartonshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0
2017/18 Q4,West Dunbartonshire,65-74 years,Short Stay / Respite,Number of People,0
2017/18 Q4,West Dunbartonshire,65-74 years,Long Stay,"Rate per 1,000 People",8.1
2017/18 Q4,West Dunbartonshire,65-74 years,Long Stay,Number of People,75
2017/18 Q4,West Dunbartonshire,75-84 years,All Stays,"Rate per 1,000 People",47
2017/18 Q4,West Dunbartonshire,75-84 years,All Stays,Number of People,245
2017/18 Q4,West Dunbartonshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",1.9
2017/18 Q4,West Dunbartonshire,75-84 years,Short Stay / Respite,Number of People,10
2017/18 Q4,West Dunbartonshire,75-84 years,Long Stay,"Rate per 1,000 People",46.1
2017/18 Q4,West Dunbartonshire,75-84 years,Long Stay,Number of People,240
2017/18 Q4,West Dunbartonshire,85+ years,All Stays,"Rate per 1,000 People",172.2
2017/18 Q4,West Dunbartonshire,85+ years,All Stays,Number of People,320
2017/18 Q4,West Dunbartonshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",8.1
2017/18 Q4,West Dunbartonshire,85+ years,Short Stay / Respite,Number of People,15
2017/18 Q4,West Dunbartonshire,85+ years,Long Stay,"Rate per 1,000 People",169.5
2017/18 Q4,West Dunbartonshire,85+ years,Long Stay,Number of People,315
2017/18 Q4,West Dunbartonshire,Unknown,All Stays,"Rate per 1,000 People",0
2017/18 Q4,West Dunbartonshire,Unknown,All Stays,Number of People,0
2017/18 Q4,West Dunbartonshire,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2017/18 Q4,West Dunbartonshire,Unknown,Short Stay / Respite,Number of People,0
2017/18 Q4,West Dunbartonshire,Unknown,Long Stay,"Rate per 1,000 People",0
2017/18 Q4,West Dunbartonshire,Unknown,Long Stay,Number of People,0
2018/19 Q1,West Dunbartonshire,All Ages,All Stays,"Rate per 1,000 People",7.9
2018/19 Q1,West Dunbartonshire,All Ages,All Stays,Number of People,700
2018/19 Q1,West Dunbartonshire,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.3
2018/19 Q1,West Dunbartonshire,All Ages,Short Stay / Respite,Number of People,25
2018/19 Q1,West Dunbartonshire,All Ages,Long Stay,"Rate per 1,000 People",7.7
2018/19 Q1,West Dunbartonshire,All Ages,Long Stay,Number of People,685
2018/19 Q1,West Dunbartonshire,0-17 years,All Stays,"Rate per 1,000 People",0
2018/19 Q1,West Dunbartonshire,0-17 years,All Stays,Number of People,0
2018/19 Q1,West Dunbartonshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q1,West Dunbartonshire,0-17 years,Short Stay / Respite,Number of People,0
2018/19 Q1,West Dunbartonshire,0-17 years,Long Stay,"Rate per 1,000 People",0
2018/19 Q1,West Dunbartonshire,0-17 years,Long Stay,Number of People,0
2018/19 Q1,West Dunbartonshire,18-64 years,All Stays,"Rate per 1,000 People",1.1
2018/19 Q1,West Dunbartonshire,18-64 years,All Stays,Number of People,60
2018/19 Q1,West Dunbartonshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q1,West Dunbartonshire,18-64 years,Short Stay / Respite,Number of People,0
2018/19 Q1,West Dunbartonshire,18-64 years,Long Stay,"Rate per 1,000 People",1
2018/19 Q1,West Dunbartonshire,18-64 years,Long Stay,Number of People,55
2018/19 Q1,West Dunbartonshire,65-74 years,All Stays,"Rate per 1,000 People",8
2018/19 Q1,West Dunbartonshire,65-74 years,All Stays,Number of People,75
2018/19 Q1,West Dunbartonshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q1,West Dunbartonshire,65-74 years,Short Stay / Respite,Number of People,0
2018/19 Q1,West Dunbartonshire,65-74 years,Long Stay,"Rate per 1,000 People",8
2018/19 Q1,West Dunbartonshire,65-74 years,Long Stay,Number of People,75
2018/19 Q1,West Dunbartonshire,75-84 years,All Stays,"Rate per 1,000 People",43.3
2018/19 Q1,West Dunbartonshire,75-84 years,All Stays,Number of People,225
2018/19 Q1,West Dunbartonshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",1.9
2018/19 Q1,West Dunbartonshire,75-84 years,Short Stay / Respite,Number of People,10
2018/19 Q1,West Dunbartonshire,75-84 years,Long Stay,"Rate per 1,000 People",42.3
2018/19 Q1,West Dunbartonshire,75-84 years,Long Stay,Number of People,220
2018/19 Q1,West Dunbartonshire,85+ years,All Stays,"Rate per 1,000 People",183.5
2018/19 Q1,West Dunbartonshire,85+ years,All Stays,Number of People,340
2018/19 Q1,West Dunbartonshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",8.1
2018/19 Q1,West Dunbartonshire,85+ years,Short Stay / Respite,Number of People,15
2018/19 Q1,West Dunbartonshire,85+ years,Long Stay,"Rate per 1,000 People",178.1
2018/19 Q1,West Dunbartonshire,85+ years,Long Stay,Number of People,330
2018/19 Q1,West Dunbartonshire,Unknown,All Stays,"Rate per 1,000 People",0
2018/19 Q1,West Dunbartonshire,Unknown,All Stays,Number of People,0
2018/19 Q1,West Dunbartonshire,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q1,West Dunbartonshire,Unknown,Short Stay / Respite,Number of People,0
2018/19 Q1,West Dunbartonshire,Unknown,Long Stay,"Rate per 1,000 People",0
2018/19 Q1,West Dunbartonshire,Unknown,Long Stay,Number of People,0
2018/19 Q2,West Dunbartonshire,All Ages,All Stays,"Rate per 1,000 People",7.9
2018/19 Q2,West Dunbartonshire,All Ages,All Stays,Number of People,705
2018/19 Q2,West Dunbartonshire,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.2
2018/19 Q2,West Dunbartonshire,All Ages,Short Stay / Respite,Number of People,15
2018/19 Q2,West Dunbartonshire,All Ages,Long Stay,"Rate per 1,000 People",7.8
2018/19 Q2,West Dunbartonshire,All Ages,Long Stay,Number of People,695
2018/19 Q2,West Dunbartonshire,0-17 years,All Stays,"Rate per 1,000 People",0
2018/19 Q2,West Dunbartonshire,0-17 years,All Stays,Number of People,0
2018/19 Q2,West Dunbartonshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q2,West Dunbartonshire,0-17 years,Short Stay / Respite,Number of People,0
2018/19 Q2,West Dunbartonshire,0-17 years,Long Stay,"Rate per 1,000 People",0
2018/19 Q2,West Dunbartonshire,0-17 years,Long Stay,Number of People,0
2018/19 Q2,West Dunbartonshire,18-64 years,All Stays,"Rate per 1,000 People",1.1
2018/19 Q2,West Dunbartonshire,18-64 years,All Stays,Number of People,60
2018/19 Q2,West Dunbartonshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q2,West Dunbartonshire,18-64 years,Short Stay / Respite,Number of People,0
2018/19 Q2,West Dunbartonshire,18-64 years,Long Stay,"Rate per 1,000 People",1.1
2018/19 Q2,West Dunbartonshire,18-64 years,Long Stay,Number of People,60
2018/19 Q2,West Dunbartonshire,65-74 years,All Stays,"Rate per 1,000 People",8
2018/19 Q2,West Dunbartonshire,65-74 years,All Stays,Number of People,75
2018/19 Q2,West Dunbartonshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q2,West Dunbartonshire,65-74 years,Short Stay / Respite,Number of People,0
2018/19 Q2,West Dunbartonshire,65-74 years,Long Stay,"Rate per 1,000 People",8
2018/19 Q2,West Dunbartonshire,65-74 years,Long Stay,Number of People,75
2018/19 Q2,West Dunbartonshire,75-84 years,All Stays,"Rate per 1,000 People",45.2
2018/19 Q2,West Dunbartonshire,75-84 years,All Stays,Number of People,235
2018/19 Q2,West Dunbartonshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",1
2018/19 Q2,West Dunbartonshire,75-84 years,Short Stay / Respite,Number of People,5
2018/19 Q2,West Dunbartonshire,75-84 years,Long Stay,"Rate per 1,000 People",44.2
2018/19 Q2,West Dunbartonshire,75-84 years,Long Stay,Number of People,230
2018/19 Q2,West Dunbartonshire,85+ years,All Stays,"Rate per 1,000 People",180.8
2018/19 Q2,West Dunbartonshire,85+ years,All Stays,Number of People,335
2018/19 Q2,West Dunbartonshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",5.4
2018/19 Q2,West Dunbartonshire,85+ years,Short Stay / Respite,Number of People,10
2018/19 Q2,West Dunbartonshire,85+ years,Long Stay,"Rate per 1,000 People",178.1
2018/19 Q2,West Dunbartonshire,85+ years,Long Stay,Number of People,330
2018/19 Q2,West Dunbartonshire,Unknown,All Stays,"Rate per 1,000 People",0
2018/19 Q2,West Dunbartonshire,Unknown,All Stays,Number of People,0
2018/19 Q2,West Dunbartonshire,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q2,West Dunbartonshire,Unknown,Short Stay / Respite,Number of People,0
2018/19 Q2,West Dunbartonshire,Unknown,Long Stay,"Rate per 1,000 People",0
2018/19 Q2,West Dunbartonshire,Unknown,Long Stay,Number of People,0
2018/19 Q3,West Dunbartonshire,All Ages,All Stays,"Rate per 1,000 People",7.9
2018/19 Q3,West Dunbartonshire,All Ages,All Stays,Number of People,700
2018/19 Q3,West Dunbartonshire,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.2
2018/19 Q3,West Dunbartonshire,All Ages,Short Stay / Respite,Number of People,15
2018/19 Q3,West Dunbartonshire,All Ages,Long Stay,"Rate per 1,000 People",7.8
2018/19 Q3,West Dunbartonshire,All Ages,Long Stay,Number of People,695
2018/19 Q3,West Dunbartonshire,0-17 years,All Stays,"Rate per 1,000 People",0
2018/19 Q3,West Dunbartonshire,0-17 years,All Stays,Number of People,0
2018/19 Q3,West Dunbartonshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q3,West Dunbartonshire,0-17 years,Short Stay / Respite,Number of People,0
2018/19 Q3,West Dunbartonshire,0-17 years,Long Stay,"Rate per 1,000 People",0
2018/19 Q3,West Dunbartonshire,0-17 years,Long Stay,Number of People,0
2018/19 Q3,West Dunbartonshire,18-64 years,All Stays,"Rate per 1,000 People",1.1
2018/19 Q3,West Dunbartonshire,18-64 years,All Stays,Number of People,60
2018/19 Q3,West Dunbartonshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q3,West Dunbartonshire,18-64 years,Short Stay / Respite,Number of People,0
2018/19 Q3,West Dunbartonshire,18-64 years,Long Stay,"Rate per 1,000 People",1.1
2018/19 Q3,West Dunbartonshire,18-64 years,Long Stay,Number of People,60
2018/19 Q3,West Dunbartonshire,65-74 years,All Stays,"Rate per 1,000 People",8.5
2018/19 Q3,West Dunbartonshire,65-74 years,All Stays,Number of People,80
2018/19 Q3,West Dunbartonshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2018/19 Q3,West Dunbartonshire,65-74 years,Short Stay / Respite,Number of People,5
2018/19 Q3,West Dunbartonshire,65-74 years,Long Stay,"Rate per 1,000 People",8
2018/19 Q3,West Dunbartonshire,65-74 years,Long Stay,Number of People,75
2018/19 Q3,West Dunbartonshire,75-84 years,All Stays,"Rate per 1,000 People",45.2
2018/19 Q3,West Dunbartonshire,75-84 years,All Stays,Number of People,235
2018/19 Q3,West Dunbartonshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",1
2018/19 Q3,West Dunbartonshire,75-84 years,Short Stay / Respite,Number of People,5
2018/19 Q3,West Dunbartonshire,75-84 years,Long Stay,"Rate per 1,000 People",45.2
2018/19 Q3,West Dunbartonshire,75-84 years,Long Stay,Number of People,235
2018/19 Q3,West Dunbartonshire,85+ years,All Stays,"Rate per 1,000 People",175.4
2018/19 Q3,West Dunbartonshire,85+ years,All Stays,Number of People,325
2018/19 Q3,West Dunbartonshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",2.7
2018/19 Q3,West Dunbartonshire,85+ years,Short Stay / Respite,Number of People,5
2018/19 Q3,West Dunbartonshire,85+ years,Long Stay,"Rate per 1,000 People",175.4
2018/19 Q3,West Dunbartonshire,85+ years,Long Stay,Number of People,325
2018/19 Q3,West Dunbartonshire,Unknown,All Stays,"Rate per 1,000 People",0
2018/19 Q3,West Dunbartonshire,Unknown,All Stays,Number of People,0
2018/19 Q3,West Dunbartonshire,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q3,West Dunbartonshire,Unknown,Short Stay / Respite,Number of People,0
2018/19 Q3,West Dunbartonshire,Unknown,Long Stay,"Rate per 1,000 People",0
2018/19 Q3,West Dunbartonshire,Unknown,Long Stay,Number of People,0
2018/19 Q4,West Dunbartonshire,All Ages,All Stays,"Rate per 1,000 People",7.7
2018/19 Q4,West Dunbartonshire,All Ages,All Stays,Number of People,685
2018/19 Q4,West Dunbartonshire,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.1
2018/19 Q4,West Dunbartonshire,All Ages,Short Stay / Respite,Number of People,10
2018/19 Q4,West Dunbartonshire,All Ages,Long Stay,"Rate per 1,000 People",7.6
2018/19 Q4,West Dunbartonshire,All Ages,Long Stay,Number of People,680
2018/19 Q4,West Dunbartonshire,0-17 years,All Stays,"Rate per 1,000 People",0
2018/19 Q4,West Dunbartonshire,0-17 years,All Stays,Number of People,0
2018/19 Q4,West Dunbartonshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q4,West Dunbartonshire,0-17 years,Short Stay / Respite,Number of People,0
2018/19 Q4,West Dunbartonshire,0-17 years,Long Stay,"Rate per 1,000 People",0
2018/19 Q4,West Dunbartonshire,0-17 years,Long Stay,Number of People,0
2018/19 Q4,West Dunbartonshire,18-64 years,All Stays,"Rate per 1,000 People",1.1
2018/19 Q4,West Dunbartonshire,18-64 years,All Stays,Number of People,60
2018/19 Q4,West Dunbartonshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q4,West Dunbartonshire,18-64 years,Short Stay / Respite,Number of People,0
2018/19 Q4,West Dunbartonshire,18-64 years,Long Stay,"Rate per 1,000 People",1.1
2018/19 Q4,West Dunbartonshire,18-64 years,Long Stay,Number of People,60
2018/19 Q4,West Dunbartonshire,65-74 years,All Stays,"Rate per 1,000 People",8.5
2018/19 Q4,West Dunbartonshire,65-74 years,All Stays,Number of People,80
2018/19 Q4,West Dunbartonshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q4,West Dunbartonshire,65-74 years,Short Stay / Respite,Number of People,0
2018/19 Q4,West Dunbartonshire,65-74 years,Long Stay,"Rate per 1,000 People",8.5
2018/19 Q4,West Dunbartonshire,65-74 years,Long Stay,Number of People,80
2018/19 Q4,West Dunbartonshire,75-84 years,All Stays,"Rate per 1,000 People",44.2
