financial_year,financial_quarter,sending_location,age_group,value,value_scotland,measure
2020/21,2020/21 Q2,Aberdeenshire,65+ years,47.376,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Angus,18+ years,15.84,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Angus,18-64 years,1.872,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Angus,65+ years,49.824,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Argyll and Bute,18+ years,12.96,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Argyll and Bute,18-64 years,1.728,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Argyll and Bute,65+ years,38.304,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,City of Edinburgh,18+ years,9.792,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,City of Edinburgh,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,City of Edinburgh,65+ years,50.112,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Clackmannanshire,18+ years,10.8,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Clackmannanshire,18-64 years,3.024,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Clackmannanshire,65+ years,34.56,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Dumfries and Galloway,18+ years,13.68,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Dumfries and Galloway,18-64 years,1.152,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Dumfries and Galloway,65+ years,41.616,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Dundee City,18+ years,13.968,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Dundee City,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Dundee City,65+ years,59.904,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Ayrshire,18+ years,11.664,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Ayrshire,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Ayrshire,65+ years,42.768,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Dunbartonshire,18+ years,14.4,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Dunbartonshire,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Dunbartonshire,65+ years,49.392,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Lothian,18+ years,12.096,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Lothian,18-64 years,1.152,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Lothian,65+ years,44.928,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Renfrewshire,18+ years,11.664,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Renfrewshire,18-64 years,0.72,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,East Renfrewshire,65+ years,43.056,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Falkirk,18+ years,12.816,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Falkirk,18-64 years,2.592,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Falkirk,65+ years,46.8,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Fife,18+ years,13.536,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Fife,18-64 years,1.296,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Fife,65+ years,49.824,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Glasgow City,18+ years,11.232,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Glasgow City,18-64 years,2.16,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Glasgow City,65+ years,57.888,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Highland,18+ years,14.256,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Highland,18-64 years,1.872,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Highland,65+ years,47.52,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Inverclyde,18+ years,14.688,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Inverclyde,18-64 years,1.872,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Inverclyde,65+ years,51.84,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Midlothian,18+ years,10.368,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Midlothian,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Midlothian,65+ years,40.176,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Moray,18+ years,11.376,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Moray,18-64 years,2.304,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Moray,65+ years,36.72,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,North Ayrshire,18+ years,12.24,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,North Ayrshire,18-64 years,1.728,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,North Ayrshire,65+ years,40.176,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,North Lanarkshire,18+ years,8.208,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,North Lanarkshire,18-64 years,0.576,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,North Lanarkshire,65+ years,36.432,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Perth and Kinross,18+ years,14.976,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Perth and Kinross,18-64 years,2.16,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Perth and Kinross,65+ years,46.8,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Renfrewshire,18+ years,12.24,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Renfrewshire,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Renfrewshire,65+ years,47.952,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Scottish Borders,18+ years,11.952,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Scottish Borders,18-64 years,0.72,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Scottish Borders,65+ years,37.872,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Shetland Islands,18+ years,10.944,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Shetland Islands,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Shetland Islands,65+ years,41.04,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,South Ayrshire,18+ years,16.992,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,South Ayrshire,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,South Ayrshire,65+ years,52.416,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,South Lanarkshire,18+ years,12.096,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,South Lanarkshire,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,South Lanarkshire,65+ years,45.216,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Stirling,18+ years,11.664,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Stirling,18-64 years,2.016,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Stirling,65+ years,43.632,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,West Dunbartonshire,18+ years,13.968,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,West Dunbartonshire,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,West Dunbartonshire,65+ years,56.16,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,West Lothian,18+ years,8.64,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,West Lothian,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,West Lothian,65+ years,35.712,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q3,Scotland (All Areas Submitted),18+ years,12.096,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Scotland (All Areas Submitted),18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Scotland (All Areas Submitted),65+ years,46.944,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Aberdeen City,18+ years,12.96,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Aberdeen City,18-64 years,2.592,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Aberdeen City,65+ years,58.176,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Aberdeenshire,18+ years,12.96,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Aberdeenshire,18-64 years,2.016,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Aberdeenshire,65+ years,47.664,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Angus,18+ years,15.984,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Angus,18-64 years,1.872,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Angus,65+ years,50.4,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Argyll and Bute,18+ years,13.248,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Argyll and Bute,18-64 years,1.728,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Argyll and Bute,65+ years,39.024,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,City of Edinburgh,18+ years,9.504,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,City of Edinburgh,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,City of Edinburgh,65+ years,48.384,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Clackmannanshire,18+ years,10.8,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Clackmannanshire,18-64 years,3.024,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Clackmannanshire,65+ years,34.56,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Dumfries and Galloway,18+ years,13.68,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Dumfries and Galloway,18-64 years,1.152,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Dumfries and Galloway,65+ years,41.76,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Dundee City,18+ years,14.112,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Dundee City,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Dundee City,65+ years,60.624,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Ayrshire,18+ years,11.664,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Ayrshire,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Ayrshire,65+ years,42.48,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Dunbartonshire,18+ years,14.544,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Dunbartonshire,18-64 years,0.864,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Dunbartonshire,65+ years,50.256,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Lothian,18+ years,12.384,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Lothian,18-64 years,1.296,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Lothian,65+ years,45.216,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Renfrewshire,18+ years,14.256,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Renfrewshire,18-64 years,0.864,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,East Renfrewshire,65+ years,52.56,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Falkirk,18+ years,13.104,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Falkirk,18-64 years,2.592,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Falkirk,65+ years,47.808,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Fife,18+ years,14.256,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Fife,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Fife,65+ years,52.416,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Glasgow City,18+ years,11.376,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Glasgow City,18-64 years,2.16,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Glasgow City,65+ years,58.464,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Highland,18+ years,14.4,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Highland,18-64 years,1.872,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Highland,65+ years,47.664,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Inverclyde,18+ years,13.248,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Inverclyde,18-64 years,1.728,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Inverclyde,65+ years,47.088,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Midlothian,18+ years,10.512,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Midlothian,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Midlothian,65+ years,41.04,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Moray,18+ years,11.52,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Moray,18-64 years,2.16,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Moray,65+ years,37.728,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,North Ayrshire,18+ years,11.808,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,North Ayrshire,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,North Ayrshire,65+ years,38.592,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,North Lanarkshire,18+ years,8.496,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,North Lanarkshire,18-64 years,0.576,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,North Lanarkshire,65+ years,37.44,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Perth and Kinross,18+ years,14.832,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Perth and Kinross,18-64 years,2.16,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Perth and Kinross,65+ years,47.088,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Renfrewshire,18+ years,12.528,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Renfrewshire,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Renfrewshire,65+ years,48.816,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Scottish Borders,18+ years,12.096,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Scottish Borders,18-64 years,0.72,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Scottish Borders,65+ years,38.448,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Shetland Islands,18+ years,10.656,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Shetland Islands,18-64 years,0.576,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Shetland Islands,65+ years,41.04,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,South Ayrshire,18+ years,16.992,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,South Ayrshire,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,South Ayrshire,65+ years,52.128,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,South Lanarkshire,18+ years,12.096,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,South Lanarkshire,18-64 years,1.728,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,South Lanarkshire,65+ years,45.504,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,Stirling,18+ years,11.664,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,Stirling,18-64 years,2.016,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,Stirling,65+ years,43.2,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,West Dunbartonshire,18+ years,13.968,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,West Dunbartonshire,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,West Dunbartonshire,65+ years,55.728,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q3,West Lothian,18+ years,9.504,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q3,West Lothian,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q3,West Lothian,65+ years,39.6,46.944,"Rate per 1,000 People"
2020/21,2020/21 Q4,Scotland (All Areas Submitted),18+ years,12.096,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Scotland (All Areas Submitted),18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Scotland (All Areas Submitted),65+ years,46.512,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Aberdeen City,18+ years,13.104,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Aberdeen City,18-64 years,2.448,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Aberdeen City,65+ years,58.752,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Aberdeenshire,18+ years,13.104,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Aberdeenshire,18-64 years,2.016,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Aberdeenshire,65+ years,48.384,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Angus,18+ years,15.696,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Angus,18-64 years,1.872,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Angus,65+ years,49.536,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Argyll and Bute,18+ years,12.96,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Argyll and Bute,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Argyll and Bute,65+ years,38.736,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,City of Edinburgh,18+ years,9.36,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,City of Edinburgh,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,City of Edinburgh,65+ years,47.088,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Clackmannanshire,18+ years,10.8,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Clackmannanshire,18-64 years,3.024,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Clackmannanshire,65+ years,34.56,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Dumfries and Galloway,18+ years,13.536,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Dumfries and Galloway,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Dumfries and Galloway,65+ years,41.472,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Dundee City,18+ years,14.112,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Dundee City,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Dundee City,65+ years,60.336,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Ayrshire,18+ years,11.664,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Ayrshire,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Ayrshire,65+ years,42.48,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Dunbartonshire,18+ years,14.976,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Dunbartonshire,18-64 years,0.864,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Dunbartonshire,65+ years,51.408,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Lothian,18+ years,12.384,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Lothian,18-64 years,1.296,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Lothian,65+ years,45.936,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Renfrewshire,18+ years,14.544,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Renfrewshire,18-64 years,0.864,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,East Renfrewshire,65+ years,53.712,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Falkirk,18+ years,12.96,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Falkirk,18-64 years,2.592,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Falkirk,65+ years,47.088,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Fife,18+ years,13.536,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Fife,18-64 years,1.296,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Fife,65+ years,49.824,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Glasgow City,18+ years,11.232,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Glasgow City,18-64 years,2.016,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Glasgow City,65+ years,58.32,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Highland,18+ years,13.68,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Highland,18-64 years,2.016,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Highland,65+ years,45.36,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Inverclyde,18+ years,14.976,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Inverclyde,18-64 years,1.728,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Inverclyde,65+ years,54,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Midlothian,18+ years,9.792,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Midlothian,18-64 years,1.152,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Midlothian,65+ years,37.152,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Moray,18+ years,11.52,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Moray,18-64 years,2.16,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Moray,65+ years,37.728,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,North Ayrshire,18+ years,11.232,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,North Ayrshire,18-64 years,1.728,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,North Ayrshire,65+ years,36.576,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,North Lanarkshire,18+ years,8.64,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,North Lanarkshire,18-64 years,0.576,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,North Lanarkshire,65+ years,37.872,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Perth and Kinross,18+ years,14.976,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Perth and Kinross,18-64 years,2.016,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Perth and Kinross,65+ years,47.232,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Renfrewshire,18+ years,12.528,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Renfrewshire,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Renfrewshire,65+ years,49.104,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Scottish Borders,18+ years,12.096,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Scottish Borders,18-64 years,0.72,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Scottish Borders,65+ years,38.16,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Shetland Islands,18+ years,10.944,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,Shetland Islands,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,Shetland Islands,65+ years,41.04,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,South Ayrshire,18+ years,16.56,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,South Ayrshire,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,South Ayrshire,65+ years,50.832,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,South Lanarkshire,18+ years,11.952,12.096,"Rate per 1,000 People"
2020/21,2020/21 Q4,South Lanarkshire,18-64 years,1.728,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q4,South Lanarkshire,65+ years,44.928,46.512,"Rate per 1,000 People"
2020/21,2020/21 Q4,Stirling,18+ years,11.376,12.096,"Rate per 1,000 People"
