financial_quarter,sending_location,age_group,measure,value,scotland_value,rate,scotland_rate
2020/21 Q2,Scotland (All Areas Submitted),0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Scotland (All Areas Submitted),0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Scotland (All Areas Submitted),18-64 years,A&E Attendances,340,340,98.1,98.1
2020/21 Q2,Scotland (All Areas Submitted),18-64 years,Emergency Admissions,290,290,83.5,83.5
2020/21 Q2,Scotland (All Areas Submitted),18-64 years,Emergency Admissions Bed Days,5600,5600,1616.2,1616.2
2020/21 Q2,Scotland (All Areas Submitted),65-74 years,A&E Attendances,310,310,80.9,80.9
2020/21 Q2,Scotland (All Areas Submitted),65-74 years,Emergency Admissions,330,330,86.2,86.2
2020/21 Q2,Scotland (All Areas Submitted),65-74 years,Emergency Admissions Bed Days,5265,5265,1374.7,1374.7
2020/21 Q2,Scotland (All Areas Submitted),75-84 years,A&E Attendances,900,900,88.3,88.3
2020/21 Q2,Scotland (All Areas Submitted),75-84 years,Emergency Admissions,800,800,78.5,78.5
2020/21 Q2,Scotland (All Areas Submitted),75-84 years,Emergency Admissions Bed Days,12090,12090,1186.5,1186.5
2020/21 Q2,Scotland (All Areas Submitted),85+ years,A&E Attendances,1520,1520,89.6,89.6
2020/21 Q2,Scotland (All Areas Submitted),85+ years,Emergency Admissions,1250,1250,73.6,73.6
2020/21 Q2,Scotland (All Areas Submitted),85+ years,Emergency Admissions Bed Days,14500,14500,854.4,854.4
2020/21 Q2,Scotland (All Areas Submitted),Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,Scotland (All Areas Submitted),Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Scotland (All Areas Submitted),Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Aberdeen City,All Ages,A&E Attendances,130,3075,75.8,89.1
2020/21 Q2,Aberdeen City,All Ages,Emergency Admissions,125,2670,72.9,77.3
2020/21 Q2,Aberdeen City,All Ages,Emergency Admissions Bed Days,1515,37455,883.4,1085.5
2020/21 Q2,Aberdeen City,0-17 years,A&E Attendances,5,5,111.1,100
2020/21 Q2,Aberdeen City,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Aberdeen City,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Aberdeen City,18-64 years,A&E Attendances,30,340,105.3,98.1
2020/21 Q2,Aberdeen City,18-64 years,Emergency Admissions,30,290,105.3,83.5
2020/21 Q2,Aberdeen City,18-64 years,Emergency Admissions Bed Days,375,5600,1315.8,1616.2
2020/21 Q2,Aberdeen City,65-74 years,A&E Attendances,15,310,76.9,80.9
2020/21 Q2,Aberdeen City,65-74 years,Emergency Admissions,20,330,102.6,86.2
2020/21 Q2,Aberdeen City,65-74 years,Emergency Admissions Bed Days,160,5265,820.5,1374.7
2020/21 Q2,Aberdeen City,75-84 years,A&E Attendances,25,900,58.1,88.3
2020/21 Q2,Aberdeen City,75-84 years,Emergency Admissions,35,800,81.4,78.5
2020/21 Q2,Aberdeen City,75-84 years,Emergency Admissions Bed Days,290,12090,674.4,1186.5
2020/21 Q2,Aberdeen City,85+ years,A&E Attendances,55,1520,72.8,89.6
2020/21 Q2,Aberdeen City,85+ years,Emergency Admissions,45,1250,59.6,73.6
2020/21 Q2,Aberdeen City,85+ years,Emergency Admissions Bed Days,685,14500,907.3,854.4
2020/21 Q2,Aberdeen City,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,Aberdeen City,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Aberdeen City,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Aberdeenshire,All Ages,A&E Attendances,90,3075,51.1,89.1
2020/21 Q2,Aberdeenshire,All Ages,Emergency Admissions,110,2670,62.3,77.3
2020/21 Q2,Aberdeenshire,All Ages,Emergency Admissions Bed Days,1310,37455,744.3,1085.5
2020/21 Q2,Aberdeenshire,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,Aberdeenshire,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Aberdeenshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Aberdeenshire,18-64 years,A&E Attendances,10,340,50,98.1
2020/21 Q2,Aberdeenshire,18-64 years,Emergency Admissions,10,290,48.8,83.5
2020/21 Q2,Aberdeenshire,18-64 years,Emergency Admissions Bed Days,225,5600,1125,1616.2
2020/21 Q2,Aberdeenshire,65-74 years,A&E Attendances,10,310,51.3,80.9
2020/21 Q2,Aberdeenshire,65-74 years,Emergency Admissions,15,330,76.9,86.2
2020/21 Q2,Aberdeenshire,65-74 years,Emergency Admissions Bed Days,150,5265,769.2,1374.7
2020/21 Q2,Aberdeenshire,75-84 years,A&E Attendances,25,900,51.5,88.3
2020/21 Q2,Aberdeenshire,75-84 years,Emergency Admissions,30,800,61.9,78.5
2020/21 Q2,Aberdeenshire,75-84 years,Emergency Admissions Bed Days,280,12090,577.3,1186.5
2020/21 Q2,Aberdeenshire,85+ years,A&E Attendances,45,1520,51.1,89.6
2020/21 Q2,Aberdeenshire,85+ years,Emergency Admissions,55,1250,62.5,73.6
2020/21 Q2,Aberdeenshire,85+ years,Emergency Admissions Bed Days,655,14500,744.3,854.4
2020/21 Q2,Aberdeenshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,Aberdeenshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Aberdeenshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Angus,All Ages,A&E Attendances,55,3075,59.5,89.1
2020/21 Q2,Angus,All Ages,Emergency Admissions,65,2670,69.9,77.3
2020/21 Q2,Angus,All Ages,Emergency Admissions Bed Days,885,37455,956.8,1085.5
2020/21 Q2,Angus,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,Angus,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Angus,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Angus,18-64 years,A&E Attendances,5,340,62.5,98.1
2020/21 Q2,Angus,18-64 years,Emergency Admissions,5,290,62.5,83.5
2020/21 Q2,Angus,18-64 years,Emergency Admissions Bed Days,270,5600,3375,1616.2
2020/21 Q2,Angus,65-74 years,A&E Attendances,0,310,0,80.9
2020/21 Q2,Angus,65-74 years,Emergency Admissions,5,330,55.6,86.2
2020/21 Q2,Angus,65-74 years,Emergency Admissions Bed Days,35,5265,388.9,1374.7
2020/21 Q2,Angus,75-84 years,A&E Attendances,15,900,62.5,88.3
2020/21 Q2,Angus,75-84 years,Emergency Admissions,15,800,62.5,78.5
2020/21 Q2,Angus,75-84 years,Emergency Admissions Bed Days,165,12090,687.5,1186.5
2020/21 Q2,Angus,85+ years,A&E Attendances,35,1520,68,89.6
2020/21 Q2,Angus,85+ years,Emergency Admissions,40,1250,77.7,73.6
2020/21 Q2,Angus,85+ years,Emergency Admissions Bed Days,415,14500,805.8,854.4
2020/21 Q2,Angus,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,Angus,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Angus,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Argyll and Bute,All Ages,A&E Attendances,45,3075,76.9,89.1
2020/21 Q2,Argyll and Bute,All Ages,Emergency Admissions,50,2670,85.5,77.3
2020/21 Q2,Argyll and Bute,All Ages,Emergency Admissions Bed Days,1205,37455,2059.8,1085.5
2020/21 Q2,Argyll and Bute,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,Argyll and Bute,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Argyll and Bute,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Argyll and Bute,18-64 years,A&E Attendances,10,340,200,98.1
2020/21 Q2,Argyll and Bute,18-64 years,Emergency Admissions,5,290,100,83.5
2020/21 Q2,Argyll and Bute,18-64 years,Emergency Admissions Bed Days,45,5600,900,1616.2
2020/21 Q2,Argyll and Bute,65-74 years,A&E Attendances,5,310,90.9,80.9
2020/21 Q2,Argyll and Bute,65-74 years,Emergency Admissions,5,330,90.9,86.2
2020/21 Q2,Argyll and Bute,65-74 years,Emergency Admissions Bed Days,65,5265,1181.8,1374.7
2020/21 Q2,Argyll and Bute,75-84 years,A&E Attendances,15,900,78.9,88.3
2020/21 Q2,Argyll and Bute,75-84 years,Emergency Admissions,15,800,78.9,78.5
2020/21 Q2,Argyll and Bute,75-84 years,Emergency Admissions Bed Days,450,12090,2368.4,1186.5
2020/21 Q2,Argyll and Bute,85+ years,A&E Attendances,20,1520,69,89.6
2020/21 Q2,Argyll and Bute,85+ years,Emergency Admissions,25,1250,86.2,73.6
2020/21 Q2,Argyll and Bute,85+ years,Emergency Admissions Bed Days,640,14500,2206.9,854.4
2020/21 Q2,Argyll and Bute,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,Argyll and Bute,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Argyll and Bute,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,City of Edinburgh,All Ages,A&E Attendances,250,3075,94.2,89.1
2020/21 Q2,City of Edinburgh,All Ages,Emergency Admissions,185,2670,69.7,77.3
2020/21 Q2,City of Edinburgh,All Ages,Emergency Admissions Bed Days,2060,37455,775.9,1085.5
2020/21 Q2,City of Edinburgh,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,City of Edinburgh,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,City of Edinburgh,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,City of Edinburgh,18-64 years,A&E Attendances,30,340,136.4,98.1
2020/21 Q2,City of Edinburgh,18-64 years,Emergency Admissions,20,290,90.9,83.5
2020/21 Q2,City of Edinburgh,18-64 years,Emergency Admissions Bed Days,230,5600,1045.5,1616.2
2020/21 Q2,City of Edinburgh,65-74 years,A&E Attendances,30,310,113.2,80.9
2020/21 Q2,City of Edinburgh,65-74 years,Emergency Admissions,25,330,94.3,86.2
2020/21 Q2,City of Edinburgh,65-74 years,Emergency Admissions Bed Days,210,5265,792.5,1374.7
2020/21 Q2,City of Edinburgh,75-84 years,A&E Attendances,65,900,90.9,88.3
2020/21 Q2,City of Edinburgh,75-84 years,Emergency Admissions,50,800,69.9,78.5
2020/21 Q2,City of Edinburgh,75-84 years,Emergency Admissions Bed Days,605,12090,846.2,1186.5
2020/21 Q2,City of Edinburgh,85+ years,A&E Attendances,125,1520,85.9,89.6
2020/21 Q2,City of Edinburgh,85+ years,Emergency Admissions,95,1250,65.3,73.6
2020/21 Q2,City of Edinburgh,85+ years,Emergency Admissions Bed Days,1010,14500,694.2,854.4
2020/21 Q2,City of Edinburgh,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,City of Edinburgh,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,City of Edinburgh,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Clackmannanshire,All Ages,A&E Attendances,35,3075,125,89.1
2020/21 Q2,Clackmannanshire,All Ages,Emergency Admissions,20,2670,71.4,77.3
2020/21 Q2,Clackmannanshire,All Ages,Emergency Admissions Bed Days,535,37455,1910.7,1085.5
2020/21 Q2,Clackmannanshire,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,Clackmannanshire,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Clackmannanshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Clackmannanshire,18-64 years,A&E Attendances,5,340,83.3,98.1
2020/21 Q2,Clackmannanshire,18-64 years,Emergency Admissions,5,290,83.3,83.5
2020/21 Q2,Clackmannanshire,18-64 years,Emergency Admissions Bed Days,60,5600,1000,1616.2
2020/21 Q2,Clackmannanshire,65-74 years,A&E Attendances,5,310,142.9,80.9
2020/21 Q2,Clackmannanshire,65-74 years,Emergency Admissions,5,330,142.9,86.2
2020/21 Q2,Clackmannanshire,65-74 years,Emergency Admissions Bed Days,180,5265,5142.9,1374.7
2020/21 Q2,Clackmannanshire,75-84 years,A&E Attendances,15,900,166.7,88.3
2020/21 Q2,Clackmannanshire,75-84 years,Emergency Admissions,10,800,111.1,78.5
2020/21 Q2,Clackmannanshire,75-84 years,Emergency Admissions Bed Days,110,12090,1222.2,1186.5
2020/21 Q2,Clackmannanshire,85+ years,A&E Attendances,10,1520,105.3,89.6
2020/21 Q2,Clackmannanshire,85+ years,Emergency Admissions,5,1250,52.6,73.6
2020/21 Q2,Clackmannanshire,85+ years,Emergency Admissions Bed Days,185,14500,1947.4,854.4
2020/21 Q2,Clackmannanshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,Clackmannanshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Clackmannanshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Dumfries and Galloway,All Ages,A&E Attendances,125,3075,108.2,89.1
2020/21 Q2,Dumfries and Galloway,All Ages,Emergency Admissions,125,2670,108.2,77.3
2020/21 Q2,Dumfries and Galloway,All Ages,Emergency Admissions Bed Days,1380,37455,1194.8,1085.5
2020/21 Q2,Dumfries and Galloway,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,Dumfries and Galloway,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Dumfries and Galloway,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Dumfries and Galloway,18-64 years,A&E Attendances,5,340,83.3,98.1
2020/21 Q2,Dumfries and Galloway,18-64 years,Emergency Admissions,5,290,83.3,83.5
2020/21 Q2,Dumfries and Galloway,18-64 years,Emergency Admissions Bed Days,35,5600,583.3,1616.2
2020/21 Q2,Dumfries and Galloway,65-74 years,A&E Attendances,10,310,80,80.9
2020/21 Q2,Dumfries and Galloway,65-74 years,Emergency Admissions,10,330,80,86.2
2020/21 Q2,Dumfries and Galloway,65-74 years,Emergency Admissions Bed Days,105,5265,840,1374.7
2020/21 Q2,Dumfries and Galloway,75-84 years,A&E Attendances,40,900,109.6,88.3
2020/21 Q2,Dumfries and Galloway,75-84 years,Emergency Admissions,40,800,109.6,78.5
2020/21 Q2,Dumfries and Galloway,75-84 years,Emergency Admissions Bed Days,445,12090,1219.2,1186.5
2020/21 Q2,Dumfries and Galloway,85+ years,A&E Attendances,70,1520,115.7,89.6
2020/21 Q2,Dumfries and Galloway,85+ years,Emergency Admissions,65,1250,107.4,73.6
2020/21 Q2,Dumfries and Galloway,85+ years,Emergency Admissions Bed Days,795,14500,1314,854.4
2020/21 Q2,Dumfries and Galloway,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,Dumfries and Galloway,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Dumfries and Galloway,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Dundee City,All Ages,A&E Attendances,50,3075,46.3,89.1
2020/21 Q2,Dundee City,All Ages,Emergency Admissions,60,2670,55.6,77.3
2020/21 Q2,Dundee City,All Ages,Emergency Admissions Bed Days,1010,37455,935.2,1085.5
2020/21 Q2,Dundee City,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,Dundee City,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Dundee City,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Dundee City,18-64 years,A&E Attendances,0,340,0,98.1
2020/21 Q2,Dundee City,18-64 years,Emergency Admissions,5,290,62.5,83.5
2020/21 Q2,Dundee City,18-64 years,Emergency Admissions Bed Days,105,5600,1312.5,1616.2
2020/21 Q2,Dundee City,65-74 years,A&E Attendances,10,310,87,80.9
2020/21 Q2,Dundee City,65-74 years,Emergency Admissions,10,330,87,86.2
2020/21 Q2,Dundee City,65-74 years,Emergency Admissions Bed Days,70,5265,608.7,1374.7
2020/21 Q2,Dundee City,75-84 years,A&E Attendances,10,900,29.9,88.3
2020/21 Q2,Dundee City,75-84 years,Emergency Admissions,20,800,59.7,78.5
2020/21 Q2,Dundee City,75-84 years,Emergency Admissions Bed Days,710,12090,2119.4,1186.5
2020/21 Q2,Dundee City,85+ years,A&E Attendances,30,1520,54.5,89.6
2020/21 Q2,Dundee City,85+ years,Emergency Admissions,25,1250,45.5,73.6
2020/21 Q2,Dundee City,85+ years,Emergency Admissions Bed Days,125,14500,227.3,854.4
2020/21 Q2,Dundee City,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,Dundee City,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Dundee City,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,East Ayrshire,All Ages,A&E Attendances,85,3075,109,89.1
2020/21 Q2,East Ayrshire,All Ages,Emergency Admissions,75,2670,96.2,77.3
2020/21 Q2,East Ayrshire,All Ages,Emergency Admissions Bed Days,750,37455,961.5,1085.5
2020/21 Q2,East Ayrshire,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,East Ayrshire,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,East Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,East Ayrshire,18-64 years,A&E Attendances,10,340,142.9,98.1
2020/21 Q2,East Ayrshire,18-64 years,Emergency Admissions,5,290,71.4,83.5
2020/21 Q2,East Ayrshire,18-64 years,Emergency Admissions Bed Days,85,5600,1214.3,1616.2
2020/21 Q2,East Ayrshire,65-74 years,A&E Attendances,10,310,100,80.9
2020/21 Q2,East Ayrshire,65-74 years,Emergency Admissions,5,330,50,86.2
2020/21 Q2,East Ayrshire,65-74 years,Emergency Admissions Bed Days,145,5265,1450,1374.7
2020/21 Q2,East Ayrshire,75-84 years,A&E Attendances,25,900,98,88.3
2020/21 Q2,East Ayrshire,75-84 years,Emergency Admissions,25,800,98,78.5
2020/21 Q2,East Ayrshire,75-84 years,Emergency Admissions Bed Days,265,12090,1039.2,1186.5
2020/21 Q2,East Ayrshire,85+ years,A&E Attendances,40,1520,114.3,89.6
2020/21 Q2,East Ayrshire,85+ years,Emergency Admissions,35,1250,100,73.6
2020/21 Q2,East Ayrshire,85+ years,Emergency Admissions Bed Days,260,14500,742.9,854.4
2020/21 Q2,East Ayrshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,East Ayrshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,East Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,East Dunbartonshire,All Ages,A&E Attendances,75,3075,95.5,89.1
2020/21 Q2,East Dunbartonshire,All Ages,Emergency Admissions,70,2670,88.6,77.3
2020/21 Q2,East Dunbartonshire,All Ages,Emergency Admissions Bed Days,1035,37455,1318.5,1085.5
2020/21 Q2,East Dunbartonshire,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,East Dunbartonshire,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,East Dunbartonshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,East Dunbartonshire,18-64 years,A&E Attendances,5,340,111.1,98.1
2020/21 Q2,East Dunbartonshire,18-64 years,Emergency Admissions,5,290,111.1,83.5
2020/21 Q2,East Dunbartonshire,18-64 years,Emergency Admissions Bed Days,115,5600,2555.6,1616.2
2020/21 Q2,East Dunbartonshire,65-74 years,A&E Attendances,10,310,142.9,80.9
2020/21 Q2,East Dunbartonshire,65-74 years,Emergency Admissions,10,330,142.9,86.2
2020/21 Q2,East Dunbartonshire,65-74 years,Emergency Admissions Bed Days,130,5265,1857.1,1374.7
2020/21 Q2,East Dunbartonshire,75-84 years,A&E Attendances,25,900,96.2,88.3
2020/21 Q2,East Dunbartonshire,75-84 years,Emergency Admissions,25,800,96.2,78.5
2020/21 Q2,East Dunbartonshire,75-84 years,Emergency Admissions Bed Days,450,12090,1730.8,1186.5
2020/21 Q2,East Dunbartonshire,85+ years,A&E Attendances,35,1520,85.4,89.6
2020/21 Q2,East Dunbartonshire,85+ years,Emergency Admissions,30,1250,72.3,73.6
2020/21 Q2,East Dunbartonshire,85+ years,Emergency Admissions Bed Days,340,14500,829.3,854.4
2020/21 Q2,East Dunbartonshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,East Dunbartonshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,East Dunbartonshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,East Lothian,All Ages,A&E Attendances,60,3075,86.3,89.1
2020/21 Q2,East Lothian,All Ages,Emergency Admissions,50,2670,71.9,77.3
2020/21 Q2,East Lothian,All Ages,Emergency Admissions Bed Days,880,37455,1266.2,1085.5
2020/21 Q2,East Lothian,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,East Lothian,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,East Lothian,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,East Lothian,18-64 years,A&E Attendances,5,340,100,98.1
2020/21 Q2,East Lothian,18-64 years,Emergency Admissions,5,290,100,83.5
2020/21 Q2,East Lothian,18-64 years,Emergency Admissions Bed Days,55,5600,1100,1616.2
2020/21 Q2,East Lothian,65-74 years,A&E Attendances,5,310,66.7,80.9
2020/21 Q2,East Lothian,65-74 years,Emergency Admissions,5,330,66.7,86.2
2020/21 Q2,East Lothian,65-74 years,Emergency Admissions Bed Days,260,5265,3466.7,1374.7
2020/21 Q2,East Lothian,75-84 years,A&E Attendances,15,900,78.9,88.3
2020/21 Q2,East Lothian,75-84 years,Emergency Admissions,10,800,52.6,78.5
2020/21 Q2,East Lothian,75-84 years,Emergency Admissions Bed Days,255,12090,1342.1,1186.5
2020/21 Q2,East Lothian,85+ years,A&E Attendances,35,1520,92.1,89.6
2020/21 Q2,East Lothian,85+ years,Emergency Admissions,30,1250,78.9,73.6
2020/21 Q2,East Lothian,85+ years,Emergency Admissions Bed Days,315,14500,828.9,854.4
2020/21 Q2,East Lothian,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,East Lothian,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,East Lothian,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,East Renfrewshire,All Ages,A&E Attendances,65,3075,100,89.1
2020/21 Q2,East Renfrewshire,All Ages,Emergency Admissions,60,2670,92.3,77.3
2020/21 Q2,East Renfrewshire,All Ages,Emergency Admissions Bed Days,750,37455,1153.8,1085.5
2020/21 Q2,East Renfrewshire,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,East Renfrewshire,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,East Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,East Renfrewshire,18-64 years,A&E Attendances,0,340,0,98.1
2020/21 Q2,East Renfrewshire,18-64 years,Emergency Admissions,0,290,0,83.5
2020/21 Q2,East Renfrewshire,18-64 years,Emergency Admissions Bed Days,25,5600,833.3,1616.2
2020/21 Q2,East Renfrewshire,65-74 years,A&E Attendances,5,310,90.9,80.9
2020/21 Q2,East Renfrewshire,65-74 years,Emergency Admissions,10,330,181.8,86.2
2020/21 Q2,East Renfrewshire,65-74 years,Emergency Admissions Bed Days,80,5265,1454.5,1374.7
2020/21 Q2,East Renfrewshire,75-84 years,A&E Attendances,20,900,117.6,88.3
2020/21 Q2,East Renfrewshire,75-84 years,Emergency Admissions,15,800,88.2,78.5
2020/21 Q2,East Renfrewshire,75-84 years,Emergency Admissions Bed Days,220,12090,1294.1,1186.5
2020/21 Q2,East Renfrewshire,85+ years,A&E Attendances,40,1520,102.6,89.6
2020/21 Q2,East Renfrewshire,85+ years,Emergency Admissions,30,1250,76.9,73.6
2020/21 Q2,East Renfrewshire,85+ years,Emergency Admissions Bed Days,420,14500,1076.9,854.4
2020/21 Q2,East Renfrewshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q2,East Renfrewshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q2,East Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Falkirk,All Ages,A&E Attendances,65,3075,66.3,89.1
2020/21 Q2,Falkirk,All Ages,Emergency Admissions,55,2670,56.1,77.3
2020/21 Q2,Falkirk,All Ages,Emergency Admissions Bed Days,1235,37455,1260.2,1085.5
2020/21 Q2,Falkirk,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q2,Falkirk,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q2,Falkirk,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Falkirk,18-64 years,A&E Attendances,10,340,66.7,98.1
2020/21 Q2,Falkirk,18-64 years,Emergency Admissions,5,290,33.3,83.5
2020/21 Q2,Falkirk,18-64 years,Emergency Admissions Bed Days,375,5600,2500,1616.2
2020/21 Q2,Falkirk,65-74 years,A&E Attendances,10,310,74.1,80.9
2020/21 Q2,Falkirk,65-74 years,Emergency Admissions,5,330,37,86.2
2020/21 Q2,Falkirk,65-74 years,Emergency Admissions Bed Days,165,5265,1222.2,1374.7
2020/21 Q2,Falkirk,75-84 years,A&E Attendances,15,900,50.8,88.3
