financial_year,sending_location,age_group,stay_type,measure,value,value_scotland
2020/21,East Lothian,0-17 years,Long Stay,"Rate per 1,000 People",0,0.1
2020/21,East Lothian,0-17 years,Long Stay,Number of People,0,65
2020/21,East Lothian,18-64 years,All Stays,"Rate per 1,000 People",0.9,1.4
2020/21,East Lothian,18-64 years,All Stays,Number of People,60,4695
2020/21,East Lothian,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1,0.3
2020/21,East Lothian,18-64 years,Short Stay / Respite,Number of People,5,960
2020/21,East Lothian,18-64 years,Long Stay,"Rate per 1,000 People",0.9,1.2
2020/21,East Lothian,18-64 years,Long Stay,Number of People,55,3965
2020/21,East Lothian,65-74 years,All Stays,"Rate per 1,000 People",7.8,8.7
2020/21,East Lothian,65-74 years,All Stays,Number of People,95,5105
2020/21,East Lothian,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.8,1.2
2020/21,East Lothian,65-74 years,Short Stay / Respite,Number of People,10,695
2020/21,East Lothian,65-74 years,Long Stay,"Rate per 1,000 People",7.4,7.9
2020/21,East Lothian,65-74 years,Long Stay,Number of People,90,4650
2020/21,East Lothian,75-84 years,All Stays,"Rate per 1,000 People",36.8,42.3
2020/21,East Lothian,75-84 years,All Stays,Number of People,270,14450
2020/21,East Lothian,75-84 years,Short Stay / Respite,"Rate per 1,000 People",2.7,5.9
2020/21,East Lothian,75-84 years,Short Stay / Respite,Number of People,20,2015
2020/21,East Lothian,75-84 years,Long Stay,"Rate per 1,000 People",35.4,38.5
2020/21,East Lothian,75-84 years,Long Stay,Number of People,260,13165
2020/21,East Lothian,85+ years,All Stays,"Rate per 1,000 People",179.1,184.8
2020/21,East Lothian,85+ years,All Stays,Number of People,485,23715
2020/21,East Lothian,85+ years,Short Stay / Respite,"Rate per 1,000 People",11.1,20.5
2020/21,East Lothian,85+ years,Short Stay / Respite,Number of People,30,2625
2020/21,East Lothian,85+ years,Long Stay,"Rate per 1,000 People",173.6,172
2020/21,East Lothian,85+ years,Long Stay,Number of People,470,22065
2020/21,East Renfrewshire,All Ages,All Stays,"Rate per 1,000 People",10.2,8.8
2020/21,East Renfrewshire,All Ages,All Stays,Number of People,980,48040
2020/21,East Renfrewshire,All Ages,Short Stay / Respite,"Rate per 1,000 People",1.7,1.2
2020/21,East Renfrewshire,All Ages,Short Stay / Respite,Number of People,160,6300
2020/21,East Renfrewshire,All Ages,Long Stay,"Rate per 1,000 People",9.3,8
2020/21,East Renfrewshire,All Ages,Long Stay,Number of People,890,43910
2020/21,East Renfrewshire,0-17 years,All Stays,"Rate per 1,000 People",0.2,0.1
2020/21,East Renfrewshire,0-17 years,All Stays,Number of People,5,70
2020/21,East Renfrewshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0,0
2020/21,East Renfrewshire,0-17 years,Short Stay / Respite,Number of People,0,5
2020/21,East Renfrewshire,0-17 years,Long Stay,"Rate per 1,000 People",0.2,0.1
2020/21,East Renfrewshire,0-17 years,Long Stay,Number of People,5,65
2020/21,East Renfrewshire,18-64 years,All Stays,"Rate per 1,000 People",1.2,1.4
2020/21,East Renfrewshire,18-64 years,All Stays,Number of People,65,4695
2020/21,East Renfrewshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.3,0.3
2020/21,East Renfrewshire,18-64 years,Short Stay / Respite,Number of People,15,960
2020/21,East Renfrewshire,18-64 years,Long Stay,"Rate per 1,000 People",0.8,1.2
2020/21,East Renfrewshire,18-64 years,Long Stay,Number of People,45,3965
2020/21,East Renfrewshire,65-74 years,All Stays,"Rate per 1,000 People",7.9,8.7
2020/21,East Renfrewshire,65-74 years,All Stays,Number of People,80,5105
2020/21,East Renfrewshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",1.5,1.2
2020/21,East Renfrewshire,65-74 years,Short Stay / Respite,Number of People,15,695
2020/21,East Renfrewshire,65-74 years,Long Stay,"Rate per 1,000 People",7.4,7.9
2020/21,East Renfrewshire,65-74 years,Long Stay,Number of People,75,4650
2020/21,East Renfrewshire,75-84 years,All Stays,"Rate per 1,000 People",40.8,42.3
2020/21,East Renfrewshire,75-84 years,All Stays,Number of People,265,14450
2020/21,East Renfrewshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",9.2,5.9
2020/21,East Renfrewshire,75-84 years,Short Stay / Respite,Number of People,60,2015
2020/21,East Renfrewshire,75-84 years,Long Stay,"Rate per 1,000 People",36.2,38.5
2020/21,East Renfrewshire,75-84 years,Long Stay,Number of People,235,13165
2020/21,East Renfrewshire,85+ years,All Stays,"Rate per 1,000 People",202.7,184.8
2020/21,East Renfrewshire,85+ years,All Stays,Number of People,565,23715
2020/21,East Renfrewshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",25.1,20.5
2020/21,East Renfrewshire,85+ years,Short Stay / Respite,Number of People,70,2625
2020/21,East Renfrewshire,85+ years,Long Stay,"Rate per 1,000 People",190.2,172
2020/21,East Renfrewshire,85+ years,Long Stay,Number of People,530,22065
2020/21,Falkirk,All Ages,All Stays,"Rate per 1,000 People",9.2,8.8
2020/21,Falkirk,All Ages,All Stays,Number of People,1470,48040
2020/21,Falkirk,All Ages,Short Stay / Respite,"Rate per 1,000 People",1.5,1.2
2020/21,Falkirk,All Ages,Short Stay / Respite,Number of People,235,6300
2020/21,Falkirk,All Ages,Long Stay,"Rate per 1,000 People",8,8
2020/21,Falkirk,All Ages,Long Stay,Number of People,1280,43910
2020/21,Falkirk,0-17 years,All Stays,"Rate per 1,000 People",0,0.1
2020/21,Falkirk,0-17 years,All Stays,Number of People,0,70
2020/21,Falkirk,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0,0
2020/21,Falkirk,0-17 years,Short Stay / Respite,Number of People,0,5
2020/21,Falkirk,0-17 years,Long Stay,"Rate per 1,000 People",0,0.1
2020/21,Falkirk,0-17 years,Long Stay,Number of People,0,65
2020/21,Falkirk,18-64 years,All Stays,"Rate per 1,000 People",1.9,1.4
2020/21,Falkirk,18-64 years,All Stays,Number of People,190,4695
2020/21,Falkirk,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.3,0.3
2020/21,Falkirk,18-64 years,Short Stay / Respite,Number of People,30,960
2020/21,Falkirk,18-64 years,Long Stay,"Rate per 1,000 People",1.6,1.2
2020/21,Falkirk,18-64 years,Long Stay,Number of People,160,3965
2020/21,Falkirk,65-74 years,All Stays,"Rate per 1,000 People",11,8.7
2020/21,Falkirk,65-74 years,All Stays,Number of People,190,5105
2020/21,Falkirk,65-74 years,Short Stay / Respite,"Rate per 1,000 People",1.7,1.2
2020/21,Falkirk,65-74 years,Short Stay / Respite,Number of People,30,695
2020/21,Falkirk,65-74 years,Long Stay,"Rate per 1,000 People",9.5,7.9
2020/21,Falkirk,65-74 years,Long Stay,Number of People,165,4650
2020/21,Falkirk,75-84 years,All Stays,"Rate per 1,000 People",45.6,42.3
2020/21,Falkirk,75-84 years,All Stays,Number of People,450,14450
2020/21,Falkirk,75-84 years,Short Stay / Respite,"Rate per 1,000 People",8.1,5.9
2020/21,Falkirk,75-84 years,Short Stay / Respite,Number of People,80,2015
2020/21,Falkirk,75-84 years,Long Stay,"Rate per 1,000 People",39.5,38.5
2020/21,Falkirk,75-84 years,Long Stay,Number of People,390,13165
2020/21,Falkirk,85+ years,All Stays,"Rate per 1,000 People",185.9,184.8
2020/21,Falkirk,85+ years,All Stays,Number of People,645,23715
2020/21,Falkirk,85+ years,Short Stay / Respite,"Rate per 1,000 People",27.4,20.5
2020/21,Falkirk,85+ years,Short Stay / Respite,Number of People,95,2625
2020/21,Falkirk,85+ years,Long Stay,"Rate per 1,000 People",162.8,172
2020/21,Falkirk,85+ years,Long Stay,Number of People,565,22065
2020/21,Fife,All Ages,All Stays,"Rate per 1,000 People",9.2,8.8
2020/21,Fife,All Ages,All Stays,Number of People,3460,48040
2020/21,Fife,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.9,1.2
2020/21,Fife,All Ages,Short Stay / Respite,Number of People,325,6300
2020/21,Fife,All Ages,Long Stay,"Rate per 1,000 People",8.5,8
2020/21,Fife,All Ages,Long Stay,Number of People,3175,43910
2020/21,Fife,0-17 years,All Stays,"Rate per 1,000 People",0.1,0.1
2020/21,Fife,0-17 years,All Stays,Number of People,5,70
2020/21,Fife,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0.1,0
2020/21,Fife,0-17 years,Short Stay / Respite,Number of People,5,5
2020/21,Fife,0-17 years,Long Stay,"Rate per 1,000 People",0,0.1
2020/21,Fife,0-17 years,Long Stay,Number of People,0,65
2020/21,Fife,18-64 years,All Stays,"Rate per 1,000 People",1.3,1.4
2020/21,Fife,18-64 years,All Stays,Number of People,295,4695
2020/21,Fife,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.3,0.3
2020/21,Fife,18-64 years,Short Stay / Respite,Number of People,65,960
2020/21,Fife,18-64 years,Long Stay,"Rate per 1,000 People",1,1.2
2020/21,Fife,18-64 years,Long Stay,Number of People,230,3965
2020/21,Fife,65-74 years,All Stays,"Rate per 1,000 People",7.9,8.7
2020/21,Fife,65-74 years,All Stays,Number of People,345,5105
2020/21,Fife,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.7,1.2
2020/21,Fife,65-74 years,Short Stay / Respite,Number of People,30,695
2020/21,Fife,65-74 years,Long Stay,"Rate per 1,000 People",7.2,7.9
2020/21,Fife,65-74 years,Long Stay,Number of People,315,4650
2020/21,Fife,75-84 years,All Stays,"Rate per 1,000 People",41.8,42.3
2020/21,Fife,75-84 years,All Stays,Number of People,1065,14450
2020/21,Fife,75-84 years,Short Stay / Respite,"Rate per 1,000 People",4.1,5.9
2020/21,Fife,75-84 years,Short Stay / Respite,Number of People,105,2015
2020/21,Fife,75-84 years,Long Stay,"Rate per 1,000 People",38.5,38.5
2020/21,Fife,75-84 years,Long Stay,Number of People,980,13165
2020/21,Fife,85+ years,All Stays,"Rate per 1,000 People",191.4,184.8
2020/21,Fife,85+ years,All Stays,Number of People,1750,23715
2020/21,Fife,85+ years,Short Stay / Respite,"Rate per 1,000 People",13.1,20.5
2020/21,Fife,85+ years,Short Stay / Respite,Number of People,120,2625
2020/21,Fife,85+ years,Long Stay,"Rate per 1,000 People",180.4,172
2020/21,Fife,85+ years,Long Stay,Number of People,1650,22065
2020/21,Glasgow City,All Ages,All Stays,"Rate per 1,000 People",8.8,8.8
2020/21,Glasgow City,All Ages,All Stays,Number of People,5615,48040
2020/21,Glasgow City,All Ages,Short Stay / Respite,"Rate per 1,000 People",2,1.2
2020/21,Glasgow City,All Ages,Short Stay / Respite,Number of People,1270,6300
2020/21,Glasgow City,All Ages,Long Stay,"Rate per 1,000 People",7.8,8
2020/21,Glasgow City,All Ages,Long Stay,Number of People,4950,43910
2020/21,Glasgow City,0-17 years,All Stays,"Rate per 1,000 People",0,0.1
2020/21,Glasgow City,0-17 years,All Stays,Number of People,0,70
2020/21,Glasgow City,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0,0
2020/21,Glasgow City,0-17 years,Short Stay / Respite,Number of People,0,5
2020/21,Glasgow City,0-17 years,Long Stay,"Rate per 1,000 People",0,0.1
2020/21,Glasgow City,0-17 years,Long Stay,Number of People,0,65
2020/21,Glasgow City,18-64 years,All Stays,"Rate per 1,000 People",2.3,1.4
2020/21,Glasgow City,18-64 years,All Stays,Number of People,990,4695
2020/21,Glasgow City,18-64 years,Short Stay / Respite,"Rate per 1,000 People",1,0.3
2020/21,Glasgow City,18-64 years,Short Stay / Respite,Number of People,420,960
2020/21,Glasgow City,18-64 years,Long Stay,"Rate per 1,000 People",1.7,1.2
2020/21,Glasgow City,18-64 years,Long Stay,Number of People,730,3965
2020/21,Glasgow City,65-74 years,All Stays,"Rate per 1,000 People",15.1,8.7
2020/21,Glasgow City,65-74 years,All Stays,Number of People,720,5105
2020/21,Glasgow City,65-74 years,Short Stay / Respite,"Rate per 1,000 People",2.4,1.2
2020/21,Glasgow City,65-74 years,Short Stay / Respite,Number of People,115,695
2020/21,Glasgow City,65-74 years,Long Stay,"Rate per 1,000 People",13.8,7.9
2020/21,Glasgow City,65-74 years,Long Stay,Number of People,660,4650
2020/21,Glasgow City,75-84 years,All Stays,"Rate per 1,000 People",59.2,42.3
2020/21,Glasgow City,75-84 years,All Stays,Number of People,1585,14450
2020/21,Glasgow City,75-84 years,Short Stay / Respite,"Rate per 1,000 People",12.3,5.9
2020/21,Glasgow City,75-84 years,Short Stay / Respite,Number of People,330,2015
2020/21,Glasgow City,75-84 years,Long Stay,"Rate per 1,000 People",53.6,38.5
2020/21,Glasgow City,75-84 years,Long Stay,Number of People,1435,13165
2020/21,Glasgow City,85+ years,All Stays,"Rate per 1,000 People",208.3,184.8
2020/21,Glasgow City,85+ years,All Stays,Number of People,2325,23715
2020/21,Glasgow City,85+ years,Short Stay / Respite,"Rate per 1,000 People",36.3,20.5
2020/21,Glasgow City,85+ years,Short Stay / Respite,Number of People,405,2625
2020/21,Glasgow City,85+ years,Long Stay,"Rate per 1,000 People",190.8,172
2020/21,Glasgow City,85+ years,Long Stay,Number of People,2130,22065
2020/21,Highland,All Ages,All Stays,"Rate per 1,000 People",9.9,8.8
2020/21,Highland,All Ages,All Stays,Number of People,2340,48040
2020/21,Highland,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.6,1.2
2020/21,Highland,All Ages,Short Stay / Respite,Number of People,140,6300
2020/21,Highland,All Ages,Long Stay,"Rate per 1,000 People",9.5,8
2020/21,Highland,All Ages,Long Stay,Number of People,2245,43910
2020/21,Highland,0-17 years,All Stays,"Rate per 1,000 People",0,0.1
2020/21,Highland,0-17 years,All Stays,Number of People,0,70
2020/21,Highland,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0,0
2020/21,Highland,0-17 years,Short Stay / Respite,Number of People,0,5
2020/21,Highland,0-17 years,Long Stay,"Rate per 1,000 People",0,0.1
2020/21,Highland,0-17 years,Long Stay,Number of People,0,65
2020/21,Highland,18-64 years,All Stays,"Rate per 1,000 People",1.4,1.4
2020/21,Highland,18-64 years,All Stays,Number of People,190,4695
2020/21,Highland,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0,0.3
2020/21,Highland,18-64 years,Short Stay / Respite,Number of People,5,960
2020/21,Highland,18-64 years,Long Stay,"Rate per 1,000 People",1.3,1.2
2020/21,Highland,18-64 years,Long Stay,Number of People,185,3965
2020/21,Highland,65-74 years,All Stays,"Rate per 1,000 People",8.1,8.7
2020/21,Highland,65-74 years,All Stays,Number of People,245,5105
2020/21,Highland,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5,1.2
2020/21,Highland,65-74 years,Short Stay / Respite,Number of People,15,695
2020/21,Highland,65-74 years,Long Stay,"Rate per 1,000 People",7.8,7.9
2020/21,Highland,65-74 years,Long Stay,Number of People,235,4650
2020/21,Highland,75-84 years,All Stays,"Rate per 1,000 People",38.5,42.3
2020/21,Highland,75-84 years,All Stays,Number of People,670,14450
2020/21,Highland,75-84 years,Short Stay / Respite,"Rate per 1,000 People",2.3,5.9
2020/21,Highland,75-84 years,Short Stay / Respite,Number of People,40,2015
2020/21,Highland,75-84 years,Long Stay,"Rate per 1,000 People",36.8,38.5
2020/21,Highland,75-84 years,Long Stay,Number of People,640,13165
2020/21,Highland,85+ years,All Stays,"Rate per 1,000 People",190.6,184.8
2020/21,Highland,85+ years,All Stays,Number of People,1235,23715
2020/21,Highland,85+ years,Short Stay / Respite,"Rate per 1,000 People",12.3,20.5
2020/21,Highland,85+ years,Short Stay / Respite,Number of People,80,2625
2020/21,Highland,85+ years,Long Stay,"Rate per 1,000 People",182.9,172
2020/21,Highland,85+ years,Long Stay,Number of People,1185,22065
2020/21,Inverclyde,All Ages,All Stays,"Rate per 1,000 People",11.8,8.8
2020/21,Inverclyde,All Ages,All Stays,Number of People,910,48040
2020/21,Inverclyde,All Ages,Short Stay / Respite,"Rate per 1,000 People",1.6,1.2
2020/21,Inverclyde,All Ages,Short Stay / Respite,Number of People,120,6300
2020/21,Inverclyde,All Ages,Long Stay,"Rate per 1,000 People",10.5,8
2020/21,Inverclyde,All Ages,Long Stay,Number of People,810,43910
2020/21,Inverclyde,0-17 years,All Stays,"Rate per 1,000 People",0,0.1
2020/21,Inverclyde,0-17 years,All Stays,Number of People,0,70
2020/21,Inverclyde,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0,0
2020/21,Inverclyde,0-17 years,Short Stay / Respite,Number of People,0,5
2020/21,Inverclyde,0-17 years,Long Stay,"Rate per 1,000 People",0,0.1
2020/21,Inverclyde,0-17 years,Long Stay,Number of People,0,65
2020/21,Inverclyde,18-64 years,All Stays,"Rate per 1,000 People",1.9,1.4
2020/21,Inverclyde,18-64 years,All Stays,Number of People,90,4695
2020/21,Inverclyde,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.8,0.3
2020/21,Inverclyde,18-64 years,Short Stay / Respite,Number of People,35,960
2020/21,Inverclyde,18-64 years,Long Stay,"Rate per 1,000 People",1.2,1.2
2020/21,Inverclyde,18-64 years,Long Stay,Number of People,55,3965
2020/21,Inverclyde,65-74 years,All Stays,"Rate per 1,000 People",11.6,8.7
2020/21,Inverclyde,65-74 years,All Stays,Number of People,105,5105
2020/21,Inverclyde,65-74 years,Short Stay / Respite,"Rate per 1,000 People",2.2,1.2
2020/21,Inverclyde,65-74 years,Short Stay / Respite,Number of People,20,695
2020/21,Inverclyde,65-74 years,Long Stay,"Rate per 1,000 People",9.4,7.9
2020/21,Inverclyde,65-74 years,Long Stay,Number of People,85,4650
2020/21,Inverclyde,75-84 years,All Stays,"Rate per 1,000 People",54.6,42.3
2020/21,Inverclyde,75-84 years,All Stays,Number of People,295,14450
2020/21,Inverclyde,75-84 years,Short Stay / Respite,"Rate per 1,000 People",5.6,5.9
2020/21,Inverclyde,75-84 years,Short Stay / Respite,Number of People,30,2015
2020/21,Inverclyde,75-84 years,Long Stay,"Rate per 1,000 People",50,38.5
2020/21,Inverclyde,75-84 years,Long Stay,Number of People,270,13165
2020/21,Inverclyde,85+ years,All Stays,"Rate per 1,000 People",209.8,184.8
2020/21,Inverclyde,85+ years,All Stays,Number of People,425,23715
2020/21,Inverclyde,85+ years,Short Stay / Respite,"Rate per 1,000 People",17.3,20.5
2020/21,Inverclyde,85+ years,Short Stay / Respite,Number of People,35,2625
2020/21,Inverclyde,85+ years,Long Stay,"Rate per 1,000 People",195,172
2020/21,Inverclyde,85+ years,Long Stay,Number of People,395,22065
2020/21,Midlothian,All Ages,All Stays,"Rate per 1,000 People",7.1,8.8
2020/21,Midlothian,All Ages,All Stays,Number of People,665,48040
2020/21,Midlothian,All Ages,Short Stay / Respite,"Rate per 1,000 People",1,1.2
2020/21,Midlothian,All Ages,Short Stay / Respite,Number of People,90,6300
2020/21,Midlothian,All Ages,Long Stay,"Rate per 1,000 People",6.5,8
2020/21,Midlothian,All Ages,Long Stay,Number of People,605,43910
2020/21,Midlothian,0-17 years,All Stays,"Rate per 1,000 People",0,0.1
2020/21,Midlothian,0-17 years,All Stays,Number of People,0,70
2020/21,Midlothian,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0,0
2020/21,Midlothian,0-17 years,Short Stay / Respite,Number of People,0,5
2020/21,Midlothian,0-17 years,Long Stay,"Rate per 1,000 People",0,0.1
2020/21,Midlothian,0-17 years,Long Stay,Number of People,0,65
2020/21,Midlothian,18-64 years,All Stays,"Rate per 1,000 People",0.8,1.4
2020/21,Midlothian,18-64 years,All Stays,Number of People,45,4695
2020/21,Midlothian,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0,0.3
2020/21,Midlothian,18-64 years,Short Stay / Respite,Number of People,0,960
