financial_quarter,sending_location,age_group,referral_source,referrals,percentage,scotland_referrals,scotland_percentage
2020/21 Q1,East Lothian,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,East Lothian,Unknown,GP,0,NA,0,NA
2020/21 Q1,East Lothian,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,East Lothian,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,East Lothian,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,East Renfrewshire,All Ages,999 Emergency Services,50,90.9,2520,85
2020/21 Q1,East Renfrewshire,All Ages,GP,0,0,50,2
2020/21 Q1,East Renfrewshire,All Ages,Care Home,0,0,15,1
2020/21 Q1,East Renfrewshire,All Ages,Self Referral,5,9.1,275,9
2020/21 Q1,East Renfrewshire,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,East Renfrewshire,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,East Renfrewshire,0-17 years,GP,0,NA,0,0
2020/21 Q1,East Renfrewshire,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,East Renfrewshire,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,East Renfrewshire,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,East Renfrewshire,18-64 years,999 Emergency Services,0,NA,285,77
2020/21 Q1,East Renfrewshire,18-64 years,GP,0,NA,5,1
2020/21 Q1,East Renfrewshire,18-64 years,Care Home,0,NA,0,0
2020/21 Q1,East Renfrewshire,18-64 years,Self Referral,0,NA,55,15
2020/21 Q1,East Renfrewshire,18-64 years,Other/Unknown,0,NA,25,7
2020/21 Q1,East Renfrewshire,65-74 years,999 Emergency Services,0,NA,245,84
2020/21 Q1,East Renfrewshire,65-74 years,GP,0,NA,10,3
2020/21 Q1,East Renfrewshire,65-74 years,Care Home,0,NA,0,0
2020/21 Q1,East Renfrewshire,65-74 years,Self Referral,0,NA,25,9
2020/21 Q1,East Renfrewshire,65-74 years,Other/Unknown,0,NA,10,3
2020/21 Q1,East Renfrewshire,75-84 years,999 Emergency Services,15,100,800,89
2020/21 Q1,East Renfrewshire,75-84 years,GP,0,0,15,2
2020/21 Q1,East Renfrewshire,75-84 years,Care Home,0,0,5,1
2020/21 Q1,East Renfrewshire,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,East Renfrewshire,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,East Renfrewshire,85+ years,999 Emergency Services,35,87.5,1190,86
2020/21 Q1,East Renfrewshire,85+ years,GP,0,0,20,1
2020/21 Q1,East Renfrewshire,85+ years,Care Home,0,0,10,1
2020/21 Q1,East Renfrewshire,85+ years,Self Referral,5,12.5,125,9
2020/21 Q1,East Renfrewshire,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,East Renfrewshire,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,East Renfrewshire,Unknown,GP,0,NA,0,NA
2020/21 Q1,East Renfrewshire,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,East Renfrewshire,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,East Renfrewshire,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Falkirk,All Ages,999 Emergency Services,65,81.2,2520,85
2020/21 Q1,Falkirk,All Ages,GP,0,0,50,2
2020/21 Q1,Falkirk,All Ages,Care Home,0,0,15,1
2020/21 Q1,Falkirk,All Ages,Self Referral,15,18.8,275,9
2020/21 Q1,Falkirk,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,Falkirk,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Falkirk,0-17 years,GP,0,NA,0,0
2020/21 Q1,Falkirk,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Falkirk,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Falkirk,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Falkirk,18-64 years,999 Emergency Services,5,50,285,77
2020/21 Q1,Falkirk,18-64 years,GP,0,0,5,1
2020/21 Q1,Falkirk,18-64 years,Care Home,0,0,0,0
2020/21 Q1,Falkirk,18-64 years,Self Referral,5,50,55,15
2020/21 Q1,Falkirk,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,Falkirk,65-74 years,999 Emergency Services,10,66.7,245,84
2020/21 Q1,Falkirk,65-74 years,GP,0,0,10,3
2020/21 Q1,Falkirk,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Falkirk,65-74 years,Self Referral,5,33.3,25,9
2020/21 Q1,Falkirk,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Falkirk,75-84 years,999 Emergency Services,25,83.3,800,89
2020/21 Q1,Falkirk,75-84 years,GP,0,0,15,2
2020/21 Q1,Falkirk,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Falkirk,75-84 years,Self Referral,5,16.7,60,7
2020/21 Q1,Falkirk,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Falkirk,85+ years,999 Emergency Services,30,100,1190,86
2020/21 Q1,Falkirk,85+ years,GP,0,0,20,1
2020/21 Q1,Falkirk,85+ years,Care Home,0,0,10,1
2020/21 Q1,Falkirk,85+ years,Self Referral,0,0,125,9
2020/21 Q1,Falkirk,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,Falkirk,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Falkirk,Unknown,GP,0,NA,0,NA
2020/21 Q1,Falkirk,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Falkirk,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Falkirk,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Fife,All Ages,999 Emergency Services,145,90.6,2520,85
2020/21 Q1,Fife,All Ages,GP,0,0,50,2
2020/21 Q1,Fife,All Ages,Care Home,0,0,15,1
2020/21 Q1,Fife,All Ages,Self Referral,10,6.2,275,9
2020/21 Q1,Fife,All Ages,Other/Unknown,5,3.1,90,3
2020/21 Q1,Fife,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Fife,0-17 years,GP,0,NA,0,0
2020/21 Q1,Fife,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Fife,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Fife,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Fife,18-64 years,999 Emergency Services,10,100,285,77
2020/21 Q1,Fife,18-64 years,GP,0,0,5,1
2020/21 Q1,Fife,18-64 years,Care Home,0,0,0,0
2020/21 Q1,Fife,18-64 years,Self Referral,0,0,55,15
2020/21 Q1,Fife,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,Fife,65-74 years,999 Emergency Services,5,100,245,84
2020/21 Q1,Fife,65-74 years,GP,0,0,10,3
2020/21 Q1,Fife,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Fife,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Fife,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Fife,75-84 years,999 Emergency Services,50,90.9,800,89
2020/21 Q1,Fife,75-84 years,GP,0,0,15,2
2020/21 Q1,Fife,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Fife,75-84 years,Self Referral,5,9.1,60,7
2020/21 Q1,Fife,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Fife,85+ years,999 Emergency Services,80,88.9,1190,86
2020/21 Q1,Fife,85+ years,GP,0,0,20,1
2020/21 Q1,Fife,85+ years,Care Home,0,0,10,1
2020/21 Q1,Fife,85+ years,Self Referral,5,5.6,125,9
2020/21 Q1,Fife,85+ years,Other/Unknown,5,5.6,40,3
2020/21 Q1,Fife,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Fife,Unknown,GP,0,NA,0,NA
2020/21 Q1,Fife,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Fife,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Fife,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Glasgow City,All Ages,999 Emergency Services,330,81.5,2520,85
2020/21 Q1,Glasgow City,All Ages,GP,5,1.2,50,2
2020/21 Q1,Glasgow City,All Ages,Care Home,0,0,15,1
2020/21 Q1,Glasgow City,All Ages,Self Referral,55,13.6,275,9
2020/21 Q1,Glasgow City,All Ages,Other/Unknown,15,3.7,90,3
2020/21 Q1,Glasgow City,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Glasgow City,0-17 years,GP,0,NA,0,0
2020/21 Q1,Glasgow City,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Glasgow City,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Glasgow City,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Glasgow City,18-64 years,999 Emergency Services,60,75,285,77
2020/21 Q1,Glasgow City,18-64 years,GP,0,0,5,1
2020/21 Q1,Glasgow City,18-64 years,Care Home,0,0,0,0
2020/21 Q1,Glasgow City,18-64 years,Self Referral,15,18.8,55,15
2020/21 Q1,Glasgow City,18-64 years,Other/Unknown,5,6.2,25,7
2020/21 Q1,Glasgow City,65-74 years,999 Emergency Services,35,87.5,245,84
2020/21 Q1,Glasgow City,65-74 years,GP,0,0,10,3
2020/21 Q1,Glasgow City,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Glasgow City,65-74 years,Self Referral,5,12.5,25,9
2020/21 Q1,Glasgow City,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Glasgow City,75-84 years,999 Emergency Services,100,87,800,89
2020/21 Q1,Glasgow City,75-84 years,GP,0,0,15,2
2020/21 Q1,Glasgow City,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Glasgow City,75-84 years,Self Referral,15,13,60,7
2020/21 Q1,Glasgow City,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Glasgow City,85+ years,999 Emergency Services,140,84.8,1190,86
2020/21 Q1,Glasgow City,85+ years,GP,0,0,20,1
2020/21 Q1,Glasgow City,85+ years,Care Home,0,0,10,1
2020/21 Q1,Glasgow City,85+ years,Self Referral,20,12.1,125,9
2020/21 Q1,Glasgow City,85+ years,Other/Unknown,5,3,40,3
2020/21 Q1,Glasgow City,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Glasgow City,Unknown,GP,0,NA,0,NA
2020/21 Q1,Glasgow City,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Glasgow City,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Glasgow City,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Highland,All Ages,999 Emergency Services,95,95,2520,85
2020/21 Q1,Highland,All Ages,GP,0,0,50,2
2020/21 Q1,Highland,All Ages,Care Home,0,0,15,1
2020/21 Q1,Highland,All Ages,Self Referral,0,0,275,9
2020/21 Q1,Highland,All Ages,Other/Unknown,5,5,90,3
2020/21 Q1,Highland,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Highland,0-17 years,GP,0,NA,0,0
2020/21 Q1,Highland,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Highland,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Highland,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Highland,18-64 years,999 Emergency Services,10,100,285,77
2020/21 Q1,Highland,18-64 years,GP,0,0,5,1
2020/21 Q1,Highland,18-64 years,Care Home,0,0,0,0
2020/21 Q1,Highland,18-64 years,Self Referral,0,0,55,15
2020/21 Q1,Highland,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,Highland,65-74 years,999 Emergency Services,10,100,245,84
2020/21 Q1,Highland,65-74 years,GP,0,0,10,3
2020/21 Q1,Highland,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Highland,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Highland,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Highland,75-84 years,999 Emergency Services,25,100,800,89
2020/21 Q1,Highland,75-84 years,GP,0,0,15,2
2020/21 Q1,Highland,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Highland,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,Highland,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Highland,85+ years,999 Emergency Services,50,90.9,1190,86
2020/21 Q1,Highland,85+ years,GP,0,0,20,1
2020/21 Q1,Highland,85+ years,Care Home,0,0,10,1
2020/21 Q1,Highland,85+ years,Self Referral,0,0,125,9
2020/21 Q1,Highland,85+ years,Other/Unknown,5,9.1,40,3
2020/21 Q1,Highland,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Highland,Unknown,GP,0,NA,0,NA
2020/21 Q1,Highland,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Highland,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Highland,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Inverclyde,All Ages,999 Emergency Services,50,83.3,2520,85
2020/21 Q1,Inverclyde,All Ages,GP,0,0,50,2
2020/21 Q1,Inverclyde,All Ages,Care Home,0,0,15,1
2020/21 Q1,Inverclyde,All Ages,Self Referral,10,16.7,275,9
2020/21 Q1,Inverclyde,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,Inverclyde,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Inverclyde,0-17 years,GP,0,NA,0,0
2020/21 Q1,Inverclyde,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Inverclyde,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Inverclyde,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Inverclyde,18-64 years,999 Emergency Services,5,100,285,77
2020/21 Q1,Inverclyde,18-64 years,GP,0,0,5,1
2020/21 Q1,Inverclyde,18-64 years,Care Home,0,0,0,0
2020/21 Q1,Inverclyde,18-64 years,Self Referral,0,0,55,15
2020/21 Q1,Inverclyde,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,Inverclyde,65-74 years,999 Emergency Services,5,100,245,84
2020/21 Q1,Inverclyde,65-74 years,GP,0,0,10,3
2020/21 Q1,Inverclyde,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Inverclyde,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Inverclyde,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Inverclyde,75-84 years,999 Emergency Services,20,80,800,89
2020/21 Q1,Inverclyde,75-84 years,GP,0,0,15,2
2020/21 Q1,Inverclyde,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Inverclyde,75-84 years,Self Referral,5,20,60,7
2020/21 Q1,Inverclyde,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Inverclyde,85+ years,999 Emergency Services,20,80,1190,86
2020/21 Q1,Inverclyde,85+ years,GP,0,0,20,1
2020/21 Q1,Inverclyde,85+ years,Care Home,0,0,10,1
2020/21 Q1,Inverclyde,85+ years,Self Referral,5,20,125,9
2020/21 Q1,Inverclyde,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,Inverclyde,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Inverclyde,Unknown,GP,0,NA,0,NA
2020/21 Q1,Inverclyde,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Inverclyde,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Inverclyde,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Midlothian,All Ages,999 Emergency Services,50,90.9,2520,85
2020/21 Q1,Midlothian,All Ages,GP,0,0,50,2
2020/21 Q1,Midlothian,All Ages,Care Home,0,0,15,1
2020/21 Q1,Midlothian,All Ages,Self Referral,5,9.1,275,9
2020/21 Q1,Midlothian,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,Midlothian,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Midlothian,0-17 years,GP,0,NA,0,0
2020/21 Q1,Midlothian,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Midlothian,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Midlothian,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Midlothian,18-64 years,999 Emergency Services,5,100,285,77
2020/21 Q1,Midlothian,18-64 years,GP,0,0,5,1
2020/21 Q1,Midlothian,18-64 years,Care Home,0,0,0,0
2020/21 Q1,Midlothian,18-64 years,Self Referral,0,0,55,15
2020/21 Q1,Midlothian,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,Midlothian,65-74 years,999 Emergency Services,5,100,245,84
2020/21 Q1,Midlothian,65-74 years,GP,0,0,10,3
2020/21 Q1,Midlothian,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Midlothian,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Midlothian,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Midlothian,75-84 years,999 Emergency Services,20,100,800,89
2020/21 Q1,Midlothian,75-84 years,GP,0,0,15,2
2020/21 Q1,Midlothian,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Midlothian,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,Midlothian,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Midlothian,85+ years,999 Emergency Services,20,80,1190,86
2020/21 Q1,Midlothian,85+ years,GP,0,0,20,1
2020/21 Q1,Midlothian,85+ years,Care Home,0,0,10,1
2020/21 Q1,Midlothian,85+ years,Self Referral,5,20,125,9
2020/21 Q1,Midlothian,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,Midlothian,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Midlothian,Unknown,GP,0,NA,0,NA
2020/21 Q1,Midlothian,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Midlothian,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Midlothian,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Moray,All Ages,999 Emergency Services,35,87.5,2520,85
2020/21 Q1,Moray,All Ages,GP,0,0,50,2
2020/21 Q1,Moray,All Ages,Care Home,0,0,15,1
2020/21 Q1,Moray,All Ages,Self Referral,5,12.5,275,9
2020/21 Q1,Moray,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,Moray,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Moray,0-17 years,GP,0,NA,0,0
2020/21 Q1,Moray,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Moray,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Moray,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Moray,18-64 years,999 Emergency Services,0,NA,285,77
2020/21 Q1,Moray,18-64 years,GP,0,NA,5,1
2020/21 Q1,Moray,18-64 years,Care Home,0,NA,0,0
2020/21 Q1,Moray,18-64 years,Self Referral,0,NA,55,15
2020/21 Q1,Moray,18-64 years,Other/Unknown,0,NA,25,7
2020/21 Q1,Moray,65-74 years,999 Emergency Services,5,100,245,84
2020/21 Q1,Moray,65-74 years,GP,0,0,10,3
2020/21 Q1,Moray,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Moray,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Moray,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Moray,75-84 years,999 Emergency Services,10,100,800,89
2020/21 Q1,Moray,75-84 years,GP,0,0,15,2
2020/21 Q1,Moray,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Moray,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,Moray,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Moray,85+ years,999 Emergency Services,15,75,1190,86
2020/21 Q1,Moray,85+ years,GP,0,0,20,1
2020/21 Q1,Moray,85+ years,Care Home,0,0,10,1
2020/21 Q1,Moray,85+ years,Self Referral,5,25,125,9
2020/21 Q1,Moray,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,Moray,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Moray,Unknown,GP,0,NA,0,NA
2020/21 Q1,Moray,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Moray,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Moray,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,North Ayrshire,All Ages,999 Emergency Services,75,88.2,2520,85
2020/21 Q1,North Ayrshire,All Ages,GP,0,0,50,2
2020/21 Q1,North Ayrshire,All Ages,Care Home,0,0,15,1
2020/21 Q1,North Ayrshire,All Ages,Self Referral,5,5.9,275,9
2020/21 Q1,North Ayrshire,All Ages,Other/Unknown,5,5.9,90,3
2020/21 Q1,North Ayrshire,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,North Ayrshire,0-17 years,GP,0,NA,0,0
2020/21 Q1,North Ayrshire,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,North Ayrshire,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,North Ayrshire,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,North Ayrshire,18-64 years,999 Emergency Services,0,NA,285,77
2020/21 Q1,North Ayrshire,18-64 years,GP,0,NA,5,1
2020/21 Q1,North Ayrshire,18-64 years,Care Home,0,NA,0,0
2020/21 Q1,North Ayrshire,18-64 years,Self Referral,0,NA,55,15
2020/21 Q1,North Ayrshire,18-64 years,Other/Unknown,0,NA,25,7
2020/21 Q1,North Ayrshire,65-74 years,999 Emergency Services,5,100,245,84
2020/21 Q1,North Ayrshire,65-74 years,GP,0,0,10,3
2020/21 Q1,North Ayrshire,65-74 years,Care Home,0,0,0,0
2020/21 Q1,North Ayrshire,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,North Ayrshire,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,North Ayrshire,75-84 years,999 Emergency Services,25,100,800,89
2020/21 Q1,North Ayrshire,75-84 years,GP,0,0,15,2
2020/21 Q1,North Ayrshire,75-84 years,Care Home,0,0,5,1
2020/21 Q1,North Ayrshire,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,North Ayrshire,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,North Ayrshire,85+ years,999 Emergency Services,40,88.9,1190,86
2020/21 Q1,North Ayrshire,85+ years,GP,0,0,20,1
2020/21 Q1,North Ayrshire,85+ years,Care Home,0,0,10,1
2020/21 Q1,North Ayrshire,85+ years,Self Referral,5,11.1,125,9
2020/21 Q1,North Ayrshire,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,North Ayrshire,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,North Ayrshire,Unknown,GP,0,NA,0,NA
2020/21 Q1,North Ayrshire,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,North Ayrshire,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,North Ayrshire,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,North Lanarkshire,All Ages,999 Emergency Services,110,78.6,2520,85
2020/21 Q1,North Lanarkshire,All Ages,GP,5,3.6,50,2
2020/21 Q1,North Lanarkshire,All Ages,Care Home,5,3.6,15,1
2020/21 Q1,North Lanarkshire,All Ages,Self Referral,20,14.3,275,9
2020/21 Q1,North Lanarkshire,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,North Lanarkshire,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,North Lanarkshire,0-17 years,GP,0,NA,0,0
2020/21 Q1,North Lanarkshire,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,North Lanarkshire,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,North Lanarkshire,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,North Lanarkshire,18-64 years,999 Emergency Services,5,100,285,77
2020/21 Q1,North Lanarkshire,18-64 years,GP,0,0,5,1
2020/21 Q1,North Lanarkshire,18-64 years,Care Home,0,0,0,0
2020/21 Q1,North Lanarkshire,18-64 years,Self Referral,0,0,55,15
2020/21 Q1,North Lanarkshire,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,North Lanarkshire,65-74 years,999 Emergency Services,15,75,245,84
2020/21 Q1,North Lanarkshire,65-74 years,GP,0,0,10,3
2020/21 Q1,North Lanarkshire,65-74 years,Care Home,0,0,0,0
2020/21 Q1,North Lanarkshire,65-74 years,Self Referral,5,25,25,9
2020/21 Q1,North Lanarkshire,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,North Lanarkshire,75-84 years,999 Emergency Services,45,90,800,89
2020/21 Q1,North Lanarkshire,75-84 years,GP,0,0,15,2
2020/21 Q1,North Lanarkshire,75-84 years,Care Home,0,0,5,1
2020/21 Q1,North Lanarkshire,75-84 years,Self Referral,5,10,60,7
2020/21 Q1,North Lanarkshire,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,North Lanarkshire,85+ years,999 Emergency Services,40,80,1190,86
2020/21 Q1,North Lanarkshire,85+ years,GP,0,0,20,1
2020/21 Q1,North Lanarkshire,85+ years,Care Home,0,0,10,1
2020/21 Q1,North Lanarkshire,85+ years,Self Referral,10,20,125,9
2020/21 Q1,North Lanarkshire,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,North Lanarkshire,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,North Lanarkshire,Unknown,GP,0,NA,0,NA
2020/21 Q1,North Lanarkshire,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,North Lanarkshire,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,North Lanarkshire,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Orkney Islands,All Ages,999 Emergency Services,5,100,2520,85
2020/21 Q1,Orkney Islands,All Ages,GP,0,0,50,2
2020/21 Q1,Orkney Islands,All Ages,Care Home,0,0,15,1
2020/21 Q1,Orkney Islands,All Ages,Self Referral,0,0,275,9
2020/21 Q1,Orkney Islands,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,Orkney Islands,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Orkney Islands,0-17 years,GP,0,NA,0,0
2020/21 Q1,Orkney Islands,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Orkney Islands,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Orkney Islands,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Orkney Islands,18-64 years,999 Emergency Services,0,NA,285,77
2020/21 Q1,Orkney Islands,18-64 years,GP,0,NA,5,1
2020/21 Q1,Orkney Islands,18-64 years,Care Home,0,NA,0,0
2020/21 Q1,Orkney Islands,18-64 years,Self Referral,0,NA,55,15
2020/21 Q1,Orkney Islands,18-64 years,Other/Unknown,0,NA,25,7
2020/21 Q1,Orkney Islands,65-74 years,999 Emergency Services,0,NA,245,84
2020/21 Q1,Orkney Islands,65-74 years,GP,0,NA,10,3
2020/21 Q1,Orkney Islands,65-74 years,Care Home,0,NA,0,0
2020/21 Q1,Orkney Islands,65-74 years,Self Referral,0,NA,25,9
2020/21 Q1,Orkney Islands,65-74 years,Other/Unknown,0,NA,10,3
2020/21 Q1,Orkney Islands,75-84 years,999 Emergency Services,0,NA,800,89
2020/21 Q1,Orkney Islands,75-84 years,GP,0,NA,15,2
2020/21 Q1,Orkney Islands,75-84 years,Care Home,0,NA,5,1
2020/21 Q1,Orkney Islands,75-84 years,Self Referral,0,NA,60,7
2020/21 Q1,Orkney Islands,75-84 years,Other/Unknown,0,NA,20,2
2020/21 Q1,Orkney Islands,85+ years,999 Emergency Services,0,NA,1190,86
2020/21 Q1,Orkney Islands,85+ years,GP,0,NA,20,1
2020/21 Q1,Orkney Islands,85+ years,Care Home,0,NA,10,1
2020/21 Q1,Orkney Islands,85+ years,Self Referral,0,NA,125,9
2020/21 Q1,Orkney Islands,85+ years,Other/Unknown,0,NA,40,3
2020/21 Q1,Orkney Islands,Unknown,999 Emergency Services,0,NA,0,NA
