financial_year,sending_location,service,age_group,measure,value,scotland_value
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,460,17740
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",47.2,30.3
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,900,38590
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",171.2,113
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,855,40930
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",459.9,319
2020/21,West Lothian,Community Alarm Only,All Ages,Number of People,0,70880
2020/21,West Lothian,Community Alarm Only,All Ages,"Rate per 1,000 Population",0,13
2020/21,West Lothian,Community Alarm Only,0-17 years,Number of People,0,125
2020/21,West Lothian,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.1
2020/21,West Lothian,Community Alarm Only,18-64 years,Number of People,0,8255
2020/21,West Lothian,Community Alarm Only,18-64 years,"Rate per 1,000 Population",0,2.4
2020/21,West Lothian,Community Alarm Only,65-74 years,Number of People,0,11415
2020/21,West Lothian,Community Alarm Only,65-74 years,"Rate per 1,000 Population",0,19.5
2020/21,West Lothian,Community Alarm Only,75-84 years,Number of People,0,24900
2020/21,West Lothian,Community Alarm Only,75-84 years,"Rate per 1,000 Population",0,72.9
2020/21,West Lothian,Community Alarm Only,85+ years,Number of People,0,26190
2020/21,West Lothian,Community Alarm Only,85+ years,"Rate per 1,000 Population",0,204.1
2020/21,West Lothian,Telecare Only,All Ages,Number of People,4310,14190
2020/21,West Lothian,Telecare Only,All Ages,"Rate per 1,000 Population",23.4,2.6
2020/21,West Lothian,Telecare Only,0-17 years,Number of People,15,310
2020/21,West Lothian,Telecare Only,0-17 years,"Rate per 1,000 Population",0.4,0.3
2020/21,West Lothian,Telecare Only,18-64 years,Number of People,835,2795
2020/21,West Lothian,Telecare Only,18-64 years,"Rate per 1,000 Population",7.4,0.8
2020/21,West Lothian,Telecare Only,65-74 years,Number of People,765,2055
2020/21,West Lothian,Telecare Only,65-74 years,"Rate per 1,000 Population",42.8,3.5
2020/21,West Lothian,Telecare Only,75-84 years,Number of People,1550,4500
2020/21,West Lothian,Telecare Only,75-84 years,"Rate per 1,000 Population",156.7,13.2
2020/21,West Lothian,Telecare Only,85+ years,Number of People,1145,4530
2020/21,West Lothian,Telecare Only,85+ years,"Rate per 1,000 Population",362.8,35.3
2020/21,West Lothian,Receiving both Community Alarm and Telecare,All Ages,Number of People,0,28035
2020/21,West Lothian,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0,5.1
2020/21,West Lothian,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,235
2020/21,West Lothian,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.2
2020/21,West Lothian,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0,4135
2020/21,West Lothian,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0,1.2
2020/21,West Lothian,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0,4275
2020/21,West Lothian,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0,7.3
2020/21,West Lothian,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0,9185
2020/21,West Lothian,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0,26.9
2020/21,West Lothian,Receiving both Community Alarm and Telecare,85+ years,Number of People,0,10210
2020/21,West Lothian,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0,79.6
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,4310,113110
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",23.4,20.7
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,15,670
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.4,0.7
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,835,15185
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",7.4,4.5
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,765,17740
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",42.8,30.3
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1550,38590
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",156.7,113
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1145,40930
2020/21,West Lothian,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",362.8,319
2021/22,Scotland (All Areas Submitted),Community Alarm Only,All Ages,Number of People,66795,66795
2021/22,Scotland (All Areas Submitted),Community Alarm Only,All Ages,"Rate per 1,000 Population",12.2,12.2
2021/22,Scotland (All Areas Submitted),Community Alarm Only,0-17 years,Number of People,130,130
2021/22,Scotland (All Areas Submitted),Community Alarm Only,0-17 years,"Rate per 1,000 Population",0.1,0.1
2021/22,Scotland (All Areas Submitted),Community Alarm Only,18-64 years,Number of People,7570,7570
2021/22,Scotland (All Areas Submitted),Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.2,2.2
2021/22,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,Number of People,10110,10110
2021/22,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,"Rate per 1,000 Population",17,17
2021/22,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,Number of People,23235,23235
2021/22,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,"Rate per 1,000 Population",67,67
2021/22,Scotland (All Areas Submitted),Community Alarm Only,85+ years,Number of People,25745,25745
2021/22,Scotland (All Areas Submitted),Community Alarm Only,85+ years,"Rate per 1,000 Population",196.1,196.1
2021/22,Scotland (All Areas Submitted),Telecare Only,All Ages,Number of People,15280,15280
2021/22,Scotland (All Areas Submitted),Telecare Only,All Ages,"Rate per 1,000 Population",2.8,2.8
2021/22,Scotland (All Areas Submitted),Telecare Only,0-17 years,Number of People,395,395
2021/22,Scotland (All Areas Submitted),Telecare Only,0-17 years,"Rate per 1,000 Population",0.4,0.4
2021/22,Scotland (All Areas Submitted),Telecare Only,18-64 years,Number of People,3295,3295
2021/22,Scotland (All Areas Submitted),Telecare Only,18-64 years,"Rate per 1,000 Population",1,1
2021/22,Scotland (All Areas Submitted),Telecare Only,65-74 years,Number of People,2490,2490
2021/22,Scotland (All Areas Submitted),Telecare Only,65-74 years,"Rate per 1,000 Population",4.2,4.2
2021/22,Scotland (All Areas Submitted),Telecare Only,75-84 years,Number of People,4545,4545
2021/22,Scotland (All Areas Submitted),Telecare Only,75-84 years,"Rate per 1,000 Population",13.1,13.1
2021/22,Scotland (All Areas Submitted),Telecare Only,85+ years,Number of People,4555,4555
2021/22,Scotland (All Areas Submitted),Telecare Only,85+ years,"Rate per 1,000 Population",34.7,34.7
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,Number of People,26340,26340
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",4.8,4.8
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,Number of People,185,185
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.2,0.2
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,Number of People,3830,3830
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",1.1,1.1
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,Number of People,4185,4185
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",7,7
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,Number of People,8500,8500
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",24.5,24.5
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,Number of People,9640,9640
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",73.4,73.4
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,108415,108415
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",19.8,19.8
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,710,710
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.7,0.7
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,14695,14695
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",4.3,4.3
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,16785,16785
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",28.2,28.2
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,36280,36280
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",104.6,104.6
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,39940,39940
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",304.2,304.2
2021/22,Aberdeenshire,Community Alarm Only,All Ages,Number of People,4460,66795
2021/22,Aberdeenshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",17,12.2
2021/22,Aberdeenshire,Community Alarm Only,0-17 years,Number of People,0,130
2021/22,Aberdeenshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.1
2021/22,Aberdeenshire,Community Alarm Only,18-64 years,Number of People,385,7570
2021/22,Aberdeenshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.5,2.2
2021/22,Aberdeenshire,Community Alarm Only,65-74 years,Number of People,730,10110
2021/22,Aberdeenshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",23.8,17
2021/22,Aberdeenshire,Community Alarm Only,75-84 years,Number of People,1520,23235
2021/22,Aberdeenshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",90,67
2021/22,Aberdeenshire,Community Alarm Only,85+ years,Number of People,1820,25745
2021/22,Aberdeenshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",302.1,196.1
2021/22,Aberdeenshire,Telecare Only,All Ages,Number of People,140,15280
2021/22,Aberdeenshire,Telecare Only,All Ages,"Rate per 1,000 Population",0.5,2.8
2021/22,Aberdeenshire,Telecare Only,0-17 years,Number of People,0,395
2021/22,Aberdeenshire,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.4
2021/22,Aberdeenshire,Telecare Only,18-64 years,Number of People,65,3295
2021/22,Aberdeenshire,Telecare Only,18-64 years,"Rate per 1,000 Population",0.4,1
2021/22,Aberdeenshire,Telecare Only,65-74 years,Number of People,10,2490
2021/22,Aberdeenshire,Telecare Only,65-74 years,"Rate per 1,000 Population",0.3,4.2
2021/22,Aberdeenshire,Telecare Only,75-84 years,Number of People,30,4545
2021/22,Aberdeenshire,Telecare Only,75-84 years,"Rate per 1,000 Population",1.8,13.1
2021/22,Aberdeenshire,Telecare Only,85+ years,Number of People,30,4555
2021/22,Aberdeenshire,Telecare Only,85+ years,"Rate per 1,000 Population",5,34.7
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,580,26340
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",2.2,4.8
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,185
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.2
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,70,3830
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.5,1.1
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,60,4185
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",2,7
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,170,8500
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",10.1,24.5
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,280,9640
2021/22,Aberdeenshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",46.5,73.4
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,5175,108415
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",19.7,19.8
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,0,710
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.7
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,520,14695
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",3.4,4.3
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,805,16785
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",26.2,28.2
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1720,36280
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",101.9,104.6
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,2135,39940
2021/22,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",354.4,304.2
2021/22,Angus,Community Alarm Only,All Ages,Number of People,3360,66795
2021/22,Angus,Community Alarm Only,All Ages,"Rate per 1,000 Population",28.9,12.2
2021/22,Angus,Community Alarm Only,0-17 years,Number of People,0,130
2021/22,Angus,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.1
2021/22,Angus,Community Alarm Only,18-64 years,Number of People,290,7570
2021/22,Angus,Community Alarm Only,18-64 years,"Rate per 1,000 Population",4.4,2.2
2021/22,Angus,Community Alarm Only,65-74 years,Number of People,470,10110
2021/22,Angus,Community Alarm Only,65-74 years,"Rate per 1,000 Population",30.5,17
