financial_year,sending_location,service,age_group,measure,value
2021/22,Dundee City,Receiving both Community Alarm and Telecare,85+ years,Number of People,60
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",35.2
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,5205
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.2
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,5
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",7.5
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,715
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",82
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,1150
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",197.3
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1675
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",446
2021/22,Dundee City,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1660
2021/22,East Ayrshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",15.4
2021/22,East Ayrshire,Community Alarm Only,All Ages,Number of People,1880
2021/22,East Ayrshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",3.8
2021/22,East Ayrshire,Community Alarm Only,0-17 years,Number of People,90
2021/22,East Ayrshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",4.9
2021/22,East Ayrshire,Community Alarm Only,18-64 years,Number of People,360
2021/22,East Ayrshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",20
2021/22,East Ayrshire,Community Alarm Only,65-74 years,Number of People,290
2021/22,East Ayrshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",75.5
2021/22,East Ayrshire,Community Alarm Only,75-84 years,Number of People,625
2021/22,East Ayrshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",184
2021/22,East Ayrshire,Community Alarm Only,85+ years,Number of People,510
2021/22,East Ayrshire,Telecare Only,All Ages,"Rate per 1,000 Population",4.2
2021/22,East Ayrshire,Telecare Only,All Ages,Number of People,515
2021/22,East Ayrshire,Telecare Only,0-17 years,"Rate per 1,000 Population",2.1
2021/22,East Ayrshire,Telecare Only,0-17 years,Number of People,50
2021/22,East Ayrshire,Telecare Only,18-64 years,"Rate per 1,000 Population",2.1
2021/22,East Ayrshire,Telecare Only,18-64 years,Number of People,155
2021/22,East Ayrshire,Telecare Only,65-74 years,"Rate per 1,000 Population",4.1
2021/22,East Ayrshire,Telecare Only,65-74 years,Number of People,60
2021/22,East Ayrshire,Telecare Only,75-84 years,"Rate per 1,000 Population",14.5
2021/22,East Ayrshire,Telecare Only,75-84 years,Number of People,120
2021/22,East Ayrshire,Telecare Only,85+ years,"Rate per 1,000 Population",46.9
2021/22,East Ayrshire,Telecare Only,85+ years,Number of People,130
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",11
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,1345
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",3.4
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,80
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",4.5
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,330
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",11
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,160
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",44.7
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,370
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",146.1
2021/22,East Ayrshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,405
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",30.7
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3740
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",9.6
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,225
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",11.6
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,845
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",35.5
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,515
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",134.1
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1110
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",377
2021/22,East Ayrshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1045
2021/22,East Dunbartonshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",17.5
2021/22,East Dunbartonshire,Community Alarm Only,All Ages,Number of People,1910
2021/22,East Dunbartonshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0
2021/22,East Dunbartonshire,Community Alarm Only,0-17 years,Number of People,0
2021/22,East Dunbartonshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.9
2021/22,East Dunbartonshire,Community Alarm Only,18-64 years,Number of People,180
2021/22,East Dunbartonshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",16.8
2021/22,East Dunbartonshire,Community Alarm Only,65-74 years,Number of People,220
2021/22,East Dunbartonshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",78.9
2021/22,East Dunbartonshire,Community Alarm Only,75-84 years,Number of People,670
2021/22,East Dunbartonshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",244.3
2021/22,East Dunbartonshire,Community Alarm Only,85+ years,Number of People,840
2021/22,East Dunbartonshire,Telecare Only,All Ages,"Rate per 1,000 Population",0.8
2021/22,East Dunbartonshire,Telecare Only,All Ages,Number of People,90
2021/22,East Dunbartonshire,Telecare Only,0-17 years,"Rate per 1,000 Population",0.2
2021/22,East Dunbartonshire,Telecare Only,0-17 years,Number of People,5
2021/22,East Dunbartonshire,Telecare Only,18-64 years,"Rate per 1,000 Population",0.2
2021/22,East Dunbartonshire,Telecare Only,18-64 years,Number of People,10
2021/22,East Dunbartonshire,Telecare Only,65-74 years,"Rate per 1,000 Population",0.8
2021/22,East Dunbartonshire,Telecare Only,65-74 years,Number of People,10
2021/22,East Dunbartonshire,Telecare Only,75-84 years,"Rate per 1,000 Population",3.5
2021/22,East Dunbartonshire,Telecare Only,75-84 years,Number of People,30
2021/22,East Dunbartonshire,Telecare Only,85+ years,"Rate per 1,000 Population",10.2
2021/22,East Dunbartonshire,Telecare Only,85+ years,Number of People,35
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0
2021/22,East Dunbartonshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,0
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",18.4
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2005
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.2
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,5
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",3.1
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,190
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",17.5
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,230
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",82.4
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,700
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",255.9
2021/22,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,880
2021/22,East Lothian,Community Alarm Only,All Ages,"Rate per 1,000 Population",9.1
2021/22,East Lothian,Community Alarm Only,All Ages,Number of People,1000
2021/22,East Lothian,Community Alarm Only,0-17 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Community Alarm Only,0-17 years,Number of People,0
2021/22,East Lothian,Community Alarm Only,18-64 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Community Alarm Only,18-64 years,Number of People,100
2021/22,East Lothian,Community Alarm Only,65-74 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Community Alarm Only,65-74 years,Number of People,145
2021/22,East Lothian,Community Alarm Only,75-84 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Community Alarm Only,75-84 years,Number of People,360
2021/22,East Lothian,Community Alarm Only,85+ years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Community Alarm Only,85+ years,Number of People,400
2021/22,East Lothian,Telecare Only,All Ages,"Rate per 1,000 Population",0
2021/22,East Lothian,Telecare Only,All Ages,Number of People,0
2021/22,East Lothian,Telecare Only,0-17 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Telecare Only,0-17 years,Number of People,0
2021/22,East Lothian,Telecare Only,18-64 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Telecare Only,18-64 years,Number of People,0
2021/22,East Lothian,Telecare Only,65-74 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Telecare Only,65-74 years,Number of People,0
2021/22,East Lothian,Telecare Only,75-84 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Telecare Only,75-84 years,Number of People,0
2021/22,East Lothian,Telecare Only,85+ years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Telecare Only,85+ years,Number of People,0
2021/22,East Lothian,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0
2021/22,East Lothian,Receiving both Community Alarm and Telecare,All Ages,Number of People,0
2021/22,East Lothian,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0
2021/22,East Lothian,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0
2021/22,East Lothian,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0
2021/22,East Lothian,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0
2021/22,East Lothian,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Receiving both Community Alarm and Telecare,85+ years,Number of People,0
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",9.1
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,1000
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,0
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,100
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,145
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,360
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",NA
2021/22,East Lothian,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,400
2021/22,East Renfrewshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",0
2021/22,East Renfrewshire,Community Alarm Only,All Ages,Number of People,0
2021/22,East Renfrewshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0
2021/22,East Renfrewshire,Community Alarm Only,0-17 years,Number of People,0
2021/22,East Renfrewshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",0
2021/22,East Renfrewshire,Community Alarm Only,18-64 years,Number of People,0
2021/22,East Renfrewshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",0
2021/22,East Renfrewshire,Community Alarm Only,65-74 years,Number of People,0
2021/22,East Renfrewshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",0
2021/22,East Renfrewshire,Community Alarm Only,75-84 years,Number of People,0
2021/22,East Renfrewshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",0
2021/22,East Renfrewshire,Community Alarm Only,85+ years,Number of People,0
2021/22,East Renfrewshire,Telecare Only,All Ages,"Rate per 1,000 Population",35.2
