financial_quarter,sending_location,age_group,deprivation,simd_percentage,nclient
2020/21 Q3,Comhairle nan Eilean Siar,75-84 years,1 (Most Deprived),23.8,25
2020/21 Q3,Comhairle nan Eilean Siar,75-84 years,2,28.6,30
2020/21 Q3,Comhairle nan Eilean Siar,75-84 years,3,19,20
2020/21 Q3,Comhairle nan Eilean Siar,75-84 years,4,14.3,15
2020/21 Q3,Comhairle nan Eilean Siar,75-84 years,5 (Least Deprived),14.3,15
2020/21 Q3,Comhairle nan Eilean Siar,75-84 years,Unknown,0,0
2020/21 Q3,Comhairle nan Eilean Siar,85+ years,1 (Most Deprived),20,30
2020/21 Q3,Comhairle nan Eilean Siar,85+ years,2,20,30
2020/21 Q3,Comhairle nan Eilean Siar,85+ years,3,16.7,25
2020/21 Q3,Comhairle nan Eilean Siar,85+ years,4,20,30
2020/21 Q3,Comhairle nan Eilean Siar,85+ years,5 (Least Deprived),20,30
2020/21 Q3,Comhairle nan Eilean Siar,85+ years,Unknown,3.3,5
2020/21 Q3,Comhairle nan Eilean Siar,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Comhairle nan Eilean Siar,Unknown,2,NA,0
2020/21 Q3,Comhairle nan Eilean Siar,Unknown,3,NA,0
2020/21 Q3,Comhairle nan Eilean Siar,Unknown,4,NA,0
2020/21 Q3,Comhairle nan Eilean Siar,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Comhairle nan Eilean Siar,Unknown,Unknown,NA,0
2020/21 Q3,Dumfries and Galloway,All Ages,1 (Most Deprived),28.2,735
2020/21 Q3,Dumfries and Galloway,All Ages,2,21.1,550
2020/21 Q3,Dumfries and Galloway,All Ages,3,19.6,510
2020/21 Q3,Dumfries and Galloway,All Ages,4,15.7,410
2020/21 Q3,Dumfries and Galloway,All Ages,5 (Least Deprived),15.2,395
2020/21 Q3,Dumfries and Galloway,All Ages,Unknown,0.2,5
2020/21 Q3,Dumfries and Galloway,0-17 years,1 (Most Deprived),33.3,10
2020/21 Q3,Dumfries and Galloway,0-17 years,2,33.3,10
2020/21 Q3,Dumfries and Galloway,0-17 years,3,16.7,5
2020/21 Q3,Dumfries and Galloway,0-17 years,4,16.7,5
2020/21 Q3,Dumfries and Galloway,0-17 years,5 (Least Deprived),0,0
2020/21 Q3,Dumfries and Galloway,0-17 years,Unknown,0,0
2020/21 Q3,Dumfries and Galloway,18-64 years,1 (Most Deprived),40.4,285
2020/21 Q3,Dumfries and Galloway,18-64 years,2,22,155
2020/21 Q3,Dumfries and Galloway,18-64 years,3,16.3,115
2020/21 Q3,Dumfries and Galloway,18-64 years,4,12.1,85
2020/21 Q3,Dumfries and Galloway,18-64 years,5 (Least Deprived),9.2,65
2020/21 Q3,Dumfries and Galloway,18-64 years,Unknown,0,0
2020/21 Q3,Dumfries and Galloway,65-74 years,1 (Most Deprived),34.2,130
2020/21 Q3,Dumfries and Galloway,65-74 years,2,22.4,85
2020/21 Q3,Dumfries and Galloway,65-74 years,3,18.4,70
2020/21 Q3,Dumfries and Galloway,65-74 years,4,15.8,60
2020/21 Q3,Dumfries and Galloway,65-74 years,5 (Least Deprived),9.2,35
2020/21 Q3,Dumfries and Galloway,65-74 years,Unknown,0,0
2020/21 Q3,Dumfries and Galloway,75-84 years,1 (Most Deprived),23,160
2020/21 Q3,Dumfries and Galloway,75-84 years,2,19.4,135
2020/21 Q3,Dumfries and Galloway,75-84 years,3,22.3,155
2020/21 Q3,Dumfries and Galloway,75-84 years,4,16.5,115
2020/21 Q3,Dumfries and Galloway,75-84 years,5 (Least Deprived),18.7,130
2020/21 Q3,Dumfries and Galloway,75-84 years,Unknown,0,0
2020/21 Q3,Dumfries and Galloway,85+ years,1 (Most Deprived),20.1,160
2020/21 Q3,Dumfries and Galloway,85+ years,2,20.1,160
2020/21 Q3,Dumfries and Galloway,85+ years,3,20.8,165
2020/21 Q3,Dumfries and Galloway,85+ years,4,18.9,150
2020/21 Q3,Dumfries and Galloway,85+ years,5 (Least Deprived),20.1,160
2020/21 Q3,Dumfries and Galloway,85+ years,Unknown,0,0
2020/21 Q3,Dumfries and Galloway,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Dumfries and Galloway,Unknown,2,NA,0
2020/21 Q3,Dumfries and Galloway,Unknown,3,NA,0
2020/21 Q3,Dumfries and Galloway,Unknown,4,NA,0
2020/21 Q3,Dumfries and Galloway,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Dumfries and Galloway,Unknown,Unknown,NA,0
2020/21 Q3,Dundee City,All Ages,1 (Most Deprived),22.7,435
2020/21 Q3,Dundee City,All Ages,2,22.5,430
2020/21 Q3,Dundee City,All Ages,3,19.6,375
2020/21 Q3,Dundee City,All Ages,4,17.8,340
2020/21 Q3,Dundee City,All Ages,5 (Least Deprived),17.5,335
2020/21 Q3,Dundee City,All Ages,Unknown,0,0
2020/21 Q3,Dundee City,0-17 years,1 (Most Deprived),NA,0
2020/21 Q3,Dundee City,0-17 years,2,NA,0
2020/21 Q3,Dundee City,0-17 years,3,NA,0
2020/21 Q3,Dundee City,0-17 years,4,NA,0
2020/21 Q3,Dundee City,0-17 years,5 (Least Deprived),NA,0
2020/21 Q3,Dundee City,0-17 years,Unknown,NA,0
2020/21 Q3,Dundee City,18-64 years,1 (Most Deprived),33.8,110
2020/21 Q3,Dundee City,18-64 years,2,24.6,80
2020/21 Q3,Dundee City,18-64 years,3,20,65
2020/21 Q3,Dundee City,18-64 years,4,13.8,45
2020/21 Q3,Dundee City,18-64 years,5 (Least Deprived),7.7,25
2020/21 Q3,Dundee City,18-64 years,Unknown,0,0
2020/21 Q3,Dundee City,65-74 years,1 (Most Deprived),31.3,105
2020/21 Q3,Dundee City,65-74 years,2,26.9,90
2020/21 Q3,Dundee City,65-74 years,3,17.9,60
2020/21 Q3,Dundee City,65-74 years,4,13.4,45
2020/21 Q3,Dundee City,65-74 years,5 (Least Deprived),10.4,35
2020/21 Q3,Dundee City,65-74 years,Unknown,0,0
2020/21 Q3,Dundee City,75-84 years,1 (Most Deprived),23.3,135
2020/21 Q3,Dundee City,75-84 years,2,25,145
2020/21 Q3,Dundee City,75-84 years,3,19.8,115
2020/21 Q3,Dundee City,75-84 years,4,16.4,95
2020/21 Q3,Dundee City,75-84 years,5 (Least Deprived),15.5,90
2020/21 Q3,Dundee City,75-84 years,Unknown,0,0
2020/21 Q3,Dundee City,85+ years,1 (Most Deprived),13.2,90
2020/21 Q3,Dundee City,85+ years,2,16.9,115
2020/21 Q3,Dundee City,85+ years,3,20.6,140
2020/21 Q3,Dundee City,85+ years,4,22.1,150
2020/21 Q3,Dundee City,85+ years,5 (Least Deprived),27.2,185
2020/21 Q3,Dundee City,85+ years,Unknown,0,0
2020/21 Q3,Dundee City,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Dundee City,Unknown,2,NA,0
2020/21 Q3,Dundee City,Unknown,3,NA,0
2020/21 Q3,Dundee City,Unknown,4,NA,0
2020/21 Q3,Dundee City,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Dundee City,Unknown,Unknown,NA,0
2020/21 Q3,East Ayrshire,All Ages,1 (Most Deprived),24.2,485
2020/21 Q3,East Ayrshire,All Ages,2,25.2,505
2020/21 Q3,East Ayrshire,All Ages,3,21.8,435
2020/21 Q3,East Ayrshire,All Ages,4,16.5,330
2020/21 Q3,East Ayrshire,All Ages,5 (Least Deprived),12.2,245
2020/21 Q3,East Ayrshire,All Ages,Unknown,0,0
2020/21 Q3,East Ayrshire,0-17 years,1 (Most Deprived),NA,0
2020/21 Q3,East Ayrshire,0-17 years,2,NA,0
2020/21 Q3,East Ayrshire,0-17 years,3,NA,0
2020/21 Q3,East Ayrshire,0-17 years,4,NA,0
2020/21 Q3,East Ayrshire,0-17 years,5 (Least Deprived),NA,0
2020/21 Q3,East Ayrshire,0-17 years,Unknown,NA,0
2020/21 Q3,East Ayrshire,18-64 years,1 (Most Deprived),33.8,120
2020/21 Q3,East Ayrshire,18-64 years,2,26.8,95
2020/21 Q3,East Ayrshire,18-64 years,3,18.3,65
2020/21 Q3,East Ayrshire,18-64 years,4,14.1,50
2020/21 Q3,East Ayrshire,18-64 years,5 (Least Deprived),7,25
2020/21 Q3,East Ayrshire,18-64 years,Unknown,0,0
2020/21 Q3,East Ayrshire,65-74 years,1 (Most Deprived),30.6,95
2020/21 Q3,East Ayrshire,65-74 years,2,25.8,80
2020/21 Q3,East Ayrshire,65-74 years,3,21,65
2020/21 Q3,East Ayrshire,65-74 years,4,12.9,40
2020/21 Q3,East Ayrshire,65-74 years,5 (Least Deprived),9.7,30
2020/21 Q3,East Ayrshire,65-74 years,Unknown,0,0
2020/21 Q3,East Ayrshire,75-84 years,1 (Most Deprived),22,155
2020/21 Q3,East Ayrshire,75-84 years,2,25.5,180
2020/21 Q3,East Ayrshire,75-84 years,3,22,155
2020/21 Q3,East Ayrshire,75-84 years,4,17.7,125
2020/21 Q3,East Ayrshire,75-84 years,5 (Least Deprived),12.8,90
2020/21 Q3,East Ayrshire,75-84 years,Unknown,0,0
2020/21 Q3,East Ayrshire,85+ years,1 (Most Deprived),18.1,115
2020/21 Q3,East Ayrshire,85+ years,2,23.6,150
2020/21 Q3,East Ayrshire,85+ years,3,23.6,150
2020/21 Q3,East Ayrshire,85+ years,4,18.9,120
2020/21 Q3,East Ayrshire,85+ years,5 (Least Deprived),15.7,100
2020/21 Q3,East Ayrshire,85+ years,Unknown,0,0
2020/21 Q3,East Ayrshire,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,East Ayrshire,Unknown,2,NA,0
2020/21 Q3,East Ayrshire,Unknown,3,NA,0
2020/21 Q3,East Ayrshire,Unknown,4,NA,0
2020/21 Q3,East Ayrshire,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,East Ayrshire,Unknown,Unknown,NA,0
2020/21 Q3,East Dunbartonshire,All Ages,1 (Most Deprived),26.3,390
2020/21 Q3,East Dunbartonshire,All Ages,2,20.2,300
2020/21 Q3,East Dunbartonshire,All Ages,3,19.9,295
2020/21 Q3,East Dunbartonshire,All Ages,4,18.2,270
2020/21 Q3,East Dunbartonshire,All Ages,5 (Least Deprived),15.5,230
2020/21 Q3,East Dunbartonshire,All Ages,Unknown,0,0
2020/21 Q3,East Dunbartonshire,0-17 years,1 (Most Deprived),20,5
2020/21 Q3,East Dunbartonshire,0-17 years,2,20,5
2020/21 Q3,East Dunbartonshire,0-17 years,3,20,5
2020/21 Q3,East Dunbartonshire,0-17 years,4,20,5
2020/21 Q3,East Dunbartonshire,0-17 years,5 (Least Deprived),20,5
2020/21 Q3,East Dunbartonshire,0-17 years,Unknown,0,0
2020/21 Q3,East Dunbartonshire,18-64 years,1 (Most Deprived),40.7,55
2020/21 Q3,East Dunbartonshire,18-64 years,2,18.5,25
2020/21 Q3,East Dunbartonshire,18-64 years,3,22.2,30
2020/21 Q3,East Dunbartonshire,18-64 years,4,14.8,20
2020/21 Q3,East Dunbartonshire,18-64 years,5 (Least Deprived),3.7,5
2020/21 Q3,East Dunbartonshire,18-64 years,Unknown,0,0
2020/21 Q3,East Dunbartonshire,65-74 years,1 (Most Deprived),36.1,65
2020/21 Q3,East Dunbartonshire,65-74 years,2,19.4,35
2020/21 Q3,East Dunbartonshire,65-74 years,3,16.7,30
2020/21 Q3,East Dunbartonshire,65-74 years,4,16.7,30
2020/21 Q3,East Dunbartonshire,65-74 years,5 (Least Deprived),11.1,20
2020/21 Q3,East Dunbartonshire,65-74 years,Unknown,0,0
2020/21 Q3,East Dunbartonshire,75-84 years,1 (Most Deprived),24,120
2020/21 Q3,East Dunbartonshire,75-84 years,2,24,120
2020/21 Q3,East Dunbartonshire,75-84 years,3,18,90
2020/21 Q3,East Dunbartonshire,75-84 years,4,17,85
2020/21 Q3,East Dunbartonshire,75-84 years,5 (Least Deprived),17,85
2020/21 Q3,East Dunbartonshire,75-84 years,Unknown,0,0
2020/21 Q3,East Dunbartonshire,85+ years,1 (Most Deprived),22.3,145
2020/21 Q3,East Dunbartonshire,85+ years,2,17.7,115
2020/21 Q3,East Dunbartonshire,85+ years,3,21.5,140
2020/21 Q3,East Dunbartonshire,85+ years,4,20.8,135
2020/21 Q3,East Dunbartonshire,85+ years,5 (Least Deprived),17.7,115
2020/21 Q3,East Dunbartonshire,85+ years,Unknown,0,0
2020/21 Q3,East Dunbartonshire,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,East Dunbartonshire,Unknown,2,NA,0
2020/21 Q3,East Dunbartonshire,Unknown,3,NA,0
2020/21 Q3,East Dunbartonshire,Unknown,4,NA,0
2020/21 Q3,East Dunbartonshire,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,East Dunbartonshire,Unknown,Unknown,NA,0
2020/21 Q3,East Lothian,All Ages,1 (Most Deprived),26.2,375
2020/21 Q3,East Lothian,All Ages,2,25.5,365
2020/21 Q3,East Lothian,All Ages,3,19.6,280
2020/21 Q3,East Lothian,All Ages,4,14.3,205
2020/21 Q3,East Lothian,All Ages,5 (Least Deprived),14.3,205
2020/21 Q3,East Lothian,All Ages,Unknown,0,0
2020/21 Q3,East Lothian,0-17 years,1 (Most Deprived),NA,0
2020/21 Q3,East Lothian,0-17 years,2,NA,0
2020/21 Q3,East Lothian,0-17 years,3,NA,0
2020/21 Q3,East Lothian,0-17 years,4,NA,0
2020/21 Q3,East Lothian,0-17 years,5 (Least Deprived),NA,0
2020/21 Q3,East Lothian,0-17 years,Unknown,NA,0
2020/21 Q3,East Lothian,18-64 years,1 (Most Deprived),35.4,140
2020/21 Q3,East Lothian,18-64 years,2,27.8,110
2020/21 Q3,East Lothian,18-64 years,3,16.5,65
2020/21 Q3,East Lothian,18-64 years,4,11.4,45
2020/21 Q3,East Lothian,18-64 years,5 (Least Deprived),8.9,35
2020/21 Q3,East Lothian,18-64 years,Unknown,0,0
2020/21 Q3,East Lothian,65-74 years,1 (Most Deprived),27.5,55
2020/21 Q3,East Lothian,65-74 years,2,22.5,45
2020/21 Q3,East Lothian,65-74 years,3,22.5,45
2020/21 Q3,East Lothian,65-74 years,4,12.5,25
2020/21 Q3,East Lothian,65-74 years,5 (Least Deprived),15,30
2020/21 Q3,East Lothian,65-74 years,Unknown,0,0
2020/21 Q3,East Lothian,75-84 years,1 (Most Deprived),25.4,90
2020/21 Q3,East Lothian,75-84 years,2,25.4,90
2020/21 Q3,East Lothian,75-84 years,3,22.5,80
2020/21 Q3,East Lothian,75-84 years,4,14.1,50
2020/21 Q3,East Lothian,75-84 years,5 (Least Deprived),12.7,45
2020/21 Q3,East Lothian,75-84 years,Unknown,0,0
2020/21 Q3,East Lothian,85+ years,1 (Most Deprived),19.1,90
2020/21 Q3,East Lothian,85+ years,2,25.5,120
2020/21 Q3,East Lothian,85+ years,3,19.1,90
2020/21 Q3,East Lothian,85+ years,4,17,80
2020/21 Q3,East Lothian,85+ years,5 (Least Deprived),19.1,90
2020/21 Q3,East Lothian,85+ years,Unknown,0,0
2020/21 Q3,East Lothian,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,East Lothian,Unknown,2,NA,0
2020/21 Q3,East Lothian,Unknown,3,NA,0
2020/21 Q3,East Lothian,Unknown,4,NA,0
2020/21 Q3,East Lothian,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,East Lothian,Unknown,Unknown,NA,0
2020/21 Q3,East Renfrewshire,All Ages,1 (Most Deprived),21.9,290
2020/21 Q3,East Renfrewshire,All Ages,2,23.8,315
2020/21 Q3,East Renfrewshire,All Ages,3,19.6,260
2020/21 Q3,East Renfrewshire,All Ages,4,20.4,270
2020/21 Q3,East Renfrewshire,All Ages,5 (Least Deprived),14.3,190
2020/21 Q3,East Renfrewshire,All Ages,Unknown,0,0
2020/21 Q3,East Renfrewshire,0-17 years,1 (Most Deprived),NA,0
2020/21 Q3,East Renfrewshire,0-17 years,2,NA,0
2020/21 Q3,East Renfrewshire,0-17 years,3,NA,0
2020/21 Q3,East Renfrewshire,0-17 years,4,NA,0
2020/21 Q3,East Renfrewshire,0-17 years,5 (Least Deprived),NA,0
2020/21 Q3,East Renfrewshire,0-17 years,Unknown,NA,0
2020/21 Q3,East Renfrewshire,18-64 years,1 (Most Deprived),37.9,55
2020/21 Q3,East Renfrewshire,18-64 years,2,27.6,40
2020/21 Q3,East Renfrewshire,18-64 years,3,13.8,20
2020/21 Q3,East Renfrewshire,18-64 years,4,13.8,20
2020/21 Q3,East Renfrewshire,18-64 years,5 (Least Deprived),6.9,10
2020/21 Q3,East Renfrewshire,18-64 years,Unknown,0,0
2020/21 Q3,East Renfrewshire,65-74 years,1 (Most Deprived),26.5,45
2020/21 Q3,East Renfrewshire,65-74 years,2,26.5,45
2020/21 Q3,East Renfrewshire,65-74 years,3,14.7,25
2020/21 Q3,East Renfrewshire,65-74 years,4,20.6,35
2020/21 Q3,East Renfrewshire,65-74 years,5 (Least Deprived),11.8,20
2020/21 Q3,East Renfrewshire,65-74 years,Unknown,0,0
2020/21 Q3,East Renfrewshire,75-84 years,1 (Most Deprived),22.8,90
2020/21 Q3,East Renfrewshire,75-84 years,2,26.6,105
2020/21 Q3,East Renfrewshire,75-84 years,3,19,75
2020/21 Q3,East Renfrewshire,75-84 years,4,16.5,65
2020/21 Q3,East Renfrewshire,75-84 years,5 (Least Deprived),15.2,60
2020/21 Q3,East Renfrewshire,75-84 years,Unknown,0,0
2020/21 Q3,East Renfrewshire,85+ years,1 (Most Deprived),16.3,100
2020/21 Q3,East Renfrewshire,85+ years,2,20.3,125
2020/21 Q3,East Renfrewshire,85+ years,3,23.6,145
2020/21 Q3,East Renfrewshire,85+ years,4,23.6,145
2020/21 Q3,East Renfrewshire,85+ years,5 (Least Deprived),16.3,100
2020/21 Q3,East Renfrewshire,85+ years,Unknown,0,0
2020/21 Q3,East Renfrewshire,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,East Renfrewshire,Unknown,2,NA,0
2020/21 Q3,East Renfrewshire,Unknown,3,NA,0
2020/21 Q3,East Renfrewshire,Unknown,4,NA,0
2020/21 Q3,East Renfrewshire,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,East Renfrewshire,Unknown,Unknown,NA,0
2020/21 Q3,Falkirk,All Ages,1 (Most Deprived),27.6,550
2020/21 Q3,Falkirk,All Ages,2,23.6,470
2020/21 Q3,Falkirk,All Ages,3,20.9,415
2020/21 Q3,Falkirk,All Ages,4,16.8,335
2020/21 Q3,Falkirk,All Ages,5 (Least Deprived),11.1,220
2020/21 Q3,Falkirk,All Ages,Unknown,0,0
2020/21 Q3,Falkirk,0-17 years,1 (Most Deprived),33.3,5
2020/21 Q3,Falkirk,0-17 years,2,33.3,5
2020/21 Q3,Falkirk,0-17 years,3,33.3,5
2020/21 Q3,Falkirk,0-17 years,4,0,0
2020/21 Q3,Falkirk,0-17 years,5 (Least Deprived),0,0
2020/21 Q3,Falkirk,0-17 years,Unknown,0,0
2020/21 Q3,Falkirk,18-64 years,1 (Most Deprived),43.5,100
2020/21 Q3,Falkirk,18-64 years,2,21.7,50
2020/21 Q3,Falkirk,18-64 years,3,17.4,40
2020/21 Q3,Falkirk,18-64 years,4,13,30
2020/21 Q3,Falkirk,18-64 years,5 (Least Deprived),4.3,10
2020/21 Q3,Falkirk,18-64 years,Unknown,0,0
2020/21 Q3,Falkirk,65-74 years,1 (Most Deprived),31.7,100
2020/21 Q3,Falkirk,65-74 years,2,25.4,80
2020/21 Q3,Falkirk,65-74 years,3,19,60
2020/21 Q3,Falkirk,65-74 years,4,12.7,40
2020/21 Q3,Falkirk,65-74 years,5 (Least Deprived),11.1,35
2020/21 Q3,Falkirk,65-74 years,Unknown,0,0
2020/21 Q3,Falkirk,75-84 years,1 (Most Deprived),24.6,160
2020/21 Q3,Falkirk,75-84 years,2,23.8,155
2020/21 Q3,Falkirk,75-84 years,3,23.8,155
2020/21 Q3,Falkirk,75-84 years,4,16.2,105
2020/21 Q3,Falkirk,75-84 years,5 (Least Deprived),11.5,75
2020/21 Q3,Falkirk,75-84 years,Unknown,0,0
2020/21 Q3,Falkirk,85+ years,1 (Most Deprived),23.7,185
2020/21 Q3,Falkirk,85+ years,2,23.1,180
2020/21 Q3,Falkirk,85+ years,3,21.2,165
2020/21 Q3,Falkirk,85+ years,4,19.9,155
2020/21 Q3,Falkirk,85+ years,5 (Least Deprived),12.2,95
2020/21 Q3,Falkirk,85+ years,Unknown,0,0
2020/21 Q3,Falkirk,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Falkirk,Unknown,2,NA,0
2020/21 Q3,Falkirk,Unknown,3,NA,0
2020/21 Q3,Falkirk,Unknown,4,NA,0
2020/21 Q3,Falkirk,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Falkirk,Unknown,Unknown,NA,0
2020/21 Q3,Fife,All Ages,1 (Most Deprived),26.8,1000
2020/21 Q3,Fife,All Ages,2,26.3,980
2020/21 Q3,Fife,All Ages,3,19.8,740
2020/21 Q3,Fife,All Ages,4,17.2,640
2020/21 Q3,Fife,All Ages,5 (Least Deprived),9.8,365
2020/21 Q3,Fife,All Ages,Unknown,0.1,5
2020/21 Q3,Fife,0-17 years,1 (Most Deprived),33.3,5
2020/21 Q3,Fife,0-17 years,2,33.3,5
2020/21 Q3,Fife,0-17 years,3,33.3,5
2020/21 Q3,Fife,0-17 years,4,0,0
2020/21 Q3,Fife,0-17 years,5 (Least Deprived),0,0
2020/21 Q3,Fife,0-17 years,Unknown,0,0
2020/21 Q3,Fife,18-64 years,1 (Most Deprived),36,380
2020/21 Q3,Fife,18-64 years,2,28,295
2020/21 Q3,Fife,18-64 years,3,18,190
2020/21 Q3,Fife,18-64 years,4,11.4,120
2020/21 Q3,Fife,18-64 years,5 (Least Deprived),6.6,70
2020/21 Q3,Fife,18-64 years,Unknown,0,0
2020/21 Q3,Fife,65-74 years,1 (Most Deprived),29.1,160
2020/21 Q3,Fife,65-74 years,2,28.2,155
2020/21 Q3,Fife,65-74 years,3,19.1,105
2020/21 Q3,Fife,65-74 years,4,16.4,90
2020/21 Q3,Fife,65-74 years,5 (Least Deprived),7.3,40
2020/21 Q3,Fife,65-74 years,Unknown,0,0
2020/21 Q3,Fife,75-84 years,1 (Most Deprived),23.4,230
2020/21 Q3,Fife,75-84 years,2,26.4,260
2020/21 Q3,Fife,75-84 years,3,21.3,210
2020/21 Q3,Fife,75-84 years,4,19.3,190
2020/21 Q3,Fife,75-84 years,5 (Least Deprived),9.6,95
2020/21 Q3,Fife,75-84 years,Unknown,0,0
2020/21 Q3,Fife,85+ years,1 (Most Deprived),20.3,225
2020/21 Q3,Fife,85+ years,2,23.9,265
2020/21 Q3,Fife,85+ years,3,20.7,230
2020/21 Q3,Fife,85+ years,4,21.2,235
2020/21 Q3,Fife,85+ years,5 (Least Deprived),14,155
2020/21 Q3,Fife,85+ years,Unknown,0,0
2020/21 Q3,Fife,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Fife,Unknown,2,NA,0
2020/21 Q3,Fife,Unknown,3,NA,0
2020/21 Q3,Fife,Unknown,4,NA,0
2020/21 Q3,Fife,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Fife,Unknown,Unknown,NA,0
2020/21 Q3,Glasgow City,All Ages,1 (Most Deprived),26.1,1715
2020/21 Q3,Glasgow City,All Ages,2,23.1,1520
2020/21 Q3,Glasgow City,All Ages,3,22.9,1510
2020/21 Q3,Glasgow City,All Ages,4,15.8,1040
2020/21 Q3,Glasgow City,All Ages,5 (Least Deprived),11.9,785
2020/21 Q3,Glasgow City,All Ages,Unknown,0.2,10
2020/21 Q3,Glasgow City,0-17 years,1 (Most Deprived),100,5
2020/21 Q3,Glasgow City,0-17 years,2,0,0
2020/21 Q3,Glasgow City,0-17 years,3,0,0
2020/21 Q3,Glasgow City,0-17 years,4,0,0
2020/21 Q3,Glasgow City,0-17 years,5 (Least Deprived),0,0
2020/21 Q3,Glasgow City,0-17 years,Unknown,0,0
2020/21 Q3,Glasgow City,18-64 years,1 (Most Deprived),33.5,260
2020/21 Q3,Glasgow City,18-64 years,2,27.7,215
2020/21 Q3,Glasgow City,18-64 years,3,20,155
2020/21 Q3,Glasgow City,18-64 years,4,11.6,90
2020/21 Q3,Glasgow City,18-64 years,5 (Least Deprived),6.5,50
2020/21 Q3,Glasgow City,18-64 years,Unknown,0.6,5
2020/21 Q3,Glasgow City,65-74 years,1 (Most Deprived),30.5,335
2020/21 Q3,Glasgow City,65-74 years,2,23.2,255
2020/21 Q3,Glasgow City,65-74 years,3,21.8,240
2020/21 Q3,Glasgow City,65-74 years,4,15.5,170
2020/21 Q3,Glasgow City,65-74 years,5 (Least Deprived),9.1,100
2020/21 Q3,Glasgow City,65-74 years,Unknown,0,0
2020/21 Q3,Glasgow City,75-84 years,1 (Most Deprived),27.7,645
2020/21 Q3,Glasgow City,75-84 years,2,22.6,525
2020/21 Q3,Glasgow City,75-84 years,3,22.8,530
2020/21 Q3,Glasgow City,75-84 years,4,15.3,355
2020/21 Q3,Glasgow City,75-84 years,5 (Least Deprived),11.6,270
2020/21 Q3,Glasgow City,75-84 years,Unknown,0,0
2020/21 Q3,Glasgow City,85+ years,1 (Most Deprived),19.8,470
2020/21 Q3,Glasgow City,85+ years,2,22.2,525
2020/21 Q3,Glasgow City,85+ years,3,24.7,585
2020/21 Q3,Glasgow City,85+ years,4,17.9,425
2020/21 Q3,Glasgow City,85+ years,5 (Least Deprived),15.4,365
2020/21 Q3,Glasgow City,85+ years,Unknown,0,0
2020/21 Q3,Glasgow City,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Glasgow City,Unknown,2,NA,0
2020/21 Q3,Glasgow City,Unknown,3,NA,0
2020/21 Q3,Glasgow City,Unknown,4,NA,0
2020/21 Q3,Glasgow City,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Glasgow City,Unknown,Unknown,NA,0
2020/21 Q3,Highland,All Ages,1 (Most Deprived),25,570
2020/21 Q3,Highland,All Ages,2,21.7,495
2020/21 Q3,Highland,All Ages,3,17.1,390
2020/21 Q3,Highland,All Ages,4,20,455
2020/21 Q3,Highland,All Ages,5 (Least Deprived),16,365
2020/21 Q3,Highland,All Ages,Unknown,0.2,5
2020/21 Q3,Highland,0-17 years,1 (Most Deprived),NA,0
2020/21 Q3,Highland,0-17 years,2,NA,0
2020/21 Q3,Highland,0-17 years,3,NA,0
2020/21 Q3,Highland,0-17 years,4,NA,0
2020/21 Q3,Highland,0-17 years,5 (Least Deprived),NA,0
2020/21 Q3,Highland,0-17 years,Unknown,NA,0
2020/21 Q3,Highland,18-64 years,1 (Most Deprived),35.6,80
2020/21 Q3,Highland,18-64 years,2,26.7,60
2020/21 Q3,Highland,18-64 years,3,17.8,40
2020/21 Q3,Highland,18-64 years,4,13.3,30
2020/21 Q3,Highland,18-64 years,5 (Least Deprived),6.7,15
2020/21 Q3,Highland,18-64 years,Unknown,0,0
2020/21 Q3,Highland,65-74 years,1 (Most Deprived),29,100
2020/21 Q3,Highland,65-74 years,2,21.7,75
2020/21 Q3,Highland,65-74 years,3,14.5,50
2020/21 Q3,Highland,65-74 years,4,18.8,65
2020/21 Q3,Highland,65-74 years,5 (Least Deprived),15.9,55
2020/21 Q3,Highland,65-74 years,Unknown,0,0
2020/21 Q3,Highland,75-84 years,1 (Most Deprived),25.8,195
2020/21 Q3,Highland,75-84 years,2,21.2,160
2020/21 Q3,Highland,75-84 years,3,15.9,120
2020/21 Q3,Highland,75-84 years,4,19.9,150
2020/21 Q3,Highland,75-84 years,5 (Least Deprived),17.2,130
2020/21 Q3,Highland,75-84 years,Unknown,0,0
2020/21 Q3,Highland,85+ years,1 (Most Deprived),20.8,200
2020/21 Q3,Highland,85+ years,2,20.8,200
