financial_quarter,sending_location,age_group,referral_source,percentage,numerator,scotland_percentage
2020/21 Q4,Midlothian,0-17 years,GP,0,0,0
2020/21 Q4,Midlothian,0-17 years,Care Home,0,0,0
2020/21 Q4,Midlothian,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Midlothian,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Midlothian,18-64 years,999 Emergency Services,83.3,50,67.7
2020/21 Q4,Midlothian,18-64 years,GP,8.3,5,4.8
2020/21 Q4,Midlothian,18-64 years,Care Home,0,0,0
2020/21 Q4,Midlothian,18-64 years,Self Referral,0,0,17
2020/21 Q4,Midlothian,18-64 years,Other/Unknown,8.3,5,10.5
2020/21 Q4,Midlothian,65-74 years,999 Emergency Services,100,35,84.8
2020/21 Q4,Midlothian,65-74 years,GP,0,0,4
2020/21 Q4,Midlothian,65-74 years,Care Home,0,0,0
2020/21 Q4,Midlothian,65-74 years,Self Referral,0,0,7.4
2020/21 Q4,Midlothian,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,Midlothian,75-84 years,999 Emergency Services,91.7,55,85.1
2020/21 Q4,Midlothian,75-84 years,GP,8.3,5,4.6
2020/21 Q4,Midlothian,75-84 years,Care Home,0,0,0
2020/21 Q4,Midlothian,75-84 years,Self Referral,0,0,7.4
2020/21 Q4,Midlothian,75-84 years,Other/Unknown,0,0,2.9
2020/21 Q4,Midlothian,85+ years,999 Emergency Services,100,65,86.9
2020/21 Q4,Midlothian,85+ years,GP,0,0,3.5
2020/21 Q4,Midlothian,85+ years,Care Home,0,0,0
2020/21 Q4,Midlothian,85+ years,Self Referral,0,0,6.3
2020/21 Q4,Midlothian,85+ years,Other/Unknown,0,0,3.2
2020/21 Q4,Midlothian,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Midlothian,Unknown,GP,0,0,0
2020/21 Q4,Midlothian,Unknown,Care Home,0,0,0
2020/21 Q4,Midlothian,Unknown,Self Referral,0,0,0
2020/21 Q4,Midlothian,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Moray,All Ages,999 Emergency Services,88.9,200,82.2
2020/21 Q4,Moray,All Ages,GP,2.2,5,4.1
2020/21 Q4,Moray,All Ages,Care Home,0,0,0
2020/21 Q4,Moray,All Ages,Self Referral,6.7,15,9
2020/21 Q4,Moray,All Ages,Other/Unknown,2.2,5,4.7
2020/21 Q4,Moray,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Moray,0-17 years,GP,0,0,0
2020/21 Q4,Moray,0-17 years,Care Home,0,0,0
2020/21 Q4,Moray,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Moray,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Moray,18-64 years,999 Emergency Services,77.8,35,67.7
2020/21 Q4,Moray,18-64 years,GP,0,0,4.8
2020/21 Q4,Moray,18-64 years,Care Home,0,0,0
2020/21 Q4,Moray,18-64 years,Self Referral,22.2,10,17
2020/21 Q4,Moray,18-64 years,Other/Unknown,0,0,10.5
2020/21 Q4,Moray,65-74 years,999 Emergency Services,100,35,84.8
2020/21 Q4,Moray,65-74 years,GP,0,0,4
2020/21 Q4,Moray,65-74 years,Care Home,0,0,0
2020/21 Q4,Moray,65-74 years,Self Referral,0,0,7.4
2020/21 Q4,Moray,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,Moray,75-84 years,999 Emergency Services,92.3,60,85.1
2020/21 Q4,Moray,75-84 years,GP,0,0,4.6
2020/21 Q4,Moray,75-84 years,Care Home,0,0,0
2020/21 Q4,Moray,75-84 years,Self Referral,7.7,5,7.4
2020/21 Q4,Moray,75-84 years,Other/Unknown,0,0,2.9
2020/21 Q4,Moray,85+ years,999 Emergency Services,82.4,70,86.9
2020/21 Q4,Moray,85+ years,GP,5.9,5,3.5
2020/21 Q4,Moray,85+ years,Care Home,0,0,0
2020/21 Q4,Moray,85+ years,Self Referral,5.9,5,6.3
2020/21 Q4,Moray,85+ years,Other/Unknown,5.9,5,3.2
2020/21 Q4,Moray,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Moray,Unknown,GP,0,0,0
2020/21 Q4,Moray,Unknown,Care Home,0,0,0
2020/21 Q4,Moray,Unknown,Self Referral,0,0,0
2020/21 Q4,Moray,Unknown,Other/Unknown,0,0,0
2020/21 Q4,North Ayrshire,All Ages,999 Emergency Services,87.6,775,82.2
2020/21 Q4,North Ayrshire,All Ages,GP,2.3,20,4.1
2020/21 Q4,North Ayrshire,All Ages,Care Home,0,0,0
2020/21 Q4,North Ayrshire,All Ages,Self Referral,5.6,50,9
2020/21 Q4,North Ayrshire,All Ages,Other/Unknown,4.5,40,4.7
2020/21 Q4,North Ayrshire,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,North Ayrshire,0-17 years,GP,0,0,0
2020/21 Q4,North Ayrshire,0-17 years,Care Home,0,0,0
2020/21 Q4,North Ayrshire,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,North Ayrshire,0-17 years,Other/Unknown,100,5,28.6
2020/21 Q4,North Ayrshire,18-64 years,999 Emergency Services,75,120,67.7
2020/21 Q4,North Ayrshire,18-64 years,GP,3.1,5,4.8
2020/21 Q4,North Ayrshire,18-64 years,Care Home,0,0,0
2020/21 Q4,North Ayrshire,18-64 years,Self Referral,12.5,20,17
2020/21 Q4,North Ayrshire,18-64 years,Other/Unknown,9.4,15,10.5
2020/21 Q4,North Ayrshire,65-74 years,999 Emergency Services,97.2,175,84.8
2020/21 Q4,North Ayrshire,65-74 years,GP,2.8,5,4
2020/21 Q4,North Ayrshire,65-74 years,Care Home,0,0,0
2020/21 Q4,North Ayrshire,65-74 years,Self Referral,0,0,7.4
2020/21 Q4,North Ayrshire,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,North Ayrshire,75-84 years,999 Emergency Services,89.3,250,85.1
2020/21 Q4,North Ayrshire,75-84 years,GP,1.8,5,4.6
2020/21 Q4,North Ayrshire,75-84 years,Care Home,0,0,0
2020/21 Q4,North Ayrshire,75-84 years,Self Referral,5.4,15,7.4
2020/21 Q4,North Ayrshire,75-84 years,Other/Unknown,3.6,10,2.9
2020/21 Q4,North Ayrshire,85+ years,999 Emergency Services,86.8,230,86.9
2020/21 Q4,North Ayrshire,85+ years,GP,1.9,5,3.5
2020/21 Q4,North Ayrshire,85+ years,Care Home,0,0,0
2020/21 Q4,North Ayrshire,85+ years,Self Referral,5.7,15,6.3
2020/21 Q4,North Ayrshire,85+ years,Other/Unknown,5.7,15,3.2
2020/21 Q4,North Ayrshire,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,North Ayrshire,Unknown,GP,0,0,0
2020/21 Q4,North Ayrshire,Unknown,Care Home,0,0,0
2020/21 Q4,North Ayrshire,Unknown,Self Referral,0,0,0
2020/21 Q4,North Ayrshire,Unknown,Other/Unknown,0,0,0
2020/21 Q4,North Lanarkshire,All Ages,999 Emergency Services,81.5,1060,82.2
2020/21 Q4,North Lanarkshire,All Ages,GP,6.9,90,4.1
2020/21 Q4,North Lanarkshire,All Ages,Care Home,0,0,0
2020/21 Q4,North Lanarkshire,All Ages,Self Referral,7.7,100,9
2020/21 Q4,North Lanarkshire,All Ages,Other/Unknown,3.8,50,4.7
2020/21 Q4,North Lanarkshire,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,North Lanarkshire,0-17 years,GP,0,0,0
2020/21 Q4,North Lanarkshire,0-17 years,Care Home,0,0,0
2020/21 Q4,North Lanarkshire,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,North Lanarkshire,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,North Lanarkshire,18-64 years,999 Emergency Services,76.7,115,67.7
2020/21 Q4,North Lanarkshire,18-64 years,GP,6.7,10,4.8
2020/21 Q4,North Lanarkshire,18-64 years,Care Home,0,0,0
2020/21 Q4,North Lanarkshire,18-64 years,Self Referral,10,15,17
2020/21 Q4,North Lanarkshire,18-64 years,Other/Unknown,6.7,10,10.5
2020/21 Q4,North Lanarkshire,65-74 years,999 Emergency Services,81.2,195,84.8
2020/21 Q4,North Lanarkshire,65-74 years,GP,8.3,20,4
2020/21 Q4,North Lanarkshire,65-74 years,Care Home,0,0,0
2020/21 Q4,North Lanarkshire,65-74 years,Self Referral,6.2,15,7.4
2020/21 Q4,North Lanarkshire,65-74 years,Other/Unknown,4.2,10,3.8
2020/21 Q4,North Lanarkshire,75-84 years,999 Emergency Services,81.5,440,85.1
2020/21 Q4,North Lanarkshire,75-84 years,GP,7.4,40,4.6
2020/21 Q4,North Lanarkshire,75-84 years,Care Home,0,0,0
2020/21 Q4,North Lanarkshire,75-84 years,Self Referral,9.3,50,7.4
2020/21 Q4,North Lanarkshire,75-84 years,Other/Unknown,1.9,10,2.9
2020/21 Q4,North Lanarkshire,85+ years,999 Emergency Services,84.9,310,86.9
2020/21 Q4,North Lanarkshire,85+ years,GP,5.5,20,3.5
2020/21 Q4,North Lanarkshire,85+ years,Care Home,0,0,0
2020/21 Q4,North Lanarkshire,85+ years,Self Referral,5.5,20,6.3
2020/21 Q4,North Lanarkshire,85+ years,Other/Unknown,4.1,15,3.2
2020/21 Q4,North Lanarkshire,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,North Lanarkshire,Unknown,GP,0,0,0
2020/21 Q4,North Lanarkshire,Unknown,Care Home,0,0,0
2020/21 Q4,North Lanarkshire,Unknown,Self Referral,0,0,0
2020/21 Q4,North Lanarkshire,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Orkney Islands,All Ages,999 Emergency Services,76.9,50,82.2
2020/21 Q4,Orkney Islands,All Ages,GP,15.4,10,4.1
2020/21 Q4,Orkney Islands,All Ages,Care Home,0,0,0
2020/21 Q4,Orkney Islands,All Ages,Self Referral,7.7,5,9
2020/21 Q4,Orkney Islands,All Ages,Other/Unknown,0,0,4.7
2020/21 Q4,Orkney Islands,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Orkney Islands,0-17 years,GP,0,0,0
2020/21 Q4,Orkney Islands,0-17 years,Care Home,0,0,0
2020/21 Q4,Orkney Islands,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Orkney Islands,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Orkney Islands,18-64 years,999 Emergency Services,100,5,67.7
2020/21 Q4,Orkney Islands,18-64 years,GP,0,0,4.8
2020/21 Q4,Orkney Islands,18-64 years,Care Home,0,0,0
2020/21 Q4,Orkney Islands,18-64 years,Self Referral,0,0,17
2020/21 Q4,Orkney Islands,18-64 years,Other/Unknown,0,0,10.5
2020/21 Q4,Orkney Islands,65-74 years,999 Emergency Services,100,5,84.8
2020/21 Q4,Orkney Islands,65-74 years,GP,0,0,4
2020/21 Q4,Orkney Islands,65-74 years,Care Home,0,0,0
2020/21 Q4,Orkney Islands,65-74 years,Self Referral,0,0,7.4
2020/21 Q4,Orkney Islands,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,Orkney Islands,75-84 years,999 Emergency Services,83.3,25,85.1
2020/21 Q4,Orkney Islands,75-84 years,GP,16.7,5,4.6
2020/21 Q4,Orkney Islands,75-84 years,Care Home,0,0,0
2020/21 Q4,Orkney Islands,75-84 years,Self Referral,0,0,7.4
2020/21 Q4,Orkney Islands,75-84 years,Other/Unknown,0,0,2.9
2020/21 Q4,Orkney Islands,85+ years,999 Emergency Services,75,15,86.9
2020/21 Q4,Orkney Islands,85+ years,GP,25,5,3.5
2020/21 Q4,Orkney Islands,85+ years,Care Home,0,0,0
2020/21 Q4,Orkney Islands,85+ years,Self Referral,0,0,6.3
2020/21 Q4,Orkney Islands,85+ years,Other/Unknown,0,0,3.2
2020/21 Q4,Orkney Islands,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Orkney Islands,Unknown,GP,0,0,0
2020/21 Q4,Orkney Islands,Unknown,Care Home,0,0,0
2020/21 Q4,Orkney Islands,Unknown,Self Referral,0,0,0
2020/21 Q4,Orkney Islands,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Perth and Kinross,All Ages,999 Emergency Services,82.1,160,82.2
2020/21 Q4,Perth and Kinross,All Ages,GP,0,0,4.1
2020/21 Q4,Perth and Kinross,All Ages,Care Home,0,0,0
2020/21 Q4,Perth and Kinross,All Ages,Self Referral,15.4,30,9
2020/21 Q4,Perth and Kinross,All Ages,Other/Unknown,2.6,5,4.7
2020/21 Q4,Perth and Kinross,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Perth and Kinross,0-17 years,GP,0,0,0
2020/21 Q4,Perth and Kinross,0-17 years,Care Home,0,0,0
2020/21 Q4,Perth and Kinross,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Perth and Kinross,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Perth and Kinross,18-64 years,999 Emergency Services,66.7,20,67.7
2020/21 Q4,Perth and Kinross,18-64 years,GP,0,0,4.8
2020/21 Q4,Perth and Kinross,18-64 years,Care Home,0,0,0
2020/21 Q4,Perth and Kinross,18-64 years,Self Referral,33.3,10,17
2020/21 Q4,Perth and Kinross,18-64 years,Other/Unknown,0,0,10.5
2020/21 Q4,Perth and Kinross,65-74 years,999 Emergency Services,60,15,84.8
2020/21 Q4,Perth and Kinross,65-74 years,GP,0,0,4
2020/21 Q4,Perth and Kinross,65-74 years,Care Home,0,0,0
2020/21 Q4,Perth and Kinross,65-74 years,Self Referral,40,10,7.4
2020/21 Q4,Perth and Kinross,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,Perth and Kinross,75-84 years,999 Emergency Services,91.7,55,85.1
2020/21 Q4,Perth and Kinross,75-84 years,GP,0,0,4.6
2020/21 Q4,Perth and Kinross,75-84 years,Care Home,0,0,0
2020/21 Q4,Perth and Kinross,75-84 years,Self Referral,8.3,5,7.4
2020/21 Q4,Perth and Kinross,75-84 years,Other/Unknown,0,0,2.9
2020/21 Q4,Perth and Kinross,85+ years,999 Emergency Services,87.5,70,86.9
2020/21 Q4,Perth and Kinross,85+ years,GP,0,0,3.5
2020/21 Q4,Perth and Kinross,85+ years,Care Home,0,0,0
2020/21 Q4,Perth and Kinross,85+ years,Self Referral,6.2,5,6.3
2020/21 Q4,Perth and Kinross,85+ years,Other/Unknown,6.2,5,3.2
2020/21 Q4,Perth and Kinross,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Perth and Kinross,Unknown,GP,0,0,0
2020/21 Q4,Perth and Kinross,Unknown,Care Home,0,0,0
2020/21 Q4,Perth and Kinross,Unknown,Self Referral,0,0,0
2020/21 Q4,Perth and Kinross,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Renfrewshire,All Ages,999 Emergency Services,81.8,450,82.2
2020/21 Q4,Renfrewshire,All Ages,GP,3.6,20,4.1
2020/21 Q4,Renfrewshire,All Ages,Care Home,0,0,0
2020/21 Q4,Renfrewshire,All Ages,Self Referral,11.8,65,9
2020/21 Q4,Renfrewshire,All Ages,Other/Unknown,2.7,15,4.7
2020/21 Q4,Renfrewshire,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Renfrewshire,0-17 years,GP,0,0,0
2020/21 Q4,Renfrewshire,0-17 years,Care Home,0,0,0
2020/21 Q4,Renfrewshire,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Renfrewshire,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Renfrewshire,18-64 years,999 Emergency Services,65,65,67.7
2020/21 Q4,Renfrewshire,18-64 years,GP,5,5,4.8
2020/21 Q4,Renfrewshire,18-64 years,Care Home,0,0,0
2020/21 Q4,Renfrewshire,18-64 years,Self Referral,20,20,17
2020/21 Q4,Renfrewshire,18-64 years,Other/Unknown,10,10,10.5
2020/21 Q4,Renfrewshire,65-74 years,999 Emergency Services,80,80,84.8
2020/21 Q4,Renfrewshire,65-74 years,GP,5,5,4
2020/21 Q4,Renfrewshire,65-74 years,Care Home,0,0,0
2020/21 Q4,Renfrewshire,65-74 years,Self Referral,10,10,7.4
2020/21 Q4,Renfrewshire,65-74 years,Other/Unknown,5,5,3.8
2020/21 Q4,Renfrewshire,75-84 years,999 Emergency Services,85.4,175,85.1
2020/21 Q4,Renfrewshire,75-84 years,GP,4.9,10,4.6
2020/21 Q4,Renfrewshire,75-84 years,Care Home,0,0,0
2020/21 Q4,Renfrewshire,75-84 years,Self Referral,9.8,20,7.4
2020/21 Q4,Renfrewshire,75-84 years,Other/Unknown,0,0,2.9
2020/21 Q4,Renfrewshire,85+ years,999 Emergency Services,87.1,135,86.9
2020/21 Q4,Renfrewshire,85+ years,GP,3.2,5,3.5
2020/21 Q4,Renfrewshire,85+ years,Care Home,0,0,0
2020/21 Q4,Renfrewshire,85+ years,Self Referral,9.7,15,6.3
2020/21 Q4,Renfrewshire,85+ years,Other/Unknown,0,0,3.2
2020/21 Q4,Renfrewshire,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Renfrewshire,Unknown,GP,0,0,0
2020/21 Q4,Renfrewshire,Unknown,Care Home,0,0,0
2020/21 Q4,Renfrewshire,Unknown,Self Referral,0,0,0
2020/21 Q4,Renfrewshire,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Scottish Borders,All Ages,999 Emergency Services,92,405,82.2
2020/21 Q4,Scottish Borders,All Ages,GP,2.3,10,4.1
2020/21 Q4,Scottish Borders,All Ages,Care Home,0,0,0
2020/21 Q4,Scottish Borders,All Ages,Self Referral,2.3,10,9
2020/21 Q4,Scottish Borders,All Ages,Other/Unknown,3.4,15,4.7
2020/21 Q4,Scottish Borders,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Scottish Borders,0-17 years,GP,0,0,0
2020/21 Q4,Scottish Borders,0-17 years,Care Home,0,0,0
2020/21 Q4,Scottish Borders,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Scottish Borders,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Scottish Borders,18-64 years,999 Emergency Services,77.8,35,67.7
2020/21 Q4,Scottish Borders,18-64 years,GP,11.1,5,4.8
2020/21 Q4,Scottish Borders,18-64 years,Care Home,0,0,0
2020/21 Q4,Scottish Borders,18-64 years,Self Referral,0,0,17
2020/21 Q4,Scottish Borders,18-64 years,Other/Unknown,11.1,5,10.5
2020/21 Q4,Scottish Borders,65-74 years,999 Emergency Services,92.9,65,84.8
2020/21 Q4,Scottish Borders,65-74 years,GP,0,0,4
2020/21 Q4,Scottish Borders,65-74 years,Care Home,0,0,0
2020/21 Q4,Scottish Borders,65-74 years,Self Referral,0,0,7.4
2020/21 Q4,Scottish Borders,65-74 years,Other/Unknown,7.1,5,3.8
2020/21 Q4,Scottish Borders,75-84 years,999 Emergency Services,90,135,85.1
2020/21 Q4,Scottish Borders,75-84 years,GP,3.3,5,4.6
2020/21 Q4,Scottish Borders,75-84 years,Care Home,0,0,0
2020/21 Q4,Scottish Borders,75-84 years,Self Referral,3.3,5,7.4
2020/21 Q4,Scottish Borders,75-84 years,Other/Unknown,3.3,5,2.9
2020/21 Q4,Scottish Borders,85+ years,999 Emergency Services,92.1,175,86.9
2020/21 Q4,Scottish Borders,85+ years,GP,2.6,5,3.5
2020/21 Q4,Scottish Borders,85+ years,Care Home,0,0,0
2020/21 Q4,Scottish Borders,85+ years,Self Referral,2.6,5,6.3
2020/21 Q4,Scottish Borders,85+ years,Other/Unknown,2.6,5,3.2
2020/21 Q4,Scottish Borders,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Scottish Borders,Unknown,GP,0,0,0
2020/21 Q4,Scottish Borders,Unknown,Care Home,0,0,0
2020/21 Q4,Scottish Borders,Unknown,Self Referral,0,0,0
2020/21 Q4,Scottish Borders,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Shetland,All Ages,999 Emergency Services,72.4,105,82.2
2020/21 Q4,Shetland,All Ages,GP,10.3,15,4.1
2020/21 Q4,Shetland,All Ages,Care Home,0,0,0
2020/21 Q4,Shetland,All Ages,Self Referral,10.3,15,9
2020/21 Q4,Shetland,All Ages,Other/Unknown,6.9,10,4.7
2020/21 Q4,Shetland,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Shetland,0-17 years,GP,0,0,0
2020/21 Q4,Shetland,0-17 years,Care Home,0,0,0
2020/21 Q4,Shetland,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Shetland,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Shetland,18-64 years,999 Emergency Services,50,15,67.7
2020/21 Q4,Shetland,18-64 years,GP,0,0,4.8
2020/21 Q4,Shetland,18-64 years,Care Home,0,0,0
2020/21 Q4,Shetland,18-64 years,Self Referral,33.3,10,17
2020/21 Q4,Shetland,18-64 years,Other/Unknown,16.7,5,10.5
2020/21 Q4,Shetland,65-74 years,999 Emergency Services,50,10,84.8
2020/21 Q4,Shetland,65-74 years,GP,0,0,4
2020/21 Q4,Shetland,65-74 years,Care Home,0,0,0
2020/21 Q4,Shetland,65-74 years,Self Referral,25,5,7.4
2020/21 Q4,Shetland,65-74 years,Other/Unknown,25,5,3.8
2020/21 Q4,Shetland,75-84 years,999 Emergency Services,90.9,50,85.1
2020/21 Q4,Shetland,75-84 years,GP,9.1,5,4.6
2020/21 Q4,Shetland,75-84 years,Care Home,0,0,0
2020/21 Q4,Shetland,75-84 years,Self Referral,0,0,7.4
2020/21 Q4,Shetland,75-84 years,Other/Unknown,0,0,2.9
2020/21 Q4,Shetland,85+ years,999 Emergency Services,85.7,30,86.9
2020/21 Q4,Shetland,85+ years,GP,14.3,5,3.5
2020/21 Q4,Shetland,85+ years,Care Home,0,0,0
2020/21 Q4,Shetland,85+ years,Self Referral,0,0,6.3
2020/21 Q4,Shetland,85+ years,Other/Unknown,0,0,3.2
2020/21 Q4,Shetland,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Shetland,Unknown,GP,0,0,0
2020/21 Q4,Shetland,Unknown,Care Home,0,0,0
2020/21 Q4,Shetland,Unknown,Self Referral,0,0,0
2020/21 Q4,Shetland,Unknown,Other/Unknown,0,0,0
2020/21 Q4,South Ayrshire,All Ages,999 Emergency Services,80.9,275,82.2
2020/21 Q4,South Ayrshire,All Ages,GP,1.5,5,4.1
2020/21 Q4,South Ayrshire,All Ages,Care Home,0,0,0
2020/21 Q4,South Ayrshire,All Ages,Self Referral,13.2,45,9
2020/21 Q4,South Ayrshire,All Ages,Other/Unknown,4.4,15,4.7
2020/21 Q4,South Ayrshire,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,South Ayrshire,0-17 years,GP,0,0,0
2020/21 Q4,South Ayrshire,0-17 years,Care Home,0,0,0
2020/21 Q4,South Ayrshire,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,South Ayrshire,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,South Ayrshire,18-64 years,999 Emergency Services,57.9,55,67.7
2020/21 Q4,South Ayrshire,18-64 years,GP,5.3,5,4.8
2020/21 Q4,South Ayrshire,18-64 years,Care Home,0,0,0
2020/21 Q4,South Ayrshire,18-64 years,Self Referral,31.6,30,17
2020/21 Q4,South Ayrshire,18-64 years,Other/Unknown,5.3,5,10.5
2020/21 Q4,South Ayrshire,65-74 years,999 Emergency Services,100,40,84.8
2020/21 Q4,South Ayrshire,65-74 years,GP,0,0,4
2020/21 Q4,South Ayrshire,65-74 years,Care Home,0,0,0
2020/21 Q4,South Ayrshire,65-74 years,Self Referral,0,0,7.4
2020/21 Q4,South Ayrshire,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,South Ayrshire,75-84 years,999 Emergency Services,86.4,95,85.1
2020/21 Q4,South Ayrshire,75-84 years,GP,0,0,4.6
2020/21 Q4,South Ayrshire,75-84 years,Care Home,0,0,0
2020/21 Q4,South Ayrshire,75-84 years,Self Referral,9.1,10,7.4
2020/21 Q4,South Ayrshire,75-84 years,Other/Unknown,4.5,5,2.9
2020/21 Q4,South Ayrshire,85+ years,999 Emergency Services,94.4,85,86.9
2020/21 Q4,South Ayrshire,85+ years,GP,0,0,3.5
2020/21 Q4,South Ayrshire,85+ years,Care Home,0,0,0
2020/21 Q4,South Ayrshire,85+ years,Self Referral,5.6,5,6.3
2020/21 Q4,South Ayrshire,85+ years,Other/Unknown,0,0,3.2
2020/21 Q4,South Ayrshire,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,South Ayrshire,Unknown,GP,0,0,0
2020/21 Q4,South Ayrshire,Unknown,Care Home,0,0,0
2020/21 Q4,South Ayrshire,Unknown,Self Referral,0,0,0
2020/21 Q4,South Ayrshire,Unknown,Other/Unknown,0,0,0
2020/21 Q4,South Lanarkshire,All Ages,999 Emergency Services,78.9,915,82.2
2020/21 Q4,South Lanarkshire,All Ages,GP,7.8,90,4.1
2020/21 Q4,South Lanarkshire,All Ages,Care Home,0,0,0
2020/21 Q4,South Lanarkshire,All Ages,Self Referral,8.2,95,9
2020/21 Q4,South Lanarkshire,All Ages,Other/Unknown,5.2,60,4.7
2020/21 Q4,South Lanarkshire,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,South Lanarkshire,0-17 years,GP,0,0,0
2020/21 Q4,South Lanarkshire,0-17 years,Care Home,0,0,0
2020/21 Q4,South Lanarkshire,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,South Lanarkshire,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,South Lanarkshire,18-64 years,999 Emergency Services,68.6,120,67.7
2020/21 Q4,South Lanarkshire,18-64 years,GP,5.7,10,4.8
2020/21 Q4,South Lanarkshire,18-64 years,Care Home,0,0,0
2020/21 Q4,South Lanarkshire,18-64 years,Self Referral,14.3,25,17
2020/21 Q4,South Lanarkshire,18-64 years,Other/Unknown,11.4,20,10.5
2020/21 Q4,South Lanarkshire,65-74 years,999 Emergency Services,76.5,130,84.8
2020/21 Q4,South Lanarkshire,65-74 years,GP,11.8,20,4
2020/21 Q4,South Lanarkshire,65-74 years,Care Home,0,0,0
2020/21 Q4,South Lanarkshire,65-74 years,Self Referral,8.8,15,7.4
2020/21 Q4,South Lanarkshire,65-74 years,Other/Unknown,2.9,5,3.8
2020/21 Q4,South Lanarkshire,75-84 years,999 Emergency Services,78.4,290,85.1
2020/21 Q4,South Lanarkshire,75-84 years,GP,9.5,35,4.6
2020/21 Q4,South Lanarkshire,75-84 years,Care Home,0,0,0
2020/21 Q4,South Lanarkshire,75-84 years,Self Referral,8.1,30,7.4
2020/21 Q4,South Lanarkshire,75-84 years,Other/Unknown,4.1,15,2.9
2020/21 Q4,South Lanarkshire,85+ years,999 Emergency Services,83.3,375,86.9
2020/21 Q4,South Lanarkshire,85+ years,GP,6.7,30,3.5
2020/21 Q4,South Lanarkshire,85+ years,Care Home,0,0,0
2020/21 Q4,South Lanarkshire,85+ years,Self Referral,5.6,25,6.3
2020/21 Q4,South Lanarkshire,85+ years,Other/Unknown,4.4,20,3.2
2020/21 Q4,South Lanarkshire,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,South Lanarkshire,Unknown,GP,0,0,0
2020/21 Q4,South Lanarkshire,Unknown,Care Home,0,0,0
2020/21 Q4,South Lanarkshire,Unknown,Self Referral,0,0,0
2020/21 Q4,South Lanarkshire,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Stirling,All Ages,999 Emergency Services,86.5,225,82.2
2020/21 Q4,Stirling,All Ages,GP,0,0,4.1
2020/21 Q4,Stirling,All Ages,Care Home,0,0,0
2020/21 Q4,Stirling,All Ages,Self Referral,9.6,25,9
2020/21 Q4,Stirling,All Ages,Other/Unknown,3.8,10,4.7
2020/21 Q4,Stirling,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Stirling,0-17 years,GP,0,0,0
2020/21 Q4,Stirling,0-17 years,Care Home,0,0,0
