time_period,financial_quarter,sending_location,age_group,hc_service_provider,nclient,percentage
Financial Quarter,2019/20 Q2,South Lanarkshire,0-17 years,Other,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,0-17 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,0-17 years,Private only,10,28.6
Financial Quarter,2019/20 Q2,South Lanarkshire,0-17 years,Third Sector,20,57.1
Financial Quarter,2019/20 Q2,South Lanarkshire,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,165,26.6
Financial Quarter,2019/20 Q2,South Lanarkshire,18-64 years,Other,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,18-64 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,18-64 years,Private only,325,52.4
Financial Quarter,2019/20 Q2,South Lanarkshire,18-64 years,Third Sector,190,30.6
Financial Quarter,2019/20 Q2,South Lanarkshire,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,335,55.4
Financial Quarter,2019/20 Q2,South Lanarkshire,65-74 years,Other,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,65-74 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,65-74 years,Private only,275,45.5
Financial Quarter,2019/20 Q2,South Lanarkshire,65-74 years,Third Sector,35,5.8
Financial Quarter,2019/20 Q2,South Lanarkshire,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,920,64.3
Financial Quarter,2019/20 Q2,South Lanarkshire,75-84 years,Other,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,75-84 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,75-84 years,Private only,595,41.6
Financial Quarter,2019/20 Q2,South Lanarkshire,75-84 years,Third Sector,15,1
Financial Quarter,2019/20 Q2,South Lanarkshire,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,1005,64.6
Financial Quarter,2019/20 Q2,South Lanarkshire,85+ years,Other,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,85+ years,Other Local Authority,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,85+ years,Private only,640,41.2
Financial Quarter,2019/20 Q2,South Lanarkshire,85+ years,Third Sector,10,0.6
Financial Quarter,2019/20 Q2,South Lanarkshire,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,Unknown,Other,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,Unknown,Other Local Authority,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,Unknown,Private only,0,0
Financial Quarter,2019/20 Q2,South Lanarkshire,Unknown,Third Sector,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,2450,57
Financial Quarter,2019/20 Q3,South Lanarkshire,All Ages,Other,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,All Ages,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,All Ages,Private only,1885,43.8
Financial Quarter,2019/20 Q3,South Lanarkshire,All Ages,Third Sector,265,6.2
Financial Quarter,2019/20 Q3,South Lanarkshire,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,5,14.3
Financial Quarter,2019/20 Q3,South Lanarkshire,0-17 years,Other,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,0-17 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,0-17 years,Private only,15,42.9
Financial Quarter,2019/20 Q3,South Lanarkshire,0-17 years,Third Sector,20,57.1
Financial Quarter,2019/20 Q3,South Lanarkshire,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,170,26.6
Financial Quarter,2019/20 Q3,South Lanarkshire,18-64 years,Other,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,18-64 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,18-64 years,Private only,340,53.1
Financial Quarter,2019/20 Q3,South Lanarkshire,18-64 years,Third Sector,190,29.7
Financial Quarter,2019/20 Q3,South Lanarkshire,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,365,57
Financial Quarter,2019/20 Q3,South Lanarkshire,65-74 years,Other,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,65-74 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,65-74 years,Private only,285,44.5
Financial Quarter,2019/20 Q3,South Lanarkshire,65-74 years,Third Sector,30,4.7
Financial Quarter,2019/20 Q3,South Lanarkshire,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,930,63.1
Financial Quarter,2019/20 Q3,South Lanarkshire,75-84 years,Other,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,75-84 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,75-84 years,Private only,620,42
Financial Quarter,2019/20 Q3,South Lanarkshire,75-84 years,Third Sector,15,1
Financial Quarter,2019/20 Q3,South Lanarkshire,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,980,64.9
Financial Quarter,2019/20 Q3,South Lanarkshire,85+ years,Other,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,85+ years,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,85+ years,Private only,625,41.4
Financial Quarter,2019/20 Q3,South Lanarkshire,85+ years,Third Sector,10,0.7
Financial Quarter,2019/20 Q3,South Lanarkshire,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,Unknown,Other,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,Unknown,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,Unknown,Private only,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,Unknown,Third Sector,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,2225,53
Financial Quarter,2019/20 Q4,South Lanarkshire,All Ages,Other,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,All Ages,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,All Ages,Private only,1970,46.9
Financial Quarter,2019/20 Q4,South Lanarkshire,All Ages,Third Sector,270,6.4
Financial Quarter,2019/20 Q4,South Lanarkshire,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,5,14.3
Financial Quarter,2019/20 Q4,South Lanarkshire,0-17 years,Other,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,0-17 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,0-17 years,Private only,15,42.9
Financial Quarter,2019/20 Q4,South Lanarkshire,0-17 years,Third Sector,20,57.1
Financial Quarter,2019/20 Q4,South Lanarkshire,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,160,25.2
Financial Quarter,2019/20 Q4,South Lanarkshire,18-64 years,Other,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,18-64 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,18-64 years,Private only,345,54.3
Financial Quarter,2019/20 Q4,South Lanarkshire,18-64 years,Third Sector,185,29.1
Financial Quarter,2019/20 Q4,South Lanarkshire,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,335,52.3
Financial Quarter,2019/20 Q4,South Lanarkshire,65-74 years,Other,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,65-74 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,65-74 years,Private only,310,48.4
Financial Quarter,2019/20 Q4,South Lanarkshire,65-74 years,Third Sector,35,5.5
Financial Quarter,2019/20 Q4,South Lanarkshire,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,855,59
Financial Quarter,2019/20 Q4,South Lanarkshire,75-84 years,Other,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,75-84 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,75-84 years,Private only,650,44.8
Financial Quarter,2019/20 Q4,South Lanarkshire,75-84 years,Third Sector,20,1.4
Financial Quarter,2019/20 Q4,South Lanarkshire,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,875,60.8
Financial Quarter,2019/20 Q4,South Lanarkshire,85+ years,Other,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,85+ years,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,85+ years,Private only,655,45.5
Financial Quarter,2019/20 Q4,South Lanarkshire,85+ years,Third Sector,10,0.7
Financial Quarter,2019/20 Q4,South Lanarkshire,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,Unknown,Other,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,Unknown,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,Unknown,Private only,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,Unknown,Third Sector,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,1875,45.3
Financial Quarter,2020/21 Q1,South Lanarkshire,All Ages,Other,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,All Ages,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,All Ages,Private only,2205,53.3
Financial Quarter,2020/21 Q1,South Lanarkshire,All Ages,Third Sector,265,6.4
Financial Quarter,2020/21 Q1,South Lanarkshire,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,0-17 years,Other,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,0-17 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,0-17 years,Private only,10,40
Financial Quarter,2020/21 Q1,South Lanarkshire,0-17 years,Third Sector,15,60
Financial Quarter,2020/21 Q1,South Lanarkshire,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,125,20.2
Financial Quarter,2020/21 Q1,South Lanarkshire,18-64 years,Other,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,18-64 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,18-64 years,Private only,360,58.1
Financial Quarter,2020/21 Q1,South Lanarkshire,18-64 years,Third Sector,185,29.8
Financial Quarter,2020/21 Q1,South Lanarkshire,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,230,39.7
Financial Quarter,2020/21 Q1,South Lanarkshire,65-74 years,Other,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,65-74 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,65-74 years,Private only,340,58.6
Financial Quarter,2020/21 Q1,South Lanarkshire,65-74 years,Third Sector,40,6.9
Financial Quarter,2020/21 Q1,South Lanarkshire,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,675,50.8
Financial Quarter,2020/21 Q1,South Lanarkshire,75-84 years,Other,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,75-84 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,75-84 years,Private only,700,52.6
Financial Quarter,2020/21 Q1,South Lanarkshire,75-84 years,Third Sector,20,1.5
Financial Quarter,2020/21 Q1,South Lanarkshire,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,840,53.3
Financial Quarter,2020/21 Q1,South Lanarkshire,85+ years,Other,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,85+ years,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,85+ years,Private only,800,50.8
Financial Quarter,2020/21 Q1,South Lanarkshire,85+ years,Third Sector,10,0.6
Financial Quarter,2020/21 Q1,South Lanarkshire,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,Unknown,Other,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,Unknown,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,Unknown,Private only,0,0
Financial Quarter,2020/21 Q1,South Lanarkshire,Unknown,Third Sector,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,1905,44.9
Financial Quarter,2020/21 Q2,South Lanarkshire,All Ages,Other,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,All Ages,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,All Ages,Private only,2285,53.8
Financial Quarter,2020/21 Q2,South Lanarkshire,All Ages,Third Sector,265,6.2
Financial Quarter,2020/21 Q2,South Lanarkshire,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,0-17 years,Other,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,0-17 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,0-17 years,Private only,10,40
Financial Quarter,2020/21 Q2,South Lanarkshire,0-17 years,Third Sector,15,60
Financial Quarter,2020/21 Q2,South Lanarkshire,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,120,19
Financial Quarter,2020/21 Q2,South Lanarkshire,18-64 years,Other,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,18-64 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,18-64 years,Private only,385,61.1
Financial Quarter,2020/21 Q2,South Lanarkshire,18-64 years,Third Sector,185,29.4
Financial Quarter,2020/21 Q2,South Lanarkshire,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,270,41.9
Financial Quarter,2020/21 Q2,South Lanarkshire,65-74 years,Other,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,65-74 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,65-74 years,Private only,370,57.4
Financial Quarter,2020/21 Q2,South Lanarkshire,65-74 years,Third Sector,35,5.4
Financial Quarter,2020/21 Q2,South Lanarkshire,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,670,48.7
Financial Quarter,2020/21 Q2,South Lanarkshire,75-84 years,Other,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,75-84 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,75-84 years,Private only,735,53.5
Financial Quarter,2020/21 Q2,South Lanarkshire,75-84 years,Third Sector,20,1.5
Financial Quarter,2020/21 Q2,South Lanarkshire,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,840,53.5
Financial Quarter,2020/21 Q2,South Lanarkshire,85+ years,Other,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,85+ years,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,85+ years,Private only,785,50
Financial Quarter,2020/21 Q2,South Lanarkshire,85+ years,Third Sector,10,0.6
Financial Quarter,2020/21 Q2,South Lanarkshire,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,Unknown,Other,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,Unknown,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,Unknown,Private only,0,0
Financial Quarter,2020/21 Q2,South Lanarkshire,Unknown,Third Sector,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,1925,44.7
Financial Quarter,2020/21 Q3,South Lanarkshire,All Ages,Other,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,All Ages,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,All Ages,Private only,2340,54.4
Financial Quarter,2020/21 Q3,South Lanarkshire,All Ages,Third Sector,270,6.3
Financial Quarter,2020/21 Q3,South Lanarkshire,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,0-17 years,Other,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,0-17 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,0-17 years,Private only,10,40
Financial Quarter,2020/21 Q3,South Lanarkshire,0-17 years,Third Sector,15,60
Financial Quarter,2020/21 Q3,South Lanarkshire,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,120,18
Financial Quarter,2020/21 Q3,South Lanarkshire,18-64 years,Other,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,18-64 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,18-64 years,Private only,405,60.9
Financial Quarter,2020/21 Q3,South Lanarkshire,18-64 years,Third Sector,190,28.6
Financial Quarter,2020/21 Q3,South Lanarkshire,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,290,42.6
Financial Quarter,2020/21 Q3,South Lanarkshire,65-74 years,Other,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,65-74 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,65-74 years,Private only,390,57.4
Financial Quarter,2020/21 Q3,South Lanarkshire,65-74 years,Third Sector,35,5.1
Financial Quarter,2020/21 Q3,South Lanarkshire,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,675,48.7
Financial Quarter,2020/21 Q3,South Lanarkshire,75-84 years,Other,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,75-84 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,75-84 years,Private only,755,54.5
Financial Quarter,2020/21 Q3,South Lanarkshire,75-84 years,Third Sector,15,1.1
Financial Quarter,2020/21 Q3,South Lanarkshire,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,835,53.9
Financial Quarter,2020/21 Q3,South Lanarkshire,85+ years,Other,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,85+ years,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,85+ years,Private only,780,50.3
Financial Quarter,2020/21 Q3,South Lanarkshire,85+ years,Third Sector,10,0.6
Financial Quarter,2020/21 Q3,South Lanarkshire,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,Unknown,Other,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,Unknown,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,Unknown,Private only,0,0
Financial Quarter,2020/21 Q3,South Lanarkshire,Unknown,Third Sector,0,0
Financial Quarter,2020/21 Q4,South Lanarkshire,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,2040,47.3
Financial Quarter,2020/21 Q4,South Lanarkshire,All Ages,Other,0,0
Financial Quarter,2020/21 Q4,South Lanarkshire,All Ages,Other Local Authority,0,0
