financial_quarter,sending_location,locality,age_group,measure,value
2020/21 Q3,East Renfrewshire,Eastwood,All Ages,Number of Hours,100720
2020/21 Q3,East Renfrewshire,Eastwood,0-17 years,"Rate per 1,000 Population",0
2020/21 Q3,East Renfrewshire,Eastwood,0-17 years,Number of People,0
2020/21 Q3,East Renfrewshire,Eastwood,0-17 years,Number of Hours,0
2020/21 Q3,East Renfrewshire,Eastwood,18-64 years,"Rate per 1,000 Population",2.2
2020/21 Q3,East Renfrewshire,Eastwood,18-64 years,Number of People,90
2020/21 Q3,East Renfrewshire,Eastwood,18-64 years,Number of Hours,14585
2020/21 Q3,East Renfrewshire,Eastwood,65-74 years,"Rate per 1,000 Population",17
2020/21 Q3,East Renfrewshire,Eastwood,65-74 years,Number of People,130
2020/21 Q3,East Renfrewshire,Eastwood,65-74 years,Number of Hours,17240
2020/21 Q3,East Renfrewshire,Eastwood,75-84 years,"Rate per 1,000 Population",55.1
2020/21 Q3,East Renfrewshire,Eastwood,75-84 years,Number of People,275
2020/21 Q3,East Renfrewshire,Eastwood,75-84 years,Number of Hours,25235
2020/21 Q3,East Renfrewshire,Eastwood,85+ years,"Rate per 1,000 Population",224.8
2020/21 Q3,East Renfrewshire,Eastwood,85+ years,Number of People,485
2020/21 Q3,East Renfrewshire,Eastwood,85+ years,Number of Hours,43660
2020/21 Q3,East Renfrewshire,Outside Partnership,All Ages,Number of People,35
2020/21 Q3,East Renfrewshire,Outside Partnership,All Ages,Number of Hours,3275
2020/21 Q3,East Renfrewshire,Outside Partnership,0-17 years,Number of People,0
2020/21 Q3,East Renfrewshire,Outside Partnership,0-17 years,Number of Hours,0
2020/21 Q3,East Renfrewshire,Outside Partnership,18-64 years,Number of People,5
2020/21 Q3,East Renfrewshire,Outside Partnership,18-64 years,Number of Hours,1090
2020/21 Q3,East Renfrewshire,Outside Partnership,65-74 years,Number of People,5
2020/21 Q3,East Renfrewshire,Outside Partnership,65-74 years,Number of Hours,230
2020/21 Q3,East Renfrewshire,Outside Partnership,75-84 years,Number of People,15
2020/21 Q3,East Renfrewshire,Outside Partnership,75-84 years,Number of Hours,850
2020/21 Q3,East Renfrewshire,Outside Partnership,85+ years,Number of People,15
2020/21 Q3,East Renfrewshire,Outside Partnership,85+ years,Number of Hours,1105
2020/21 Q3,Falkirk,Falkirk Central,All Ages,"Rate per 1,000 Population",16.4
2020/21 Q3,Falkirk,Falkirk Central,All Ages,Number of People,715
2020/21 Q3,Falkirk,Falkirk Central,All Ages,Number of Hours,59910
2020/21 Q3,Falkirk,Falkirk Central,0-17 years,"Rate per 1,000 Population",0.6
2020/21 Q3,Falkirk,Falkirk Central,0-17 years,Number of People,5
2020/21 Q3,Falkirk,Falkirk Central,0-17 years,Number of Hours,365
2020/21 Q3,Falkirk,Falkirk Central,18-64 years,"Rate per 1,000 Population",3.2
2020/21 Q3,Falkirk,Falkirk Central,18-64 years,Number of People,90
2020/21 Q3,Falkirk,Falkirk Central,18-64 years,Number of Hours,9025
2020/21 Q3,Falkirk,Falkirk Central,65-74 years,"Rate per 1,000 Population",26.9
2020/21 Q3,Falkirk,Falkirk Central,65-74 years,Number of People,125
2020/21 Q3,Falkirk,Falkirk Central,65-74 years,Number of Hours,8105
2020/21 Q3,Falkirk,Falkirk Central,75-84 years,"Rate per 1,000 Population",78
2020/21 Q3,Falkirk,Falkirk Central,75-84 years,Number of People,220
2020/21 Q3,Falkirk,Falkirk Central,75-84 years,Number of Hours,18350
2020/21 Q3,Falkirk,Falkirk Central,85+ years,"Rate per 1,000 Population",247.8
2020/21 Q3,Falkirk,Falkirk Central,85+ years,Number of People,280
2020/21 Q3,Falkirk,Falkirk Central,85+ years,Number of Hours,24065
2020/21 Q3,Falkirk,Falkirk East,All Ages,"Rate per 1,000 Population",11
2020/21 Q3,Falkirk,Falkirk East,All Ages,Number of People,750
2020/21 Q3,Falkirk,Falkirk East,All Ages,Number of Hours,56015
2020/21 Q3,Falkirk,Falkirk East,0-17 years,"Rate per 1,000 Population",0.3
2020/21 Q3,Falkirk,Falkirk East,0-17 years,Number of People,5
2020/21 Q3,Falkirk,Falkirk East,0-17 years,Number of Hours,280
2020/21 Q3,Falkirk,Falkirk East,18-64 years,"Rate per 1,000 Population",2.1
2020/21 Q3,Falkirk,Falkirk East,18-64 years,Number of People,85
2020/21 Q3,Falkirk,Falkirk East,18-64 years,Number of Hours,6095
2020/21 Q3,Falkirk,Falkirk East,65-74 years,"Rate per 1,000 Population",13.2
2020/21 Q3,Falkirk,Falkirk East,65-74 years,Number of People,100
2020/21 Q3,Falkirk,Falkirk East,65-74 years,Number of Hours,8295
2020/21 Q3,Falkirk,Falkirk East,75-84 years,"Rate per 1,000 Population",62.5
2020/21 Q3,Falkirk,Falkirk East,75-84 years,Number of People,265
2020/21 Q3,Falkirk,Falkirk East,75-84 years,Number of Hours,18890
2020/21 Q3,Falkirk,Falkirk East,85+ years,"Rate per 1,000 Population",210.1
2020/21 Q3,Falkirk,Falkirk East,85+ years,Number of People,295
2020/21 Q3,Falkirk,Falkirk East,85+ years,Number of Hours,22455
2020/21 Q3,Falkirk,Falkirk West,All Ages,"Rate per 1,000 Population",10.6
2020/21 Q3,Falkirk,Falkirk West,All Ages,Number of People,520
2020/21 Q3,Falkirk,Falkirk West,All Ages,Number of Hours,44990
2020/21 Q3,Falkirk,Falkirk West,0-17 years,"Rate per 1,000 Population",0.4
2020/21 Q3,Falkirk,Falkirk West,0-17 years,Number of People,5
2020/21 Q3,Falkirk,Falkirk West,0-17 years,Number of Hours,425
2020/21 Q3,Falkirk,Falkirk West,18-64 years,"Rate per 1,000 Population",1.9
2020/21 Q3,Falkirk,Falkirk West,18-64 years,Number of People,55
2020/21 Q3,Falkirk,Falkirk West,18-64 years,Number of Hours,4880
2020/21 Q3,Falkirk,Falkirk West,65-74 years,"Rate per 1,000 Population",17.4
2020/21 Q3,Falkirk,Falkirk West,65-74 years,Number of People,90
2020/21 Q3,Falkirk,Falkirk West,65-74 years,Number of Hours,9115
2020/21 Q3,Falkirk,Falkirk West,75-84 years,"Rate per 1,000 Population",59.2
2020/21 Q3,Falkirk,Falkirk West,75-84 years,Number of People,165
2020/21 Q3,Falkirk,Falkirk West,75-84 years,Number of Hours,12855
2020/21 Q3,Falkirk,Falkirk West,85+ years,"Rate per 1,000 Population",213
2020/21 Q3,Falkirk,Falkirk West,85+ years,Number of People,200
2020/21 Q3,Falkirk,Falkirk West,85+ years,Number of Hours,17710
2020/21 Q3,Falkirk,Outside Partnership,All Ages,Number of People,10
2020/21 Q3,Falkirk,Outside Partnership,All Ages,Number of Hours,820
2020/21 Q3,Falkirk,Outside Partnership,0-17 years,Number of People,0
2020/21 Q3,Falkirk,Outside Partnership,0-17 years,Number of Hours,0
2020/21 Q3,Falkirk,Outside Partnership,18-64 years,Number of People,0
2020/21 Q3,Falkirk,Outside Partnership,18-64 years,Number of Hours,0
2020/21 Q3,Falkirk,Outside Partnership,65-74 years,Number of People,5
2020/21 Q3,Falkirk,Outside Partnership,65-74 years,Number of Hours,330
2020/21 Q3,Falkirk,Outside Partnership,75-84 years,Number of People,0
2020/21 Q3,Falkirk,Outside Partnership,75-84 years,Number of Hours,120
2020/21 Q3,Falkirk,Outside Partnership,85+ years,Number of People,5
2020/21 Q3,Falkirk,Outside Partnership,85+ years,Number of Hours,375
2020/21 Q3,Fife,City of Dunfermline,All Ages,"Rate per 1,000 Population",8.2
2020/21 Q3,Fife,City of Dunfermline,All Ages,Number of People,485
2020/21 Q3,Fife,City of Dunfermline,All Ages,Number of Hours,144440
2020/21 Q3,Fife,City of Dunfermline,0-17 years,"Rate per 1,000 Population",0.2
2020/21 Q3,Fife,City of Dunfermline,0-17 years,Number of People,0
2020/21 Q3,Fife,City of Dunfermline,0-17 years,Number of Hours,165
2020/21 Q3,Fife,City of Dunfermline,18-64 years,"Rate per 1,000 Population",4.6
2020/21 Q3,Fife,City of Dunfermline,18-64 years,Number of People,165
2020/21 Q3,Fife,City of Dunfermline,18-64 years,Number of Hours,101245
2020/21 Q3,Fife,City of Dunfermline,65-74 years,"Rate per 1,000 Population",12.1
2020/21 Q3,Fife,City of Dunfermline,65-74 years,Number of People,75
2020/21 Q3,Fife,City of Dunfermline,65-74 years,Number of Hours,11025
2020/21 Q3,Fife,City of Dunfermline,75-84 years,"Rate per 1,000 Population",32.1
2020/21 Q3,Fife,City of Dunfermline,75-84 years,Number of People,110
2020/21 Q3,Fife,City of Dunfermline,75-84 years,Number of Hours,17040
2020/21 Q3,Fife,City of Dunfermline,85+ years,"Rate per 1,000 Population",113.7
2020/21 Q3,Fife,City of Dunfermline,85+ years,Number of People,135
2020/21 Q3,Fife,City of Dunfermline,85+ years,Number of Hours,14965
2020/21 Q3,Fife,Cowdenbeath,All Ages,"Rate per 1,000 Population",11.4
2020/21 Q3,Fife,Cowdenbeath,All Ages,Number of People,470
2020/21 Q3,Fife,Cowdenbeath,All Ages,Number of Hours,125110
2020/21 Q3,Fife,Cowdenbeath,0-17 years,"Rate per 1,000 Population",0.2
2020/21 Q3,Fife,Cowdenbeath,0-17 years,Number of People,0
2020/21 Q3,Fife,Cowdenbeath,0-17 years,Number of Hours,155
2020/21 Q3,Fife,Cowdenbeath,18-64 years,"Rate per 1,000 Population",6.2
2020/21 Q3,Fife,Cowdenbeath,18-64 years,Number of People,155
2020/21 Q3,Fife,Cowdenbeath,18-64 years,Number of Hours,83650
2020/21 Q3,Fife,Cowdenbeath,65-74 years,"Rate per 1,000 Population",15.2
2020/21 Q3,Fife,Cowdenbeath,65-74 years,Number of People,70
2020/21 Q3,Fife,Cowdenbeath,65-74 years,Number of Hours,11480
2020/21 Q3,Fife,Cowdenbeath,75-84 years,"Rate per 1,000 Population",45.7
2020/21 Q3,Fife,Cowdenbeath,75-84 years,Number of People,120
2020/21 Q3,Fife,Cowdenbeath,75-84 years,Number of Hours,15675
2020/21 Q3,Fife,Cowdenbeath,85+ years,"Rate per 1,000 Population",127.1
2020/21 Q3,Fife,Cowdenbeath,85+ years,Number of People,125
2020/21 Q3,Fife,Cowdenbeath,85+ years,Number of Hours,14145
2020/21 Q3,Fife,Glenrothes,All Ages,"Rate per 1,000 Population",12.1
2020/21 Q3,Fife,Glenrothes,All Ages,Number of People,605
2020/21 Q3,Fife,Glenrothes,All Ages,Number of Hours,158020
2020/21 Q3,Fife,Glenrothes,0-17 years,"Rate per 1,000 Population",0.1
2020/21 Q3,Fife,Glenrothes,0-17 years,Number of People,0
2020/21 Q3,Fife,Glenrothes,0-17 years,Number of Hours,25
2020/21 Q3,Fife,Glenrothes,18-64 years,"Rate per 1,000 Population",7.4
2020/21 Q3,Fife,Glenrothes,18-64 years,Number of People,220
2020/21 Q3,Fife,Glenrothes,18-64 years,Number of Hours,103360
2020/21 Q3,Fife,Glenrothes,65-74 years,"Rate per 1,000 Population",15.2
2020/21 Q3,Fife,Glenrothes,65-74 years,Number of People,90
2020/21 Q3,Fife,Glenrothes,65-74 years,Number of Hours,16025
2020/21 Q3,Fife,Glenrothes,75-84 years,"Rate per 1,000 Population",42.1
2020/21 Q3,Fife,Glenrothes,75-84 years,Number of People,140
2020/21 Q3,Fife,Glenrothes,75-84 years,Number of Hours,19255
2020/21 Q3,Fife,Glenrothes,85+ years,"Rate per 1,000 Population",134
2020/21 Q3,Fife,Glenrothes,85+ years,Number of People,155
2020/21 Q3,Fife,Glenrothes,85+ years,Number of Hours,19355
2020/21 Q3,Fife,Kirkcaldy,All Ages,"Rate per 1,000 Population",11.1
2020/21 Q3,Fife,Kirkcaldy,All Ages,Number of People,670
2020/21 Q3,Fife,Kirkcaldy,All Ages,Number of Hours,121045
2020/21 Q3,Fife,Kirkcaldy,0-17 years,"Rate per 1,000 Population",0.2
2020/21 Q3,Fife,Kirkcaldy,0-17 years,Number of People,5
2020/21 Q3,Fife,Kirkcaldy,0-17 years,Number of Hours,530
2020/21 Q3,Fife,Kirkcaldy,18-64 years,"Rate per 1,000 Population",5.3
2020/21 Q3,Fife,Kirkcaldy,18-64 years,Number of People,185
2020/21 Q3,Fife,Kirkcaldy,18-64 years,Number of Hours,59535
2020/21 Q3,Fife,Kirkcaldy,65-74 years,"Rate per 1,000 Population",14.5
2020/21 Q3,Fife,Kirkcaldy,65-74 years,Number of People,100
2020/21 Q3,Fife,Kirkcaldy,65-74 years,Number of Hours,15570
2020/21 Q3,Fife,Kirkcaldy,75-84 years,"Rate per 1,000 Population",43.5
2020/21 Q3,Fife,Kirkcaldy,75-84 years,Number of People,180
2020/21 Q3,Fife,Kirkcaldy,75-84 years,Number of Hours,23335
2020/21 Q3,Fife,Kirkcaldy,85+ years,"Rate per 1,000 Population",120.9
2020/21 Q3,Fife,Kirkcaldy,85+ years,Number of People,200
2020/21 Q3,Fife,Kirkcaldy,85+ years,Number of Hours,22070
2020/21 Q3,Fife,Levenmouth,All Ages,"Rate per 1,000 Population",13
2020/21 Q3,Fife,Levenmouth,All Ages,Number of People,490
2020/21 Q3,Fife,Levenmouth,All Ages,Number of Hours,88165
2020/21 Q3,Fife,Levenmouth,0-17 years,"Rate per 1,000 Population",0.1
2020/21 Q3,Fife,Levenmouth,0-17 years,Number of People,0
2020/21 Q3,Fife,Levenmouth,0-17 years,Number of Hours,135
2020/21 Q3,Fife,Levenmouth,18-64 years,"Rate per 1,000 Population",5.7
2020/21 Q3,Fife,Levenmouth,18-64 years,Number of People,125
2020/21 Q3,Fife,Levenmouth,18-64 years,Number of Hours,39870
2020/21 Q3,Fife,Levenmouth,65-74 years,"Rate per 1,000 Population",16.8
2020/21 Q3,Fife,Levenmouth,65-74 years,Number of People,80
2020/21 Q3,Fife,Levenmouth,65-74 years,Number of Hours,11595
2020/21 Q3,Fife,Levenmouth,75-84 years,"Rate per 1,000 Population",53
2020/21 Q3,Fife,Levenmouth,75-84 years,Number of People,150
2020/21 Q3,Fife,Levenmouth,75-84 years,Number of Hours,21520
2020/21 Q3,Fife,Levenmouth,85+ years,"Rate per 1,000 Population",135.1
2020/21 Q3,Fife,Levenmouth,85+ years,Number of People,140
2020/21 Q3,Fife,Levenmouth,85+ years,Number of Hours,15045
2020/21 Q3,Fife,North East Fife,All Ages,"Rate per 1,000 Population",7.7
2020/21 Q3,Fife,North East Fife,All Ages,Number of People,585
2020/21 Q3,Fife,North East Fife,All Ages,Number of Hours,123995
2020/21 Q3,Fife,North East Fife,0-17 years,"Rate per 1,000 Population",0.2
2020/21 Q3,Fife,North East Fife,0-17 years,Number of People,0
2020/21 Q3,Fife,North East Fife,0-17 years,Number of Hours,1040
2020/21 Q3,Fife,North East Fife,18-64 years,"Rate per 1,000 Population",2.5
2020/21 Q3,Fife,North East Fife,18-64 years,Number of People,115
2020/21 Q3,Fife,North East Fife,18-64 years,Number of Hours,57770
2020/21 Q3,Fife,North East Fife,65-74 years,"Rate per 1,000 Population",8.6
2020/21 Q3,Fife,North East Fife,65-74 years,Number of People,80
2020/21 Q3,Fife,North East Fife,65-74 years,Number of Hours,20305
2020/21 Q3,Fife,North East Fife,75-84 years,"Rate per 1,000 Population",27.7
2020/21 Q3,Fife,North East Fife,75-84 years,Number of People,160
2020/21 Q3,Fife,North East Fife,75-84 years,Number of Hours,20420
2020/21 Q3,Fife,North East Fife,85+ years,"Rate per 1,000 Population",104.5
2020/21 Q3,Fife,North East Fife,85+ years,Number of People,225
2020/21 Q3,Fife,North East Fife,85+ years,Number of Hours,24460
2020/21 Q3,Fife,Outside Partnership,All Ages,Number of People,25
2020/21 Q3,Fife,Outside Partnership,All Ages,Number of Hours,9385
2020/21 Q3,Fife,Outside Partnership,0-17 years,Number of People,0
2020/21 Q3,Fife,Outside Partnership,0-17 years,Number of Hours,0
2020/21 Q3,Fife,Outside Partnership,18-64 years,Number of People,10
2020/21 Q3,Fife,Outside Partnership,18-64 years,Number of Hours,7970
2020/21 Q3,Fife,Outside Partnership,65-74 years,Number of People,0
2020/21 Q3,Fife,Outside Partnership,65-74 years,Number of Hours,90
2020/21 Q3,Fife,Outside Partnership,75-84 years,Number of People,5
2020/21 Q3,Fife,Outside Partnership,75-84 years,Number of Hours,620
2020/21 Q3,Fife,Outside Partnership,85+ years,Number of People,10
2020/21 Q3,Fife,Outside Partnership,85+ years,Number of Hours,705
2020/21 Q3,Fife,South West Fife,All Ages,"Rate per 1,000 Population",7.8
2020/21 Q3,Fife,South West Fife,All Ages,Number of People,390
2020/21 Q3,Fife,South West Fife,All Ages,Number of Hours,64965
2020/21 Q3,Fife,South West Fife,0-17 years,"Rate per 1,000 Population",0.2
2020/21 Q3,Fife,South West Fife,0-17 years,Number of People,0
2020/21 Q3,Fife,South West Fife,0-17 years,Number of Hours,215
2020/21 Q3,Fife,South West Fife,18-64 years,"Rate per 1,000 Population",2.9
2020/21 Q3,Fife,South West Fife,18-64 years,Number of People,85
2020/21 Q3,Fife,South West Fife,18-64 years,Number of Hours,23850
2020/21 Q3,Fife,South West Fife,65-74 years,"Rate per 1,000 Population",8.5
2020/21 Q3,Fife,South West Fife,65-74 years,Number of People,50
2020/21 Q3,Fife,South West Fife,65-74 years,Number of Hours,10630
2020/21 Q3,Fife,South West Fife,75-84 years,"Rate per 1,000 Population",36.1
2020/21 Q3,Fife,South West Fife,75-84 years,Number of People,120
2020/21 Q3,Fife,South West Fife,75-84 years,Number of Hours,16290
2020/21 Q3,Fife,South West Fife,85+ years,"Rate per 1,000 Population",131.8
2020/21 Q3,Fife,South West Fife,85+ years,Number of People,130
2020/21 Q3,Fife,South West Fife,85+ years,Number of Hours,13985
2020/21 Q3,Glasgow City,Glasgow North East,All Ages,"Rate per 1,000 Population",10.6
2020/21 Q3,Glasgow City,Glasgow North East,All Ages,Number of People,2025
2020/21 Q3,Glasgow City,Glasgow North East,All Ages,Number of Hours,189125
2020/21 Q3,Glasgow City,Glasgow North East,0-17 years,"Rate per 1,000 Population",0
2020/21 Q3,Glasgow City,Glasgow North East,0-17 years,Number of People,0
2020/21 Q3,Glasgow City,Glasgow North East,0-17 years,Number of Hours,45
2020/21 Q3,Glasgow City,Glasgow North East,18-64 years,"Rate per 1,000 Population",1.9
2020/21 Q3,Glasgow City,Glasgow North East,18-64 years,Number of People,250
2020/21 Q3,Glasgow City,Glasgow North East,18-64 years,Number of Hours,19235
2020/21 Q3,Glasgow City,Glasgow North East,65-74 years,"Rate per 1,000 Population",25
2020/21 Q3,Glasgow City,Glasgow North East,65-74 years,Number of People,355
2020/21 Q3,Glasgow City,Glasgow North East,65-74 years,Number of Hours,31525
2020/21 Q3,Glasgow City,Glasgow North East,75-84 years,"Rate per 1,000 Population",85.9
2020/21 Q3,Glasgow City,Glasgow North East,75-84 years,Number of People,710
2020/21 Q3,Glasgow City,Glasgow North East,75-84 years,Number of Hours,64610
2020/21 Q3,Glasgow City,Glasgow North East,85+ years,"Rate per 1,000 Population",214.8
2020/21 Q3,Glasgow City,Glasgow North East,85+ years,Number of People,710
2020/21 Q3,Glasgow City,Glasgow North East,85+ years,Number of Hours,73710
2020/21 Q3,Glasgow City,Glasgow North West,All Ages,"Rate per 1,000 Population",9.1
2020/21 Q3,Glasgow City,Glasgow North West,All Ages,Number of People,1965
2020/21 Q3,Glasgow City,Glasgow North West,All Ages,Number of Hours,180665
2020/21 Q3,Glasgow City,Glasgow North West,0-17 years,"Rate per 1,000 Population",0.2
2020/21 Q3,Glasgow City,Glasgow North West,0-17 years,Number of People,5
2020/21 Q3,Glasgow City,Glasgow North West,0-17 years,Number of Hours,370
2020/21 Q3,Glasgow City,Glasgow North West,18-64 years,"Rate per 1,000 Population",1.5
2020/21 Q3,Glasgow City,Glasgow North West,18-64 years,Number of People,235
2020/21 Q3,Glasgow City,Glasgow North West,18-64 years,Number of Hours,17275
2020/21 Q3,Glasgow City,Glasgow North West,65-74 years,"Rate per 1,000 Population",23
2020/21 Q3,Glasgow City,Glasgow North West,65-74 years,Number of People,350
2020/21 Q3,Glasgow City,Glasgow North West,65-74 years,Number of Hours,29375
2020/21 Q3,Glasgow City,Glasgow North West,75-84 years,"Rate per 1,000 Population",80.5
2020/21 Q3,Glasgow City,Glasgow North West,75-84 years,Number of People,675
2020/21 Q3,Glasgow City,Glasgow North West,75-84 years,Number of Hours,61320
2020/21 Q3,Glasgow City,Glasgow North West,85+ years,"Rate per 1,000 Population",199
2020/21 Q3,Glasgow City,Glasgow North West,85+ years,Number of People,700
2020/21 Q3,Glasgow City,Glasgow North West,85+ years,Number of Hours,72325
2020/21 Q3,Glasgow City,Glasgow South,All Ages,"Rate per 1,000 Population",11.1
