financial_year,sending_location,service,age_group,living_alone_status,la_status_nclient,propn_la_status_nclient
2019/20,Orkney Islands,Telecare only,65-74 years,Not Recorded,0,0
2019/20,Orkney Islands,Telecare only,75-84 years,Living Alone,0,0
2019/20,Orkney Islands,Telecare only,75-84 years,Not Living Alone,0,0
2019/20,Orkney Islands,Telecare only,75-84 years,Unknown,5,100
2019/20,Orkney Islands,Telecare only,75-84 years,Not Recorded,0,0
2019/20,Orkney Islands,Telecare only,85+ years,Living Alone,0,0
2019/20,Orkney Islands,Telecare only,85+ years,Not Living Alone,0,0
2019/20,Orkney Islands,Telecare only,85+ years,Unknown,0,0
2019/20,Orkney Islands,Telecare only,85+ years,Not Recorded,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,All Ages,Living Alone,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,All Ages,Not Living Alone,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,All Ages,Unknown,110,100
2019/20,Orkney Islands,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,18-64 years,Living Alone,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,18-64 years,Unknown,25,100
2019/20,Orkney Islands,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,65-74 years,Living Alone,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,65-74 years,Not Living Alone,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,65-74 years,Unknown,10,100
2019/20,Orkney Islands,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,75-84 years,Living Alone,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,75-84 years,Not Living Alone,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,75-84 years,Unknown,20,100
2019/20,Orkney Islands,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,85+ years,Living Alone,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,85+ years,Not Living Alone,0,0
2019/20,Orkney Islands,Receiving both community alarm and telecare,85+ years,Unknown,55,100
2019/20,Orkney Islands,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,All Ages,Living Alone,5,0.6
2019/20,Orkney Islands,Total community alarms and/or telecare,All Ages,Not Living Alone,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,All Ages,Unknown,890,99.4
2019/20,Orkney Islands,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,0-17 years,Unknown,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,18-64 years,Living Alone,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,18-64 years,Not Living Alone,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,18-64 years,Unknown,120,100
2019/20,Orkney Islands,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,65-74 years,Living Alone,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,65-74 years,Not Living Alone,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,65-74 years,Unknown,135,100
2019/20,Orkney Islands,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,75-84 years,Living Alone,5,1.4
2019/20,Orkney Islands,Total community alarms and/or telecare,75-84 years,Not Living Alone,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,75-84 years,Unknown,340,98.6
2019/20,Orkney Islands,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,85+ years,Living Alone,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,85+ years,Not Living Alone,0,0
2019/20,Orkney Islands,Total community alarms and/or telecare,85+ years,Unknown,295,100
2019/20,Orkney Islands,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2018/19,Perth and Kinross,Community alarm only,All Ages,Living Alone,165,8
2018/19,Perth and Kinross,Community alarm only,All Ages,Not Living Alone,1900,92
2018/19,Perth and Kinross,Community alarm only,All Ages,Unknown,0,0
2018/19,Perth and Kinross,Community alarm only,All Ages,Not Recorded,0,0
2018/19,Perth and Kinross,Community alarm only,0-17 years,Living Alone,0,0
2018/19,Perth and Kinross,Community alarm only,0-17 years,Not Living Alone,0,0
2018/19,Perth and Kinross,Community alarm only,0-17 years,Unknown,0,0
2018/19,Perth and Kinross,Community alarm only,0-17 years,Not Recorded,0,0
2018/19,Perth and Kinross,Community alarm only,18-64 years,Living Alone,20,7.5
2018/19,Perth and Kinross,Community alarm only,18-64 years,Not Living Alone,245,92.5
2018/19,Perth and Kinross,Community alarm only,18-64 years,Unknown,0,0
2018/19,Perth and Kinross,Community alarm only,18-64 years,Not Recorded,0,0
2018/19,Perth and Kinross,Community alarm only,65-74 years,Living Alone,15,6.1
2018/19,Perth and Kinross,Community alarm only,65-74 years,Not Living Alone,230,93.9
2018/19,Perth and Kinross,Community alarm only,65-74 years,Unknown,0,0
2018/19,Perth and Kinross,Community alarm only,65-74 years,Not Recorded,0,0
2018/19,Perth and Kinross,Community alarm only,75-84 years,Living Alone,55,8
2018/19,Perth and Kinross,Community alarm only,75-84 years,Not Living Alone,630,92
2018/19,Perth and Kinross,Community alarm only,75-84 years,Unknown,0,0
2018/19,Perth and Kinross,Community alarm only,75-84 years,Not Recorded,0,0
2018/19,Perth and Kinross,Community alarm only,85+ years,Living Alone,80,9.1
2018/19,Perth and Kinross,Community alarm only,85+ years,Not Living Alone,800,90.9
2018/19,Perth and Kinross,Community alarm only,85+ years,Unknown,0,0
2018/19,Perth and Kinross,Community alarm only,85+ years,Not Recorded,0,0
2018/19,Perth and Kinross,Telecare only,All Ages,Living Alone,20,11.1
2018/19,Perth and Kinross,Telecare only,All Ages,Not Living Alone,160,88.9
2018/19,Perth and Kinross,Telecare only,All Ages,Unknown,0,0
2018/19,Perth and Kinross,Telecare only,All Ages,Not Recorded,0,0
2018/19,Perth and Kinross,Telecare only,0-17 years,Living Alone,0,0
2018/19,Perth and Kinross,Telecare only,0-17 years,Not Living Alone,0,0
2018/19,Perth and Kinross,Telecare only,0-17 years,Unknown,0,0
2018/19,Perth and Kinross,Telecare only,0-17 years,Not Recorded,0,0
2018/19,Perth and Kinross,Telecare only,18-64 years,Living Alone,0,0
2018/19,Perth and Kinross,Telecare only,18-64 years,Not Living Alone,15,100
2018/19,Perth and Kinross,Telecare only,18-64 years,Unknown,0,0
2018/19,Perth and Kinross,Telecare only,18-64 years,Not Recorded,0,0
2018/19,Perth and Kinross,Telecare only,65-74 years,Living Alone,5,9.1
2018/19,Perth and Kinross,Telecare only,65-74 years,Not Living Alone,50,90.9
2018/19,Perth and Kinross,Telecare only,65-74 years,Unknown,0,0
2018/19,Perth and Kinross,Telecare only,65-74 years,Not Recorded,0,0
2018/19,Perth and Kinross,Telecare only,75-84 years,Living Alone,0,0
2018/19,Perth and Kinross,Telecare only,75-84 years,Not Living Alone,60,100
2018/19,Perth and Kinross,Telecare only,75-84 years,Unknown,0,0
2018/19,Perth and Kinross,Telecare only,75-84 years,Not Recorded,0,0
2018/19,Perth and Kinross,Telecare only,85+ years,Living Alone,10,22.2
2018/19,Perth and Kinross,Telecare only,85+ years,Not Living Alone,35,77.8
2018/19,Perth and Kinross,Telecare only,85+ years,Unknown,0,0
2018/19,Perth and Kinross,Telecare only,85+ years,Not Recorded,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,All Ages,Living Alone,110,8
2018/19,Perth and Kinross,Receiving both community alarm and telecare,All Ages,Not Living Alone,1260,92
2018/19,Perth and Kinross,Receiving both community alarm and telecare,All Ages,Unknown,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,18-64 years,Living Alone,15,11.5
2018/19,Perth and Kinross,Receiving both community alarm and telecare,18-64 years,Not Living Alone,115,88.5
2018/19,Perth and Kinross,Receiving both community alarm and telecare,18-64 years,Unknown,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,65-74 years,Living Alone,5,3.1
2018/19,Perth and Kinross,Receiving both community alarm and telecare,65-74 years,Not Living Alone,155,96.9
2018/19,Perth and Kinross,Receiving both community alarm and telecare,65-74 years,Unknown,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,75-84 years,Living Alone,35,7.4
2018/19,Perth and Kinross,Receiving both community alarm and telecare,75-84 years,Not Living Alone,435,92.6
2018/19,Perth and Kinross,Receiving both community alarm and telecare,75-84 years,Unknown,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,85+ years,Living Alone,50,8.3
2018/19,Perth and Kinross,Receiving both community alarm and telecare,85+ years,Not Living Alone,550,91.7
2018/19,Perth and Kinross,Receiving both community alarm and telecare,85+ years,Unknown,0,0
2018/19,Perth and Kinross,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,All Ages,Living Alone,295,8.1
2018/19,Perth and Kinross,Total community alarms and/or telecare,All Ages,Not Living Alone,3325,91.9
2018/19,Perth and Kinross,Total community alarms and/or telecare,All Ages,Unknown,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,0-17 years,Unknown,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,18-64 years,Living Alone,40,9.6
2018/19,Perth and Kinross,Total community alarms and/or telecare,18-64 years,Not Living Alone,375,90.4
2018/19,Perth and Kinross,Total community alarms and/or telecare,18-64 years,Unknown,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,65-74 years,Living Alone,25,5.4
2018/19,Perth and Kinross,Total community alarms and/or telecare,65-74 years,Not Living Alone,435,94.6
2018/19,Perth and Kinross,Total community alarms and/or telecare,65-74 years,Unknown,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,75-84 years,Living Alone,90,7.4
2018/19,Perth and Kinross,Total community alarms and/or telecare,75-84 years,Not Living Alone,1125,92.6
2018/19,Perth and Kinross,Total community alarms and/or telecare,75-84 years,Unknown,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,85+ years,Living Alone,140,9.2
2018/19,Perth and Kinross,Total community alarms and/or telecare,85+ years,Not Living Alone,1385,90.8
2018/19,Perth and Kinross,Total community alarms and/or telecare,85+ years,Unknown,0,0
2018/19,Perth and Kinross,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2019/20,Perth and Kinross,Community alarm only,All Ages,Living Alone,200,8.5
2019/20,Perth and Kinross,Community alarm only,All Ages,Not Living Alone,2155,91.5
2019/20,Perth and Kinross,Community alarm only,All Ages,Unknown,0,0
2019/20,Perth and Kinross,Community alarm only,All Ages,Not Recorded,0,0
2019/20,Perth and Kinross,Community alarm only,0-17 years,Living Alone,0,0
2019/20,Perth and Kinross,Community alarm only,0-17 years,Not Living Alone,0,0
2019/20,Perth and Kinross,Community alarm only,0-17 years,Unknown,0,0
2019/20,Perth and Kinross,Community alarm only,0-17 years,Not Recorded,0,0
2019/20,Perth and Kinross,Community alarm only,18-64 years,Living Alone,30,8.7
2019/20,Perth and Kinross,Community alarm only,18-64 years,Not Living Alone,315,91.3
2019/20,Perth and Kinross,Community alarm only,18-64 years,Unknown,0,0
2019/20,Perth and Kinross,Community alarm only,18-64 years,Not Recorded,0,0
2019/20,Perth and Kinross,Community alarm only,65-74 years,Living Alone,25,8.9
2019/20,Perth and Kinross,Community alarm only,65-74 years,Not Living Alone,255,91.1
2019/20,Perth and Kinross,Community alarm only,65-74 years,Unknown,0,0
2019/20,Perth and Kinross,Community alarm only,65-74 years,Not Recorded,0,0
2019/20,Perth and Kinross,Community alarm only,75-84 years,Living Alone,50,6.8
2019/20,Perth and Kinross,Community alarm only,75-84 years,Not Living Alone,690,93.2
2019/20,Perth and Kinross,Community alarm only,75-84 years,Unknown,0,0
2019/20,Perth and Kinross,Community alarm only,75-84 years,Not Recorded,0,0
2019/20,Perth and Kinross,Community alarm only,85+ years,Living Alone,95,9.6
2019/20,Perth and Kinross,Community alarm only,85+ years,Not Living Alone,895,90.4
2019/20,Perth and Kinross,Community alarm only,85+ years,Unknown,0,0
2019/20,Perth and Kinross,Community alarm only,85+ years,Not Recorded,0,0
2019/20,Perth and Kinross,Telecare only,All Ages,Living Alone,20,10
2019/20,Perth and Kinross,Telecare only,All Ages,Not Living Alone,180,90
2019/20,Perth and Kinross,Telecare only,All Ages,Unknown,0,0
2019/20,Perth and Kinross,Telecare only,All Ages,Not Recorded,0,0
2019/20,Perth and Kinross,Telecare only,0-17 years,Living Alone,0,0
2019/20,Perth and Kinross,Telecare only,0-17 years,Not Living Alone,0,0
2019/20,Perth and Kinross,Telecare only,0-17 years,Unknown,0,0
2019/20,Perth and Kinross,Telecare only,0-17 years,Not Recorded,0,0
2019/20,Perth and Kinross,Telecare only,18-64 years,Living Alone,0,0
2019/20,Perth and Kinross,Telecare only,18-64 years,Not Living Alone,15,100
2019/20,Perth and Kinross,Telecare only,18-64 years,Unknown,0,0
2019/20,Perth and Kinross,Telecare only,18-64 years,Not Recorded,0,0
2019/20,Perth and Kinross,Telecare only,65-74 years,Living Alone,5,7.7
2019/20,Perth and Kinross,Telecare only,65-74 years,Not Living Alone,60,92.3
2019/20,Perth and Kinross,Telecare only,65-74 years,Unknown,0,0
2019/20,Perth and Kinross,Telecare only,65-74 years,Not Recorded,0,0
2019/20,Perth and Kinross,Telecare only,75-84 years,Living Alone,5,7.1
2019/20,Perth and Kinross,Telecare only,75-84 years,Not Living Alone,65,92.9
2019/20,Perth and Kinross,Telecare only,75-84 years,Unknown,0,0
2019/20,Perth and Kinross,Telecare only,75-84 years,Not Recorded,0,0
2019/20,Perth and Kinross,Telecare only,85+ years,Living Alone,10,18.2
2019/20,Perth and Kinross,Telecare only,85+ years,Not Living Alone,45,81.8
2019/20,Perth and Kinross,Telecare only,85+ years,Unknown,0,0
