financial_year,sending_location,age_group,simd,measure,value
2020/21,Scottish Borders,0-17 years,2,SIMD Quintile Proportion,NA
2020/21,Scottish Borders,0-17 years,3,Number of People,0
2020/21,Scottish Borders,0-17 years,3,SIMD Quintile Proportion,NA
2020/21,Scottish Borders,0-17 years,4,Number of People,0
2020/21,Scottish Borders,0-17 years,4,SIMD Quintile Proportion,NA
2020/21,Scottish Borders,0-17 years,5 (Least Deprived),Number of People,0
2020/21,Scottish Borders,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,NA
2020/21,Scottish Borders,0-17 years,Unknown,Number of People,0
2020/21,Scottish Borders,0-17 years,Unknown,SIMD Quintile Proportion,NA
2020/21,Scottish Borders,18-64 years,1 (Most Deprived),Number of People,20
2020/21,Scottish Borders,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,30.8
2020/21,Scottish Borders,18-64 years,2,Number of People,15
2020/21,Scottish Borders,18-64 years,2,SIMD Quintile Proportion,23.1
2020/21,Scottish Borders,18-64 years,3,Number of People,10
2020/21,Scottish Borders,18-64 years,3,SIMD Quintile Proportion,15.4
2020/21,Scottish Borders,18-64 years,4,Number of People,15
2020/21,Scottish Borders,18-64 years,4,SIMD Quintile Proportion,23.1
2020/21,Scottish Borders,18-64 years,5 (Least Deprived),Number of People,5
2020/21,Scottish Borders,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,7.7
2020/21,Scottish Borders,18-64 years,Unknown,Number of People,0
2020/21,Scottish Borders,18-64 years,Unknown,SIMD Quintile Proportion,0
2020/21,Scottish Borders,65-74 years,1 (Most Deprived),Number of People,25
2020/21,Scottish Borders,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,29.4
2020/21,Scottish Borders,65-74 years,2,Number of People,15
2020/21,Scottish Borders,65-74 years,2,SIMD Quintile Proportion,17.6
2020/21,Scottish Borders,65-74 years,3,Number of People,20
2020/21,Scottish Borders,65-74 years,3,SIMD Quintile Proportion,23.5
2020/21,Scottish Borders,65-74 years,4,Number of People,10
2020/21,Scottish Borders,65-74 years,4,SIMD Quintile Proportion,11.8
2020/21,Scottish Borders,65-74 years,5 (Least Deprived),Number of People,10
2020/21,Scottish Borders,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,11.8
2020/21,Scottish Borders,65-74 years,Unknown,Number of People,5
2020/21,Scottish Borders,65-74 years,Unknown,SIMD Quintile Proportion,5.9
2020/21,Scottish Borders,75-84 years,1 (Most Deprived),Number of People,55
2020/21,Scottish Borders,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,24.4
2020/21,Scottish Borders,75-84 years,2,Number of People,45
2020/21,Scottish Borders,75-84 years,2,SIMD Quintile Proportion,20
2020/21,Scottish Borders,75-84 years,3,Number of People,40
2020/21,Scottish Borders,75-84 years,3,SIMD Quintile Proportion,17.8
2020/21,Scottish Borders,75-84 years,4,Number of People,40
2020/21,Scottish Borders,75-84 years,4,SIMD Quintile Proportion,17.8
2020/21,Scottish Borders,75-84 years,5 (Least Deprived),Number of People,40
2020/21,Scottish Borders,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,17.8
2020/21,Scottish Borders,75-84 years,Unknown,Number of People,5
2020/21,Scottish Borders,75-84 years,Unknown,SIMD Quintile Proportion,2.2
2020/21,Scottish Borders,85+ years,1 (Most Deprived),Number of People,45
2020/21,Scottish Borders,85+ years,1 (Most Deprived),SIMD Quintile Proportion,16.1
2020/21,Scottish Borders,85+ years,2,Number of People,70
2020/21,Scottish Borders,85+ years,2,SIMD Quintile Proportion,25
2020/21,Scottish Borders,85+ years,3,Number of People,50
2020/21,Scottish Borders,85+ years,3,SIMD Quintile Proportion,17.9
2020/21,Scottish Borders,85+ years,4,Number of People,55
2020/21,Scottish Borders,85+ years,4,SIMD Quintile Proportion,19.6
2020/21,Scottish Borders,85+ years,5 (Least Deprived),Number of People,55
2020/21,Scottish Borders,85+ years,5 (Least Deprived),SIMD Quintile Proportion,19.6
2020/21,Scottish Borders,85+ years,Unknown,Number of People,5
2020/21,Scottish Borders,85+ years,Unknown,SIMD Quintile Proportion,1.8
2020/21,Scottish Borders,Unknown,1 (Most Deprived),Number of People,0
2020/21,Scottish Borders,Unknown,1 (Most Deprived),SIMD Quintile Proportion,NA
2020/21,Scottish Borders,Unknown,2,Number of People,0
2020/21,Scottish Borders,Unknown,2,SIMD Quintile Proportion,NA
2020/21,Scottish Borders,Unknown,3,Number of People,0
2020/21,Scottish Borders,Unknown,3,SIMD Quintile Proportion,NA
2020/21,Scottish Borders,Unknown,4,Number of People,0
2020/21,Scottish Borders,Unknown,4,SIMD Quintile Proportion,NA
2020/21,Scottish Borders,Unknown,5 (Least Deprived),Number of People,0
2020/21,Scottish Borders,Unknown,5 (Least Deprived),SIMD Quintile Proportion,NA
2020/21,Scottish Borders,Unknown,Unknown,Number of People,0
2020/21,Scottish Borders,Unknown,Unknown,SIMD Quintile Proportion,NA
2020/21,Shetland Islands,All Ages,1 (Most Deprived),Number of People,140
2020/21,Shetland Islands,All Ages,1 (Most Deprived),SIMD Quintile Proportion,20.6
2020/21,Shetland Islands,All Ages,2,Number of People,145
2020/21,Shetland Islands,All Ages,2,SIMD Quintile Proportion,21.3
2020/21,Shetland Islands,All Ages,3,Number of People,105
2020/21,Shetland Islands,All Ages,3,SIMD Quintile Proportion,15.4
2020/21,Shetland Islands,All Ages,4,Number of People,125
2020/21,Shetland Islands,All Ages,4,SIMD Quintile Proportion,18.4
2020/21,Shetland Islands,All Ages,5 (Least Deprived),Number of People,90
2020/21,Shetland Islands,All Ages,5 (Least Deprived),SIMD Quintile Proportion,13.2
2020/21,Shetland Islands,All Ages,Unknown,Number of People,75
2020/21,Shetland Islands,All Ages,Unknown,SIMD Quintile Proportion,11
2020/21,Shetland Islands,18-64 years,1 (Most Deprived),Number of People,20
2020/21,Shetland Islands,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,26.7
2020/21,Shetland Islands,18-64 years,2,Number of People,15
2020/21,Shetland Islands,18-64 years,2,SIMD Quintile Proportion,20
2020/21,Shetland Islands,18-64 years,3,Number of People,15
2020/21,Shetland Islands,18-64 years,3,SIMD Quintile Proportion,20
2020/21,Shetland Islands,18-64 years,4,Number of People,15
2020/21,Shetland Islands,18-64 years,4,SIMD Quintile Proportion,20
2020/21,Shetland Islands,18-64 years,5 (Least Deprived),Number of People,5
2020/21,Shetland Islands,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,6.7
2020/21,Shetland Islands,18-64 years,Unknown,Number of People,5
2020/21,Shetland Islands,18-64 years,Unknown,SIMD Quintile Proportion,6.7
2020/21,Shetland Islands,65-74 years,1 (Most Deprived),Number of People,15
2020/21,Shetland Islands,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,21.4
2020/21,Shetland Islands,65-74 years,2,Number of People,10
2020/21,Shetland Islands,65-74 years,2,SIMD Quintile Proportion,14.3
2020/21,Shetland Islands,65-74 years,3,Number of People,15
2020/21,Shetland Islands,65-74 years,3,SIMD Quintile Proportion,21.4
2020/21,Shetland Islands,65-74 years,4,Number of People,10
2020/21,Shetland Islands,65-74 years,4,SIMD Quintile Proportion,14.3
2020/21,Shetland Islands,65-74 years,5 (Least Deprived),Number of People,10
2020/21,Shetland Islands,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,14.3
2020/21,Shetland Islands,65-74 years,Unknown,Number of People,10
2020/21,Shetland Islands,65-74 years,Unknown,SIMD Quintile Proportion,14.3
2020/21,Shetland Islands,75-84 years,1 (Most Deprived),Number of People,55
2020/21,Shetland Islands,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,20.8
2020/21,Shetland Islands,75-84 years,2,Number of People,65
2020/21,Shetland Islands,75-84 years,2,SIMD Quintile Proportion,24.5
2020/21,Shetland Islands,75-84 years,3,Number of People,35
2020/21,Shetland Islands,75-84 years,3,SIMD Quintile Proportion,13.2
2020/21,Shetland Islands,75-84 years,4,Number of People,45
2020/21,Shetland Islands,75-84 years,4,SIMD Quintile Proportion,17
2020/21,Shetland Islands,75-84 years,5 (Least Deprived),Number of People,40
2020/21,Shetland Islands,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,15.1
2020/21,Shetland Islands,75-84 years,Unknown,Number of People,25
2020/21,Shetland Islands,75-84 years,Unknown,SIMD Quintile Proportion,9.4
2020/21,Shetland Islands,85+ years,1 (Most Deprived),Number of People,45
2020/21,Shetland Islands,85+ years,1 (Most Deprived),SIMD Quintile Proportion,17
2020/21,Shetland Islands,85+ years,2,Number of People,55
2020/21,Shetland Islands,85+ years,2,SIMD Quintile Proportion,20.8
2020/21,Shetland Islands,85+ years,3,Number of People,40
2020/21,Shetland Islands,85+ years,3,SIMD Quintile Proportion,15.1
2020/21,Shetland Islands,85+ years,4,Number of People,55
2020/21,Shetland Islands,85+ years,4,SIMD Quintile Proportion,20.8
2020/21,Shetland Islands,85+ years,5 (Least Deprived),Number of People,30
2020/21,Shetland Islands,85+ years,5 (Least Deprived),SIMD Quintile Proportion,11.3
2020/21,Shetland Islands,85+ years,Unknown,Number of People,40
2020/21,Shetland Islands,85+ years,Unknown,SIMD Quintile Proportion,15.1
2020/21,Stirling,All Ages,1 (Most Deprived),Number of People,325
2020/21,Stirling,All Ages,1 (Most Deprived),SIMD Quintile Proportion,12.9
2020/21,Stirling,All Ages,2,Number of People,430
2020/21,Stirling,All Ages,2,SIMD Quintile Proportion,17.1
2020/21,Stirling,All Ages,3,Number of People,600
2020/21,Stirling,All Ages,3,SIMD Quintile Proportion,23.9
2020/21,Stirling,All Ages,4,Number of People,560
2020/21,Stirling,All Ages,4,SIMD Quintile Proportion,22.3
2020/21,Stirling,All Ages,5 (Least Deprived),Number of People,585
2020/21,Stirling,All Ages,5 (Least Deprived),SIMD Quintile Proportion,23.3
2020/21,Stirling,All Ages,Unknown,Number of People,10
2020/21,Stirling,All Ages,Unknown,SIMD Quintile Proportion,0.4
2020/21,Stirling,18-64 years,1 (Most Deprived),Number of People,70
2020/21,Stirling,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,28
2020/21,Stirling,18-64 years,2,Number of People,75
2020/21,Stirling,18-64 years,2,SIMD Quintile Proportion,30
2020/21,Stirling,18-64 years,3,Number of People,50
2020/21,Stirling,18-64 years,3,SIMD Quintile Proportion,20
2020/21,Stirling,18-64 years,4,Number of People,25
2020/21,Stirling,18-64 years,4,SIMD Quintile Proportion,10
2020/21,Stirling,18-64 years,5 (Least Deprived),Number of People,30
2020/21,Stirling,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,12
2020/21,Stirling,18-64 years,Unknown,Number of People,0
2020/21,Stirling,18-64 years,Unknown,SIMD Quintile Proportion,0
2020/21,Stirling,65-74 years,1 (Most Deprived),Number of People,65
2020/21,Stirling,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,22
2020/21,Stirling,65-74 years,2,Number of People,55
2020/21,Stirling,65-74 years,2,SIMD Quintile Proportion,18.6
2020/21,Stirling,65-74 years,3,Number of People,70
2020/21,Stirling,65-74 years,3,SIMD Quintile Proportion,23.7
2020/21,Stirling,65-74 years,4,Number of People,55
2020/21,Stirling,65-74 years,4,SIMD Quintile Proportion,18.6
2020/21,Stirling,65-74 years,5 (Least Deprived),Number of People,50
2020/21,Stirling,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,16.9
2020/21,Stirling,65-74 years,Unknown,Number of People,0
2020/21,Stirling,65-74 years,Unknown,SIMD Quintile Proportion,0
2020/21,Stirling,75-84 years,1 (Most Deprived),Number of People,110
2020/21,Stirling,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,12.2
2020/21,Stirling,75-84 years,2,Number of People,150
2020/21,Stirling,75-84 years,2,SIMD Quintile Proportion,16.6
2020/21,Stirling,75-84 years,3,Number of People,220
2020/21,Stirling,75-84 years,3,SIMD Quintile Proportion,24.3
2020/21,Stirling,75-84 years,4,Number of People,205
2020/21,Stirling,75-84 years,4,SIMD Quintile Proportion,22.7
2020/21,Stirling,75-84 years,5 (Least Deprived),Number of People,215
2020/21,Stirling,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,23.8
2020/21,Stirling,75-84 years,Unknown,Number of People,5
2020/21,Stirling,75-84 years,Unknown,SIMD Quintile Proportion,0.6
2020/21,Stirling,85+ years,1 (Most Deprived),Number of People,85
2020/21,Stirling,85+ years,1 (Most Deprived),SIMD Quintile Proportion,7.9
2020/21,Stirling,85+ years,2,Number of People,150
2020/21,Stirling,85+ years,2,SIMD Quintile Proportion,14
2020/21,Stirling,85+ years,3,Number of People,260
2020/21,Stirling,85+ years,3,SIMD Quintile Proportion,24.3
2020/21,Stirling,85+ years,4,Number of People,275
2020/21,Stirling,85+ years,4,SIMD Quintile Proportion,25.7
2020/21,Stirling,85+ years,5 (Least Deprived),Number of People,290
2020/21,Stirling,85+ years,5 (Least Deprived),SIMD Quintile Proportion,27.1
2020/21,Stirling,85+ years,Unknown,Number of People,10
2020/21,Stirling,85+ years,Unknown,SIMD Quintile Proportion,0.9
2020/21,West Dunbartonshire,All Ages,1 (Most Deprived),Number of People,435
2020/21,West Dunbartonshire,All Ages,1 (Most Deprived),SIMD Quintile Proportion,16.7
2020/21,West Dunbartonshire,All Ages,2,Number of People,565
2020/21,West Dunbartonshire,All Ages,2,SIMD Quintile Proportion,21.6
2020/21,West Dunbartonshire,All Ages,3,Number of People,555
2020/21,West Dunbartonshire,All Ages,3,SIMD Quintile Proportion,21.3
2020/21,West Dunbartonshire,All Ages,4,Number of People,565
2020/21,West Dunbartonshire,All Ages,4,SIMD Quintile Proportion,21.6
2020/21,West Dunbartonshire,All Ages,5 (Least Deprived),Number of People,485
2020/21,West Dunbartonshire,All Ages,5 (Least Deprived),SIMD Quintile Proportion,18.6
2020/21,West Dunbartonshire,All Ages,Unknown,Number of People,5
2020/21,West Dunbartonshire,All Ages,Unknown,SIMD Quintile Proportion,0.2
2020/21,West Dunbartonshire,0-17 years,1 (Most Deprived),Number of People,5
2020/21,West Dunbartonshire,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,25
2020/21,West Dunbartonshire,0-17 years,2,Number of People,5
2020/21,West Dunbartonshire,0-17 years,2,SIMD Quintile Proportion,25
2020/21,West Dunbartonshire,0-17 years,3,Number of People,5
2020/21,West Dunbartonshire,0-17 years,3,SIMD Quintile Proportion,25
2020/21,West Dunbartonshire,0-17 years,4,Number of People,5
2020/21,West Dunbartonshire,0-17 years,4,SIMD Quintile Proportion,25
2020/21,West Dunbartonshire,0-17 years,5 (Least Deprived),Number of People,0
2020/21,West Dunbartonshire,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,0
2020/21,West Dunbartonshire,0-17 years,Unknown,Number of People,0
2020/21,West Dunbartonshire,0-17 years,Unknown,SIMD Quintile Proportion,0
2020/21,West Dunbartonshire,18-64 years,1 (Most Deprived),Number of People,110
2020/21,West Dunbartonshire,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,30.6
2020/21,West Dunbartonshire,18-64 years,2,Number of People,75
2020/21,West Dunbartonshire,18-64 years,2,SIMD Quintile Proportion,20.8
2020/21,West Dunbartonshire,18-64 years,3,Number of People,65
2020/21,West Dunbartonshire,18-64 years,3,SIMD Quintile Proportion,18.1
2020/21,West Dunbartonshire,18-64 years,4,Number of People,75
2020/21,West Dunbartonshire,18-64 years,4,SIMD Quintile Proportion,20.8
2020/21,West Dunbartonshire,18-64 years,5 (Least Deprived),Number of People,35
2020/21,West Dunbartonshire,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,9.7
2020/21,West Dunbartonshire,18-64 years,Unknown,Number of People,0
2020/21,West Dunbartonshire,18-64 years,Unknown,SIMD Quintile Proportion,0
2020/21,West Dunbartonshire,65-74 years,1 (Most Deprived),Number of People,75
2020/21,West Dunbartonshire,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,16.1
2020/21,West Dunbartonshire,65-74 years,2,Number of People,120
2020/21,West Dunbartonshire,65-74 years,2,SIMD Quintile Proportion,25.8
2020/21,West Dunbartonshire,65-74 years,3,Number of People,85
2020/21,West Dunbartonshire,65-74 years,3,SIMD Quintile Proportion,18.3
2020/21,West Dunbartonshire,65-74 years,4,Number of People,100
2020/21,West Dunbartonshire,65-74 years,4,SIMD Quintile Proportion,21.5
2020/21,West Dunbartonshire,65-74 years,5 (Least Deprived),Number of People,85
2020/21,West Dunbartonshire,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,18.3
2020/21,West Dunbartonshire,65-74 years,Unknown,Number of People,0
2020/21,West Dunbartonshire,65-74 years,Unknown,SIMD Quintile Proportion,0
2020/21,West Dunbartonshire,75-84 years,1 (Most Deprived),Number of People,120
2020/21,West Dunbartonshire,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,13.2
2020/21,West Dunbartonshire,75-84 years,2,Number of People,195
2020/21,West Dunbartonshire,75-84 years,2,SIMD Quintile Proportion,21.4
2020/21,West Dunbartonshire,75-84 years,3,Number of People,195
2020/21,West Dunbartonshire,75-84 years,3,SIMD Quintile Proportion,21.4
2020/21,West Dunbartonshire,75-84 years,4,Number of People,215
2020/21,West Dunbartonshire,75-84 years,4,SIMD Quintile Proportion,23.6
2020/21,West Dunbartonshire,75-84 years,5 (Least Deprived),Number of People,180
2020/21,West Dunbartonshire,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,19.8
2020/21,West Dunbartonshire,75-84 years,Unknown,Number of People,5
2020/21,West Dunbartonshire,75-84 years,Unknown,SIMD Quintile Proportion,0.5
2020/21,West Dunbartonshire,85+ years,1 (Most Deprived),Number of People,130
2020/21,West Dunbartonshire,85+ years,1 (Most Deprived),SIMD Quintile Proportion,15
2020/21,West Dunbartonshire,85+ years,2,Number of People,170
2020/21,West Dunbartonshire,85+ years,2,SIMD Quintile Proportion,19.7
2020/21,West Dunbartonshire,85+ years,3,Number of People,205
2020/21,West Dunbartonshire,85+ years,3,SIMD Quintile Proportion,23.7
2020/21,West Dunbartonshire,85+ years,4,Number of People,175
2020/21,West Dunbartonshire,85+ years,4,SIMD Quintile Proportion,20.2
2020/21,West Dunbartonshire,85+ years,5 (Least Deprived),Number of People,185
2020/21,West Dunbartonshire,85+ years,5 (Least Deprived),SIMD Quintile Proportion,21.4
2020/21,West Dunbartonshire,85+ years,Unknown,Number of People,0
2020/21,West Dunbartonshire,85+ years,Unknown,SIMD Quintile Proportion,0
2020/21,West Lothian,All Ages,1 (Most Deprived),Number of People,1020
2020/21,West Lothian,All Ages,1 (Most Deprived),SIMD Quintile Proportion,23.7
2020/21,West Lothian,All Ages,2,Number of People,1010
2020/21,West Lothian,All Ages,2,SIMD Quintile Proportion,23.4
2020/21,West Lothian,All Ages,3,Number of People,895
2020/21,West Lothian,All Ages,3,SIMD Quintile Proportion,20.8
2020/21,West Lothian,All Ages,4,Number of People,595
2020/21,West Lothian,All Ages,4,SIMD Quintile Proportion,13.8
2020/21,West Lothian,All Ages,5 (Least Deprived),Number of People,440
2020/21,West Lothian,All Ages,5 (Least Deprived),SIMD Quintile Proportion,10.2
2020/21,West Lothian,All Ages,Unknown,Number of People,350
2020/21,West Lothian,All Ages,Unknown,SIMD Quintile Proportion,8.1
2020/21,West Lothian,0-17 years,1 (Most Deprived),Number of People,5
2020/21,West Lothian,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,50
2020/21,West Lothian,0-17 years,2,Number of People,5
