financial_year,sending_location,age_group,client_group,nclient,rate
2017/18,South Ayrshire,65-74 years,Learning Disability,25,59.52380952380952
2017/18,South Ayrshire,75-84 years,Learning Disability,5,5.208333333333333
2017/18,South Ayrshire,85+ years,Learning Disability,0,0
2017/18,South Ayrshire,Unknown,Learning Disability,0,NA
2017/18,South Ayrshire,All Ages,Mental Health,0,0
2017/18,South Ayrshire,0-17 years,Mental Health,0,0
2017/18,South Ayrshire,18-64 years,Mental Health,0,0
2017/18,South Ayrshire,65-74 years,Mental Health,0,0
2017/18,South Ayrshire,75-84 years,Mental Health,0,0
2017/18,South Ayrshire,85+ years,Mental Health,0,0
2017/18,South Ayrshire,Unknown,Mental Health,0,NA
2017/18,South Ayrshire,All Ages,Physical and Sensory Disability,1645,527.2435897435897
2017/18,South Ayrshire,0-17 years,Physical and Sensory Disability,5,333.3333333333333
2017/18,South Ayrshire,18-64 years,Physical and Sensory Disability,320,500
2017/18,South Ayrshire,65-74 years,Physical and Sensory Disability,205,488.0952380952381
2017/18,South Ayrshire,75-84 years,Physical and Sensory Disability,480,500
2017/18,South Ayrshire,85+ years,Physical and Sensory Disability,635,585.2534562211981
2017/18,South Ayrshire,Unknown,Physical and Sensory Disability,0,NA
2017/18,South Ayrshire,All Ages,Other,0,0
2017/18,South Ayrshire,0-17 years,Other,0,0
2017/18,South Ayrshire,18-64 years,Other,0,0
2017/18,South Ayrshire,65-74 years,Other,0,0
2017/18,South Ayrshire,75-84 years,Other,0,0
2017/18,South Ayrshire,85+ years,Other,0,0
2017/18,South Ayrshire,Unknown,Other,0,NA
2018/19,South Ayrshire,All Ages,Dementia,275,67.81750924784218
2018/19,South Ayrshire,0-17 years,Dementia,0,0
2018/19,South Ayrshire,18-64 years,Dementia,5,7.462686567164179
2018/19,South Ayrshire,65-74 years,Dementia,30,54.54545454545454
2018/19,South Ayrshire,75-84 years,Dementia,115,90.9090909090909
2018/19,South Ayrshire,85+ years,Dementia,130,83.60128617363344
2018/19,South Ayrshire,Unknown,Dementia,0,NA
2018/19,South Ayrshire,All Ages,Elderly / Frail,3405,839.7040690505548
2018/19,South Ayrshire,0-17 years,Elderly / Frail,0,0
2018/19,South Ayrshire,18-64 years,Elderly / Frail,40,59.701492537313435
2018/19,South Ayrshire,65-74 years,Elderly / Frail,550,1000
2018/19,South Ayrshire,75-84 years,Elderly / Frail,1265,1000
2018/19,South Ayrshire,85+ years,Elderly / Frail,1550,996.7845659163987
2018/19,South Ayrshire,Unknown,Elderly / Frail,0,NA
2018/19,South Ayrshire,All Ages,Learning Disability,175,43.15659679408138
2018/19,South Ayrshire,0-17 years,Learning Disability,0,0
2018/19,South Ayrshire,18-64 years,Learning Disability,150,223.88059701492537
2018/19,South Ayrshire,65-74 years,Learning Disability,15,27.27272727272727
2018/19,South Ayrshire,75-84 years,Learning Disability,5,3.952569169960474
2018/19,South Ayrshire,85+ years,Learning Disability,5,3.215434083601286
2018/19,South Ayrshire,Unknown,Learning Disability,0,NA
2018/19,South Ayrshire,All Ages,Mental Health,205,50.55487053020962
2018/19,South Ayrshire,0-17 years,Mental Health,0,0
2018/19,South Ayrshire,18-64 years,Mental Health,120,179.1044776119403
2018/19,South Ayrshire,65-74 years,Mental Health,40,72.72727272727272
2018/19,South Ayrshire,75-84 years,Mental Health,20,15.810276679841897
2018/19,South Ayrshire,85+ years,Mental Health,25,16.07717041800643
2018/19,South Ayrshire,Unknown,Mental Health,0,NA
2018/19,South Ayrshire,All Ages,Physical and Sensory Disability,1455,358.8162762022195
2018/19,South Ayrshire,0-17 years,Physical and Sensory Disability,5,333.3333333333333
2018/19,South Ayrshire,18-64 years,Physical and Sensory Disability,180,268.65671641791045
2018/19,South Ayrshire,65-74 years,Physical and Sensory Disability,165,300
2018/19,South Ayrshire,75-84 years,Physical and Sensory Disability,450,355.7312252964427
2018/19,South Ayrshire,85+ years,Physical and Sensory Disability,650,418.0064308681672
2018/19,South Ayrshire,Unknown,Physical and Sensory Disability,0,NA
2018/19,South Ayrshire,All Ages,Other,20,4.932182490752158
2018/19,South Ayrshire,0-17 years,Other,0,0
2018/19,South Ayrshire,18-64 years,Other,5,7.462686567164179
2018/19,South Ayrshire,65-74 years,Other,5,9.09090909090909
2018/19,South Ayrshire,75-84 years,Other,5,3.952569169960474
2018/19,South Ayrshire,85+ years,Other,0,0
2018/19,South Ayrshire,Unknown,Other,0,NA
2017/18,South Lanarkshire,All Ages,Dementia,610,236.4341085271318
2017/18,South Lanarkshire,0-17 years,Dementia,0,0
2017/18,South Lanarkshire,18-64 years,Dementia,20,21.85792349726776
2017/18,South Lanarkshire,65-74 years,Dementia,60,193.54838709677418
2017/18,South Lanarkshire,75-84 years,Dementia,260,422.76422764227647
2017/18,South Lanarkshire,85+ years,Dementia,275,392.85714285714283
2017/18,South Lanarkshire,Unknown,Dementia,0,0
2017/18,South Lanarkshire,All Ages,Elderly / Frail,560,217.05426356589146
2017/18,South Lanarkshire,0-17 years,Elderly / Frail,0,0
2017/18,South Lanarkshire,18-64 years,Elderly / Frail,15,16.393442622950822
2017/18,South Lanarkshire,65-74 years,Elderly / Frail,50,161.29032258064515
2017/18,South Lanarkshire,75-84 years,Elderly / Frail,215,349.5934959349594
2017/18,South Lanarkshire,85+ years,Elderly / Frail,280,400
2017/18,South Lanarkshire,Unknown,Elderly / Frail,0,0
2017/18,South Lanarkshire,All Ages,Learning Disability,420,162.79069767441862
2017/18,South Lanarkshire,0-17 years,Learning Disability,5,125
2017/18,South Lanarkshire,18-64 years,Learning Disability,360,393.44262295081967
2017/18,South Lanarkshire,65-74 years,Learning Disability,40,129.03225806451613
2017/18,South Lanarkshire,75-84 years,Learning Disability,15,24.390243902439025
2017/18,South Lanarkshire,85+ years,Learning Disability,0,0
2017/18,South Lanarkshire,Unknown,Learning Disability,0,0
2017/18,South Lanarkshire,All Ages,Mental Health,145,56.2015503875969
2017/18,South Lanarkshire,0-17 years,Mental Health,0,0
2017/18,South Lanarkshire,18-64 years,Mental Health,55,60.10928961748633
2017/18,South Lanarkshire,65-74 years,Mental Health,25,80.64516129032258
2017/18,South Lanarkshire,75-84 years,Mental Health,45,73.17073170731707
2017/18,South Lanarkshire,85+ years,Mental Health,25,35.714285714285715
2017/18,South Lanarkshire,Unknown,Mental Health,0,0
2017/18,South Lanarkshire,All Ages,Physical and Sensory Disability,2500,968.9922480620155
2017/18,South Lanarkshire,0-17 years,Physical and Sensory Disability,40,1000
2017/18,South Lanarkshire,18-64 years,Physical and Sensory Disability,875,956.2841530054644
2017/18,South Lanarkshire,65-74 years,Physical and Sensory Disability,300,967.741935483871
2017/18,South Lanarkshire,75-84 years,Physical and Sensory Disability,600,975.609756097561
2017/18,South Lanarkshire,85+ years,Physical and Sensory Disability,685,978.5714285714286
2017/18,South Lanarkshire,Unknown,Physical and Sensory Disability,0,0
2017/18,South Lanarkshire,All Ages,Other,2275,881.7829457364342
2017/18,South Lanarkshire,0-17 years,Other,40,1000
2017/18,South Lanarkshire,18-64 years,Other,740,808.7431693989071
2017/18,South Lanarkshire,65-74 years,Other,275,887.0967741935484
2017/18,South Lanarkshire,75-84 years,Other,570,926.829268292683
2017/18,South Lanarkshire,85+ years,Other,650,928.5714285714286
2017/18,South Lanarkshire,Unknown,Other,0,0
2018/19,South Lanarkshire,All Ages,Dementia,485,250
2018/19,South Lanarkshire,0-17 years,Dementia,0,0
2018/19,South Lanarkshire,18-64 years,Dementia,20,25.64102564102564
2018/19,South Lanarkshire,65-74 years,Dementia,55,261.9047619047619
2018/19,South Lanarkshire,75-84 years,Dementia,205,488.0952380952381
2018/19,South Lanarkshire,85+ years,Dementia,200,425.531914893617
2018/19,South Lanarkshire,Unknown,Dementia,0,0
2018/19,South Lanarkshire,All Ages,Elderly / Frail,980,505.1546391752577
2018/19,South Lanarkshire,0-17 years,Elderly / Frail,0,0
2018/19,South Lanarkshire,18-64 years,Elderly / Frail,25,32.05128205128205
2018/19,South Lanarkshire,65-74 years,Elderly / Frail,140,666.6666666666666
2018/19,South Lanarkshire,75-84 years,Elderly / Frail,375,892.8571428571429
2018/19,South Lanarkshire,85+ years,Elderly / Frail,440,936.1702127659574
2018/19,South Lanarkshire,Unknown,Elderly / Frail,0,0
2018/19,South Lanarkshire,All Ages,Learning Disability,375,193.29896907216497
2018/19,South Lanarkshire,0-17 years,Learning Disability,20,400
2018/19,South Lanarkshire,18-64 years,Learning Disability,325,416.6666666666667
2018/19,South Lanarkshire,65-74 years,Learning Disability,20,95.23809523809523
2018/19,South Lanarkshire,75-84 years,Learning Disability,15,35.714285714285715
2018/19,South Lanarkshire,85+ years,Learning Disability,0,0
2018/19,South Lanarkshire,Unknown,Learning Disability,0,0
2018/19,South Lanarkshire,All Ages,Mental Health,260,134.02061855670104
2018/19,South Lanarkshire,0-17 years,Mental Health,5,100
2018/19,South Lanarkshire,18-64 years,Mental Health,150,192.30769230769232
2018/19,South Lanarkshire,65-74 years,Mental Health,25,119.04761904761904
2018/19,South Lanarkshire,75-84 years,Mental Health,45,107.14285714285714
2018/19,South Lanarkshire,85+ years,Mental Health,30,63.82978723404255
2018/19,South Lanarkshire,Unknown,Mental Health,0,0
2018/19,South Lanarkshire,All Ages,Physical and Sensory Disability,935,481.9587628865979
2018/19,South Lanarkshire,0-17 years,Physical and Sensory Disability,20,400
2018/19,South Lanarkshire,18-64 years,Physical and Sensory Disability,290,371.7948717948718
2018/19,South Lanarkshire,65-74 years,Physical and Sensory Disability,95,452.3809523809524
2018/19,South Lanarkshire,75-84 years,Physical and Sensory Disability,225,535.7142857142857
2018/19,South Lanarkshire,85+ years,Physical and Sensory Disability,310,659.5744680851063
2018/19,South Lanarkshire,Unknown,Physical and Sensory Disability,0,0
2018/19,South Lanarkshire,All Ages,Other,785,404.63917525773195
2018/19,South Lanarkshire,0-17 years,Other,10,200
2018/19,South Lanarkshire,18-64 years,Other,350,448.71794871794873
2018/19,South Lanarkshire,65-74 years,Other,105,500
2018/19,South Lanarkshire,75-84 years,Other,185,440.4761904761905
2018/19,South Lanarkshire,85+ years,Other,130,276.59574468085106
2018/19,South Lanarkshire,Unknown,Other,0,0
2019/20,South Lanarkshire,All Ages,Dementia,170,127.34082397003746
2019/20,South Lanarkshire,0-17 years,Dementia,0,0
2019/20,South Lanarkshire,18-64 years,Dementia,5,7.042253521126761
2019/20,South Lanarkshire,65-74 years,Dementia,25,156.25
2019/20,South Lanarkshire,75-84 years,Dementia,75,333.3333333333333
2019/20,South Lanarkshire,85+ years,Dementia,60,255.3191489361702
2019/20,South Lanarkshire,Unknown,Dementia,0,0
2019/20,South Lanarkshire,All Ages,Elderly / Frail,540,404.4943820224719
2019/20,South Lanarkshire,0-17 years,Elderly / Frail,0,0
2019/20,South Lanarkshire,18-64 years,Elderly / Frail,15,21.12676056338028
2019/20,South Lanarkshire,65-74 years,Elderly / Frail,100,625
2019/20,South Lanarkshire,75-84 years,Elderly / Frail,205,911.1111111111111
2019/20,South Lanarkshire,85+ years,Elderly / Frail,220,936.1702127659574
2019/20,South Lanarkshire,Unknown,Elderly / Frail,0,0
2019/20,South Lanarkshire,All Ages,Learning Disability,240,179.7752808988764
2019/20,South Lanarkshire,0-17 years,Learning Disability,0,0
2019/20,South Lanarkshire,18-64 years,Learning Disability,220,309.8591549295774
2019/20,South Lanarkshire,65-74 years,Learning Disability,10,62.5
2019/20,South Lanarkshire,75-84 years,Learning Disability,5,22.22222222222222
2019/20,South Lanarkshire,85+ years,Learning Disability,0,0
2019/20,South Lanarkshire,Unknown,Learning Disability,0,0
2019/20,South Lanarkshire,All Ages,Mental Health,110,82.39700374531834
2019/20,South Lanarkshire,0-17 years,Mental Health,0,0
2019/20,South Lanarkshire,18-64 years,Mental Health,100,140.84507042253523
2019/20,South Lanarkshire,65-74 years,Mental Health,5,31.25
2019/20,South Lanarkshire,75-84 years,Mental Health,5,22.22222222222222
2019/20,South Lanarkshire,85+ years,Mental Health,0,0
2019/20,South Lanarkshire,Unknown,Mental Health,0,0
2019/20,South Lanarkshire,All Ages,Physical and Sensory Disability,370,277.15355805243445
2019/20,South Lanarkshire,0-17 years,Physical and Sensory Disability,0,0
2019/20,South Lanarkshire,18-64 years,Physical and Sensory Disability,225,316.90140845070425
2019/20,South Lanarkshire,65-74 years,Physical and Sensory Disability,55,343.75
2019/20,South Lanarkshire,75-84 years,Physical and Sensory Disability,50,222.2222222222222
2019/20,South Lanarkshire,85+ years,Physical and Sensory Disability,45,191.48936170212767
2019/20,South Lanarkshire,Unknown,Physical and Sensory Disability,0,0
2019/20,South Lanarkshire,All Ages,Other,260,194.75655430711612
2019/20,South Lanarkshire,0-17 years,Other,5,1000
2019/20,South Lanarkshire,18-64 years,Other,220,309.8591549295774
2019/20,South Lanarkshire,65-74 years,Other,25,156.25
2019/20,South Lanarkshire,75-84 years,Other,10,44.44444444444444
2019/20,South Lanarkshire,85+ years,Other,10,42.5531914893617
2019/20,South Lanarkshire,Unknown,Other,0,0
2020/21,South Lanarkshire,All Ages,Dementia,380,201.59151193633954
2020/21,South Lanarkshire,0-17 years,Dementia,0,0
2020/21,South Lanarkshire,18-64 years,Dementia,15,18.9873417721519
2020/21,South Lanarkshire,65-74 years,Dementia,40,163.26530612244898
2020/21,South Lanarkshire,75-84 years,Dementia,165,383.72093023255815
2020/21,South Lanarkshire,85+ years,Dementia,160,385.5421686746988
2020/21,South Lanarkshire,Unknown,Dementia,0,0
2020/21,South Lanarkshire,All Ages,Elderly / Frail,980,519.893899204244
2020/21,South Lanarkshire,0-17 years,Elderly / Frail,0,0
2020/21,South Lanarkshire,18-64 years,Elderly / Frail,25,31.645569620253166
2020/21,South Lanarkshire,65-74 years,Elderly / Frail,165,673.469387755102
2020/21,South Lanarkshire,75-84 years,Elderly / Frail,390,906.9767441860464
2020/21,South Lanarkshire,85+ years,Elderly / Frail,400,963.855421686747
2020/21,South Lanarkshire,Unknown,Elderly / Frail,0,0
2020/21,South Lanarkshire,All Ages,Learning Disability,555,294.42970822281166
2020/21,South Lanarkshire,0-17 years,Learning Disability,5,1000
2020/21,South Lanarkshire,18-64 years,Learning Disability,475,601.2658227848101
2020/21,South Lanarkshire,65-74 years,Learning Disability,55,224.48979591836735
2020/21,South Lanarkshire,75-84 years,Learning Disability,20,46.51162790697674
2020/21,South Lanarkshire,85+ years,Learning Disability,0,0
2020/21,South Lanarkshire,Unknown,Learning Disability,0,0
2020/21,South Lanarkshire,All Ages,Mental Health,380,201.59151193633954
2020/21,South Lanarkshire,0-17 years,Mental Health,0,0
2020/21,South Lanarkshire,18-64 years,Mental Health,260,329.1139240506329
2020/21,South Lanarkshire,65-74 years,Mental Health,45,183.67346938775512
2020/21,South Lanarkshire,75-84 years,Mental Health,50,116.27906976744185
2020/21,South Lanarkshire,85+ years,Mental Health,20,48.19277108433735
2020/21,South Lanarkshire,Unknown,Mental Health,0,0
2020/21,South Lanarkshire,All Ages,Physical and Sensory Disability,1050,557.0291777188329
2020/21,South Lanarkshire,0-17 years,Physical and Sensory Disability,0,0
2020/21,South Lanarkshire,18-64 years,Physical and Sensory Disability,345,436.7088607594937
2020/21,South Lanarkshire,65-74 years,Physical and Sensory Disability,145,591.8367346938776
2020/21,South Lanarkshire,75-84 years,Physical and Sensory Disability,265,616.2790697674418
2020/21,South Lanarkshire,85+ years,Physical and Sensory Disability,290,698.7951807228916
2020/21,South Lanarkshire,Unknown,Physical and Sensory Disability,0,0
2020/21,South Lanarkshire,All Ages,Other,775,411.14058355437663
2020/21,South Lanarkshire,0-17 years,Other,0,0
2020/21,South Lanarkshire,18-64 years,Other,330,417.72151898734177
2020/21,South Lanarkshire,65-74 years,Other,130,530.6122448979593
2020/21,South Lanarkshire,75-84 years,Other,175,406.9767441860465
2020/21,South Lanarkshire,85+ years,Other,135,325.3012048192771
2020/21,South Lanarkshire,Unknown,Other,0,0
2017/18,Stirling,All Ages,Dementia,460,239.58333333333334
2017/18,Stirling,0-17 years,Dementia,0,NA
2017/18,Stirling,18-64 years,Dementia,5,13.333333333333334
2017/18,Stirling,65-74 years,Dementia,40,173.91304347826087
2017/18,Stirling,75-84 years,Dementia,200,338.9830508474576
2017/18,Stirling,85+ years,Dementia,215,298.6111111111111
2017/18,Stirling,Unknown,Dementia,0,0
2017/18,Stirling,All Ages,Elderly / Frail,1250,651.0416666666666
2017/18,Stirling,0-17 years,Elderly / Frail,0,NA
2017/18,Stirling,18-64 years,Elderly / Frail,25,66.66666666666667
2017/18,Stirling,65-74 years,Elderly / Frail,135,586.9565217391305
2017/18,Stirling,75-84 years,Elderly / Frail,460,779.6610169491526
2017/18,Stirling,85+ years,Elderly / Frail,635,881.9444444444445
2017/18,Stirling,Unknown,Elderly / Frail,0,0
2017/18,Stirling,All Ages,Learning Disability,180,93.75
2017/18,Stirling,0-17 years,Learning Disability,0,NA
2017/18,Stirling,18-64 years,Learning Disability,155,413.3333333333333
2017/18,Stirling,65-74 years,Learning Disability,15,65.21739130434783
2017/18,Stirling,75-84 years,Learning Disability,10,16.949152542372882
2017/18,Stirling,85+ years,Learning Disability,0,0
2017/18,Stirling,Unknown,Learning Disability,0,0
2017/18,Stirling,All Ages,Mental Health,175,91.14583333333333
2017/18,Stirling,0-17 years,Mental Health,0,NA
2017/18,Stirling,18-64 years,Mental Health,100,266.6666666666667
2017/18,Stirling,65-74 years,Mental Health,35,152.17391304347828
2017/18,Stirling,75-84 years,Mental Health,30,50.84745762711865
2017/18,Stirling,85+ years,Mental Health,10,13.888888888888888
2017/18,Stirling,Unknown,Mental Health,0,0
2017/18,Stirling,All Ages,Physical and Sensory Disability,585,304.6875
2017/18,Stirling,0-17 years,Physical and Sensory Disability,0,NA
2017/18,Stirling,18-64 years,Physical and Sensory Disability,170,453.3333333333333
2017/18,Stirling,65-74 years,Physical and Sensory Disability,95,413.04347826086956
2017/18,Stirling,75-84 years,Physical and Sensory Disability,130,220.33898305084745
