financial_year,sending_location,age_group,service_group,nclient
2019/20,South Lanarkshire,18-64 years,Care Home,250
2019/20,South Lanarkshire,65-74 years,Care Home,290
2019/20,South Lanarkshire,75-84 years,Care Home,855
2019/20,South Lanarkshire,85+ years,Care Home,1410
2019/20,South Lanarkshire,Unknown,Care Home,0
2019/20,South Lanarkshire,All Ages,Day Care,650
2019/20,South Lanarkshire,0-17 years,Day Care,0
2019/20,South Lanarkshire,18-64 years,Day Care,230
2019/20,South Lanarkshire,65-74 years,Day Care,65
2019/20,South Lanarkshire,75-84 years,Day Care,190
2019/20,South Lanarkshire,85+ years,Day Care,170
2019/20,South Lanarkshire,Unknown,Day Care,0
2019/20,South Lanarkshire,All Ages,Home Care,5840
2019/20,South Lanarkshire,0-17 years,Home Care,35
2019/20,South Lanarkshire,18-64 years,Home Care,775
2019/20,South Lanarkshire,65-74 years,Home Care,910
2019/20,South Lanarkshire,75-84 years,Home Care,2045
2019/20,South Lanarkshire,85+ years,Home Care,2075
2019/20,South Lanarkshire,Unknown,Home Care,0
2019/20,South Lanarkshire,All Ages,Housing Support,120
2019/20,South Lanarkshire,0-17 years,Housing Support,0
2019/20,South Lanarkshire,18-64 years,Housing Support,95
2019/20,South Lanarkshire,65-74 years,Housing Support,20
2019/20,South Lanarkshire,75-84 years,Housing Support,5
2019/20,South Lanarkshire,85+ years,Housing Support,0
2019/20,South Lanarkshire,Unknown,Housing Support,0
2019/20,South Lanarkshire,All Ages,Meals,125
2019/20,South Lanarkshire,0-17 years,Meals,0
2019/20,South Lanarkshire,18-64 years,Meals,15
2019/20,South Lanarkshire,65-74 years,Meals,15
2019/20,South Lanarkshire,75-84 years,Meals,40
2019/20,South Lanarkshire,85+ years,Meals,55
2019/20,South Lanarkshire,Unknown,Meals,0
2019/20,South Lanarkshire,All Ages,Social Worker,6975
2019/20,South Lanarkshire,0-17 years,Social Worker,40
2019/20,South Lanarkshire,18-64 years,Social Worker,1145
2019/20,South Lanarkshire,65-74 years,Social Worker,1005
2019/20,South Lanarkshire,75-84 years,Social Worker,2335
2019/20,South Lanarkshire,85+ years,Social Worker,2450
2019/20,South Lanarkshire,Unknown,Social Worker,0
2020/21,South Lanarkshire,All Ages,Care Home,2820
2020/21,South Lanarkshire,0-17 years,Care Home,0
2020/21,South Lanarkshire,18-64 years,Care Home,260
2020/21,South Lanarkshire,65-74 years,Care Home,295
2020/21,South Lanarkshire,75-84 years,Care Home,885
2020/21,South Lanarkshire,85+ years,Care Home,1380
2020/21,South Lanarkshire,Unknown,Care Home,0
2020/21,South Lanarkshire,All Ages,Day Care,65
2020/21,South Lanarkshire,0-17 years,Day Care,0
2020/21,South Lanarkshire,18-64 years,Day Care,55
2020/21,South Lanarkshire,65-74 years,Day Care,5
2020/21,South Lanarkshire,75-84 years,Day Care,5
2020/21,South Lanarkshire,85+ years,Day Care,0
2020/21,South Lanarkshire,Unknown,Day Care,0
2020/21,South Lanarkshire,All Ages,Home Care,6010
2020/21,South Lanarkshire,0-17 years,Home Care,30
2020/21,South Lanarkshire,18-64 years,Home Care,895
2020/21,South Lanarkshire,65-74 years,Home Care,930
2020/21,South Lanarkshire,75-84 years,Home Care,2015
2020/21,South Lanarkshire,85+ years,Home Care,2140
2020/21,South Lanarkshire,Unknown,Home Care,0
2020/21,South Lanarkshire,All Ages,Housing Support,0
2020/21,South Lanarkshire,0-17 years,Housing Support,0
2020/21,South Lanarkshire,18-64 years,Housing Support,0
2020/21,South Lanarkshire,65-74 years,Housing Support,0
2020/21,South Lanarkshire,75-84 years,Housing Support,0
2020/21,South Lanarkshire,85+ years,Housing Support,0
2020/21,South Lanarkshire,Unknown,Housing Support,0
2020/21,South Lanarkshire,All Ages,Meals,120
2020/21,South Lanarkshire,0-17 years,Meals,0
2020/21,South Lanarkshire,18-64 years,Meals,15
2020/21,South Lanarkshire,65-74 years,Meals,15
2020/21,South Lanarkshire,75-84 years,Meals,35
2020/21,South Lanarkshire,85+ years,Meals,60
2020/21,South Lanarkshire,Unknown,Meals,0
2020/21,South Lanarkshire,All Ages,Social Worker,7655
2020/21,South Lanarkshire,0-17 years,Social Worker,35
2020/21,South Lanarkshire,18-64 years,Social Worker,1390
2020/21,South Lanarkshire,65-74 years,Social Worker,1080
2020/21,South Lanarkshire,75-84 years,Social Worker,2435
2020/21,South Lanarkshire,85+ years,Social Worker,2715
2020/21,South Lanarkshire,Unknown,Social Worker,0
2017/18,Stirling,All Ages,Care Home,615
2017/18,Stirling,0-17 years,Care Home,0
2017/18,Stirling,18-64 years,Care Home,90
2017/18,Stirling,65-74 years,Care Home,60
2017/18,Stirling,75-84 years,Care Home,190
2017/18,Stirling,85+ years,Care Home,270
2017/18,Stirling,Unknown,Care Home,0
2017/18,Stirling,All Ages,Community Alarms / Telecare,2645
2017/18,Stirling,0-17 years,Community Alarms / Telecare,0
2017/18,Stirling,18-64 years,Community Alarms / Telecare,285
2017/18,Stirling,65-74 years,Community Alarms / Telecare,335
2017/18,Stirling,75-84 years,Community Alarms / Telecare,980
2017/18,Stirling,85+ years,Community Alarms / Telecare,1045
2017/18,Stirling,Unknown,Community Alarms / Telecare,0
2017/18,Stirling,All Ages,Day Care,115
2017/18,Stirling,0-17 years,Day Care,0
2017/18,Stirling,18-64 years,Day Care,100
2017/18,Stirling,65-74 years,Day Care,5
2017/18,Stirling,75-84 years,Day Care,5
2017/18,Stirling,85+ years,Day Care,5
2017/18,Stirling,Unknown,Day Care,0
2017/18,Stirling,All Ages,Home Care,1315
2017/18,Stirling,0-17 years,Home Care,0
2017/18,Stirling,18-64 years,Home Care,395
2017/18,Stirling,65-74 years,Home Care,165
2017/18,Stirling,75-84 years,Home Care,370
2017/18,Stirling,85+ years,Home Care,385
2017/18,Stirling,Unknown,Home Care,0
2017/18,Stirling,All Ages,Housing Support,100
2017/18,Stirling,0-17 years,Housing Support,0
2017/18,Stirling,18-64 years,Housing Support,90
2017/18,Stirling,65-74 years,Housing Support,10
2017/18,Stirling,75-84 years,Housing Support,0
2017/18,Stirling,85+ years,Housing Support,0
2017/18,Stirling,Unknown,Housing Support,0
2017/18,Stirling,All Ages,Meals,70
2017/18,Stirling,0-17 years,Meals,0
2017/18,Stirling,18-64 years,Meals,5
2017/18,Stirling,65-74 years,Meals,5
2017/18,Stirling,75-84 years,Meals,25
2017/18,Stirling,85+ years,Meals,35
2017/18,Stirling,Unknown,Meals,0
2017/18,Stirling,All Ages,Social Worker,1050
2017/18,Stirling,0-17 years,Social Worker,0
2017/18,Stirling,18-64 years,Social Worker,335
2017/18,Stirling,65-74 years,Social Worker,105
2017/18,Stirling,75-84 years,Social Worker,270
2017/18,Stirling,85+ years,Social Worker,335
2017/18,Stirling,Unknown,Social Worker,0
2018/19,Stirling,All Ages,Care Home,905
2018/19,Stirling,0-17 years,Care Home,0
2018/19,Stirling,18-64 years,Care Home,115
2018/19,Stirling,65-74 years,Care Home,75
2018/19,Stirling,75-84 years,Care Home,285
2018/19,Stirling,85+ years,Care Home,430
2018/19,Stirling,Unknown,Care Home,0
2018/19,Stirling,All Ages,Community Alarms / Telecare,2665
2018/19,Stirling,0-17 years,Community Alarms / Telecare,0
2018/19,Stirling,18-64 years,Community Alarms / Telecare,280
2018/19,Stirling,65-74 years,Community Alarms / Telecare,325
2018/19,Stirling,75-84 years,Community Alarms / Telecare,970
2018/19,Stirling,85+ years,Community Alarms / Telecare,1090
2018/19,Stirling,Unknown,Community Alarms / Telecare,0
2018/19,Stirling,All Ages,Day Care,120
2018/19,Stirling,0-17 years,Day Care,0
2018/19,Stirling,18-64 years,Day Care,105
2018/19,Stirling,65-74 years,Day Care,5
2018/19,Stirling,75-84 years,Day Care,5
2018/19,Stirling,85+ years,Day Care,5
2018/19,Stirling,Unknown,Day Care,0
2018/19,Stirling,All Ages,Home Care,1840
2018/19,Stirling,0-17 years,Home Care,5
2018/19,Stirling,18-64 years,Home Care,450
2018/19,Stirling,65-74 years,Home Care,235
2018/19,Stirling,75-84 years,Home Care,550
2018/19,Stirling,85+ years,Home Care,605
2018/19,Stirling,Unknown,Home Care,0
2018/19,Stirling,All Ages,Housing Support,105
2018/19,Stirling,0-17 years,Housing Support,0
2018/19,Stirling,18-64 years,Housing Support,90
2018/19,Stirling,65-74 years,Housing Support,10
2018/19,Stirling,75-84 years,Housing Support,5
2018/19,Stirling,85+ years,Housing Support,0
2018/19,Stirling,Unknown,Housing Support,0
2018/19,Stirling,All Ages,Meals,60
2018/19,Stirling,0-17 years,Meals,0
2018/19,Stirling,18-64 years,Meals,5
2018/19,Stirling,65-74 years,Meals,5
2018/19,Stirling,75-84 years,Meals,20
2018/19,Stirling,85+ years,Meals,30
2018/19,Stirling,Unknown,Meals,0
2018/19,Stirling,All Ages,Social Worker,1125
2018/19,Stirling,0-17 years,Social Worker,0
2018/19,Stirling,18-64 years,Social Worker,345
2018/19,Stirling,65-74 years,Social Worker,125
2018/19,Stirling,75-84 years,Social Worker,310
2018/19,Stirling,85+ years,Social Worker,345
2018/19,Stirling,Unknown,Social Worker,0
2019/20,Stirling,All Ages,Care Home,885
2019/20,Stirling,0-17 years,Care Home,0
2019/20,Stirling,18-64 years,Care Home,120
2019/20,Stirling,65-74 years,Care Home,70
2019/20,Stirling,75-84 years,Care Home,260
2019/20,Stirling,85+ years,Care Home,430
2019/20,Stirling,Unknown,Care Home,0
2019/20,Stirling,All Ages,Community Alarms / Telecare,2615
2019/20,Stirling,0-17 years,Community Alarms / Telecare,0
2019/20,Stirling,18-64 years,Community Alarms / Telecare,265
2019/20,Stirling,65-74 years,Community Alarms / Telecare,295
2019/20,Stirling,75-84 years,Community Alarms / Telecare,985
2019/20,Stirling,85+ years,Community Alarms / Telecare,1075
2019/20,Stirling,Unknown,Community Alarms / Telecare,0
2019/20,Stirling,All Ages,Day Care,115
2019/20,Stirling,0-17 years,Day Care,0
2019/20,Stirling,18-64 years,Day Care,100
2019/20,Stirling,65-74 years,Day Care,5
2019/20,Stirling,75-84 years,Day Care,5
2019/20,Stirling,85+ years,Day Care,0
2019/20,Stirling,Unknown,Day Care,0
2019/20,Stirling,All Ages,Home Care,1750
2019/20,Stirling,0-17 years,Home Care,0
2019/20,Stirling,18-64 years,Home Care,440
2019/20,Stirling,65-74 years,Home Care,200
2019/20,Stirling,75-84 years,Home Care,520
2019/20,Stirling,85+ years,Home Care,585
2019/20,Stirling,Unknown,Home Care,0
2019/20,Stirling,All Ages,Housing Support,100
2019/20,Stirling,0-17 years,Housing Support,0
2019/20,Stirling,18-64 years,Housing Support,85
2019/20,Stirling,65-74 years,Housing Support,10
2019/20,Stirling,75-84 years,Housing Support,5
2019/20,Stirling,85+ years,Housing Support,0
2019/20,Stirling,Unknown,Housing Support,0
2019/20,Stirling,All Ages,Meals,55
2019/20,Stirling,0-17 years,Meals,0
2019/20,Stirling,18-64 years,Meals,5
2019/20,Stirling,65-74 years,Meals,5
2019/20,Stirling,75-84 years,Meals,15
2019/20,Stirling,85+ years,Meals,30
2019/20,Stirling,Unknown,Meals,0
2019/20,Stirling,All Ages,Social Worker,1125
2019/20,Stirling,0-17 years,Social Worker,5
2019/20,Stirling,18-64 years,Social Worker,340
2019/20,Stirling,65-74 years,Social Worker,140
2019/20,Stirling,75-84 years,Social Worker,290
2019/20,Stirling,85+ years,Social Worker,355
2019/20,Stirling,Unknown,Social Worker,0
2020/21,Stirling,All Ages,Care Home,765
2020/21,Stirling,0-17 years,Care Home,0
2020/21,Stirling,18-64 years,Care Home,100
2020/21,Stirling,65-74 years,Care Home,70
2020/21,Stirling,75-84 years,Care Home,220
2020/21,Stirling,85+ years,Care Home,370
2020/21,Stirling,Unknown,Care Home,0
2020/21,Stirling,All Ages,Community Alarms / Telecare,2515
2020/21,Stirling,0-17 years,Community Alarms / Telecare,0
2020/21,Stirling,18-64 years,Community Alarms / Telecare,250
2020/21,Stirling,65-74 years,Community Alarms / Telecare,290
2020/21,Stirling,75-84 years,Community Alarms / Telecare,910
2020/21,Stirling,85+ years,Community Alarms / Telecare,1065
2020/21,Stirling,Unknown,Community Alarms / Telecare,0
2020/21,Stirling,All Ages,Day Care,105
2020/21,Stirling,0-17 years,Day Care,0
2020/21,Stirling,18-64 years,Day Care,100
2020/21,Stirling,65-74 years,Day Care,5
2020/21,Stirling,75-84 years,Day Care,0
2020/21,Stirling,85+ years,Day Care,0
2020/21,Stirling,Unknown,Day Care,0
2020/21,Stirling,All Ages,Home Care,1755
2020/21,Stirling,0-17 years,Home Care,0
2020/21,Stirling,18-64 years,Home Care,440
2020/21,Stirling,65-74 years,Home Care,215
2020/21,Stirling,75-84 years,Home Care,520
2020/21,Stirling,85+ years,Home Care,575
2020/21,Stirling,Unknown,Home Care,0
2020/21,Stirling,All Ages,Meals,55
2020/21,Stirling,0-17 years,Meals,0
2020/21,Stirling,18-64 years,Meals,5
2020/21,Stirling,65-74 years,Meals,5
2020/21,Stirling,75-84 years,Meals,20
2020/21,Stirling,85+ years,Meals,30
2020/21,Stirling,Unknown,Meals,0
2020/21,Stirling,All Ages,Social Worker,1200
2020/21,Stirling,0-17 years,Social Worker,5
2020/21,Stirling,18-64 years,Social Worker,360
2020/21,Stirling,65-74 years,Social Worker,130
2020/21,Stirling,75-84 years,Social Worker,335
2020/21,Stirling,85+ years,Social Worker,365
2020/21,Stirling,Unknown,Social Worker,0
2017/18,West Dunbartonshire,All Ages,Care Home,710
2017/18,West Dunbartonshire,0-17 years,Care Home,0
2017/18,West Dunbartonshire,18-64 years,Care Home,60
2017/18,West Dunbartonshire,65-74 years,Care Home,75
2017/18,West Dunbartonshire,75-84 years,Care Home,245
2017/18,West Dunbartonshire,85+ years,Care Home,320
2017/18,West Dunbartonshire,Unknown,Care Home,10
2017/18,West Dunbartonshire,All Ages,Community Alarms / Telecare,2775
2017/18,West Dunbartonshire,0-17 years,Community Alarms / Telecare,5
2017/18,West Dunbartonshire,18-64 years,Community Alarms / Telecare,370
2017/18,West Dunbartonshire,65-74 years,Community Alarms / Telecare,500
2017/18,West Dunbartonshire,75-84 years,Community Alarms / Telecare,955
2017/18,West Dunbartonshire,85+ years,Community Alarms / Telecare,850
2017/18,West Dunbartonshire,Unknown,Community Alarms / Telecare,95
2017/18,West Dunbartonshire,All Ages,Day Care,260
2017/18,West Dunbartonshire,0-17 years,Day Care,0
2017/18,West Dunbartonshire,18-64 years,Day Care,0
2017/18,West Dunbartonshire,65-74 years,Day Care,35
2017/18,West Dunbartonshire,75-84 years,Day Care,105
2017/18,West Dunbartonshire,85+ years,Day Care,115
2017/18,West Dunbartonshire,Unknown,Day Care,5
2017/18,West Dunbartonshire,All Ages,Home Care,1725
2017/18,West Dunbartonshire,0-17 years,Home Care,0
2017/18,West Dunbartonshire,18-64 years,Home Care,200
2017/18,West Dunbartonshire,65-74 years,Home Care,330
2017/18,West Dunbartonshire,75-84 years,Home Care,635
2017/18,West Dunbartonshire,85+ years,Home Care,530
2017/18,West Dunbartonshire,Unknown,Home Care,25
2017/18,West Dunbartonshire,All Ages,Meals,170
2017/18,West Dunbartonshire,0-17 years,Meals,0
2017/18,West Dunbartonshire,18-64 years,Meals,25
2017/18,West Dunbartonshire,65-74 years,Meals,30
2017/18,West Dunbartonshire,75-84 years,Meals,60
2017/18,West Dunbartonshire,85+ years,Meals,50
2017/18,West Dunbartonshire,Unknown,Meals,5
2018/19,West Dunbartonshire,All Ages,Care Home,875
2018/19,West Dunbartonshire,0-17 years,Care Home,0
2018/19,West Dunbartonshire,18-64 years,Care Home,65
2018/19,West Dunbartonshire,65-74 years,Care Home,95
2018/19,West Dunbartonshire,75-84 years,Care Home,285
2018/19,West Dunbartonshire,85+ years,Care Home,415
2018/19,West Dunbartonshire,Unknown,Care Home,10
2018/19,West Dunbartonshire,All Ages,Community Alarms / Telecare,2805
2018/19,West Dunbartonshire,0-17 years,Community Alarms / Telecare,5
2018/19,West Dunbartonshire,18-64 years,Community Alarms / Telecare,390
2018/19,West Dunbartonshire,65-74 years,Community Alarms / Telecare,500
2018/19,West Dunbartonshire,75-84 years,Community Alarms / Telecare,950
2018/19,West Dunbartonshire,85+ years,Community Alarms / Telecare,840
2018/19,West Dunbartonshire,Unknown,Community Alarms / Telecare,130
2018/19,West Dunbartonshire,All Ages,Day Care,260
2018/19,West Dunbartonshire,0-17 years,Day Care,0
2018/19,West Dunbartonshire,18-64 years,Day Care,0
2018/19,West Dunbartonshire,65-74 years,Day Care,30
2018/19,West Dunbartonshire,75-84 years,Day Care,115
2018/19,West Dunbartonshire,85+ years,Day Care,105
2018/19,West Dunbartonshire,Unknown,Day Care,10
2018/19,West Dunbartonshire,All Ages,Home Care,2225
2018/19,West Dunbartonshire,0-17 years,Home Care,0
2018/19,West Dunbartonshire,18-64 years,Home Care,240
2018/19,West Dunbartonshire,65-74 years,Home Care,460
2018/19,West Dunbartonshire,75-84 years,Home Care,775
2018/19,West Dunbartonshire,85+ years,Home Care,720
2018/19,West Dunbartonshire,Unknown,Home Care,30
2018/19,West Dunbartonshire,All Ages,Meals,170
2018/19,West Dunbartonshire,0-17 years,Meals,0
2018/19,West Dunbartonshire,18-64 years,Meals,25
2018/19,West Dunbartonshire,65-74 years,Meals,30
2018/19,West Dunbartonshire,75-84 years,Meals,50
2018/19,West Dunbartonshire,85+ years,Meals,55
2018/19,West Dunbartonshire,Unknown,Meals,5
2019/20,West Dunbartonshire,All Ages,Care Home,865
2019/20,West Dunbartonshire,0-17 years,Care Home,0
2019/20,West Dunbartonshire,18-64 years,Care Home,60
2019/20,West Dunbartonshire,65-74 years,Care Home,95
2019/20,West Dunbartonshire,75-84 years,Care Home,280
2019/20,West Dunbartonshire,85+ years,Care Home,410
2019/20,West Dunbartonshire,Unknown,Care Home,25
2019/20,West Dunbartonshire,All Ages,Community Alarms / Telecare,2805
2019/20,West Dunbartonshire,0-17 years,Community Alarms / Telecare,5
2019/20,West Dunbartonshire,18-64 years,Community Alarms / Telecare,385
2019/20,West Dunbartonshire,65-74 years,Community Alarms / Telecare,495
2019/20,West Dunbartonshire,75-84 years,Community Alarms / Telecare,920
2019/20,West Dunbartonshire,85+ years,Community Alarms / Telecare,835
2019/20,West Dunbartonshire,Unknown,Community Alarms / Telecare,165
2019/20,West Dunbartonshire,All Ages,Day Care,225
2019/20,West Dunbartonshire,0-17 years,Day Care,0
2019/20,West Dunbartonshire,18-64 years,Day Care,0
2019/20,West Dunbartonshire,65-74 years,Day Care,25
2019/20,West Dunbartonshire,75-84 years,Day Care,90
2019/20,West Dunbartonshire,85+ years,Day Care,105
2019/20,West Dunbartonshire,Unknown,Day Care,5
2019/20,West Dunbartonshire,All Ages,Home Care,2340
2019/20,West Dunbartonshire,0-17 years,Home Care,0
2019/20,West Dunbartonshire,18-64 years,Home Care,295
2019/20,West Dunbartonshire,65-74 years,Home Care,470
2019/20,West Dunbartonshire,75-84 years,Home Care,810
2019/20,West Dunbartonshire,85+ years,Home Care,725
2019/20,West Dunbartonshire,Unknown,Home Care,45
2019/20,West Dunbartonshire,All Ages,Meals,120
2019/20,West Dunbartonshire,0-17 years,Meals,0
2019/20,West Dunbartonshire,18-64 years,Meals,15
2019/20,West Dunbartonshire,65-74 years,Meals,30
2019/20,West Dunbartonshire,75-84 years,Meals,30
2019/20,West Dunbartonshire,85+ years,Meals,40
2019/20,West Dunbartonshire,Unknown,Meals,5
2020/21,West Dunbartonshire,All Ages,Care Home,830
2020/21,West Dunbartonshire,0-17 years,Care Home,0
2020/21,West Dunbartonshire,18-64 years,Care Home,75
2020/21,West Dunbartonshire,65-74 years,Care Home,85
2020/21,West Dunbartonshire,75-84 years,Care Home,255
