financial_year,sending_location,age_group,ethnicity,measure,nclient,rate
2017/18,Shetland Islands,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",295,244.4
2017/18,Shetland Islands,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",290,251.3
2017/18,Shetland Islands,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,0-17 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,0-17 years,White,"Rate per 1,000 Social Care Clients",10,294.1
2017/18,Shetland Islands,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",10,294.1
2017/18,Shetland Islands,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",25,735.3
2017/18,Shetland Islands,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",25,735.3
2017/18,Shetland Islands,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,White,"Rate per 1,000 Social Care Clients",235,748.4
2017/18,Shetland Islands,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",230,754.1
2017/18,Shetland Islands,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",75,238.9
2017/18,Shetland Islands,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",75,245.9
2017/18,Shetland Islands,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,White,"Rate per 1,000 Social Care Clients",125,776.4
2017/18,Shetland Islands,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",120,774.2
2017/18,Shetland Islands,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",35,217.4
2017/18,Shetland Islands,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",35,225.8
2017/18,Shetland Islands,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,75-84 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,75-84 years,White,"Rate per 1,000 Social Care Clients",265,732
2017/18,Shetland Islands,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",250,720.5
2017/18,Shetland Islands,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",100,276.2
2017/18,Shetland Islands,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",95,273.8
2017/18,Shetland Islands,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,85+ years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,85+ years,White,"Rate per 1,000 Social Care Clients",275,828.3
2017/18,Shetland Islands,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",255,814.7
2017/18,Shetland Islands,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",60,180.7
2017/18,Shetland Islands,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",60,191.7
2017/18,Shetland Islands,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",5,1250
2017/18,Shetland Islands,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,White,"Rate per 1,000 Social Care Clients",960,734.5
2018/19,Shetland Islands,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",830,730
2018/19,Shetland Islands,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",340,260.1
2018/19,Shetland Islands,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",305,268.2
2018/19,Shetland Islands,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,0-17 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,0-17 years,White,"Rate per 1,000 Social Care Clients",10,204.1
2018/19,Shetland Islands,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",10,238.1
2018/19,Shetland Islands,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",35,714.3
2018/19,Shetland Islands,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",35,833.3
2018/19,Shetland Islands,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,White,"Rate per 1,000 Social Care Clients",260,734.5
2018/19,Shetland Islands,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",225,737.7
2018/19,Shetland Islands,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",95,268.4
2018/19,Shetland Islands,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",80,262.3
2018/19,Shetland Islands,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,White,"Rate per 1,000 Social Care Clients",120,745.3
2018/19,Shetland Islands,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",105,729.2
2018/19,Shetland Islands,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",40,248.4
2018/19,Shetland Islands,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",40,277.8
2018/19,Shetland Islands,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,75-84 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,75-84 years,White,"Rate per 1,000 Social Care Clients",275,729.4
2018/19,Shetland Islands,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",245,724.9
2018/19,Shetland Islands,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",100,265.3
2018/19,Shetland Islands,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",95,281.1
2018/19,Shetland Islands,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,85+ years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,85+ years,White,"Rate per 1,000 Social Care Clients",295,812.7
2018/19,Shetland Islands,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",245,795.5
2018/19,Shetland Islands,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",70,192.8
2018/19,Shetland Islands,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",60,194.8
2018/19,Shetland Islands,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
