financial_year,sending_location,age_group,sex,measure,rate,nclient
2021/22,South Ayrshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",7.8,30
2017/18,South Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients",645.3,4585
2017/18,South Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",633.2,3230
2017/18,South Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients",354.7,2520
2017/18,South Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",366.6,1870
2017/18,South Lanarkshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",2.1,15
2017/18,South Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2.9,15
2017/18,South Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",4.9,35
2017/18,South Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",6.9,35
2017/18,South Lanarkshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",95.7,680
2017/18,South Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",113.7,580
2017/18,South Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",101.3,720
2017/18,South Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",115.7,590
2017/18,South Lanarkshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",73.2,520
2017/18,South Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",74.5,380
2017/18,South Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",62.6,445
2017/18,South Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",60.8,310
2017/18,South Lanarkshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",205.5,1460
2017/18,South Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",204.9,1045
2017/18,South Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",102,725
2017/18,South Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",99,505
2017/18,South Lanarkshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients",268.8,1910
2017/18,South Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",237.2,1210
2017/18,South Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients",84.4,600
2017/18,South Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",84.3,430
2017/18,South Lanarkshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Lanarkshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients",638.7,5575
2018/19,South Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",628.4,4700
2018/19,South Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients",360.3,3145
2018/19,South Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",371,2775
2018/19,South Lanarkshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0.6,5
2018/19,South Lanarkshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0.7,5
2018/19,South Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",2.3,20
2018/19,South Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2.7,20
2018/19,South Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",5.2,45
2018/19,South Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",6,45
2018/19,South Lanarkshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Lanarkshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",88.8,775
2018/19,South Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",99.6,745
2018/19,South Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",81.9,715
2018/19,South Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",89.6,670
2018/19,South Lanarkshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Lanarkshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",76.8,670
2018/19,South Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",80.2,600
2018/19,South Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",60.2,525
2018/19,South Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",62.8,470
2018/19,South Lanarkshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0.6,5
2018/19,South Lanarkshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0.7,5
2018/19,South Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",202.2,1765
2018/19,South Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",205.2,1535
2018/19,South Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",112.3,980
2018/19,South Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",115,860
2018/19,South Lanarkshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Lanarkshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients",268.1,2340
2018/19,South Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",240.7,1800
2018/19,South Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients",100.8,880
2018/19,South Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",98.3,735
2018/19,South Lanarkshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Lanarkshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0.6,5
2018/19,South Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Lanarkshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Lanarkshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients",629.7,5435
2019/20,South Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",616.8,4540
2019/20,South Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients",368.4,3180
2019/20,South Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",381.1,2805
2019/20,South Lanarkshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",1.7,15
2019/20,South Lanarkshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",2,15
2019/20,South Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",1.7,15
2019/20,South Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2,15
2019/20,South Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",3.5,30
2019/20,South Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",4.1,30
2019/20,South Lanarkshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Lanarkshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",74.7,645
2019/20,South Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",83.5,615
2019/20,South Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",86.9,750
2019/20,South Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",96.5,710
2019/20,South Lanarkshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Lanarkshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",75.9,655
2019/20,South Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",80.2,590
2019/20,South Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",61.4,530
2019/20,South Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",64.5,475
2019/20,South Lanarkshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0.6,5
2019/20,South Lanarkshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0.7,5
2019/20,South Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",206.2,1780
2019/20,South Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",209.2,1540
2019/20,South Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",111.8,965
2019/20,South Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",115.5,850
2019/20,South Lanarkshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",1.2,10
2019/20,South Lanarkshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",1.4,10
2019/20,South Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients",271.7,2345
2019/20,South Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",241.8,1780
2019/20,South Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients",104.9,905
2019/20,South Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",100.5,740
2019/20,South Lanarkshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Lanarkshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Lanarkshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Lanarkshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients",615.4,5505
2020/21,South Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",610.9,4820
2020/21,South Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients",384.6,3440
2020/21,South Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",389.1,3070
2020/21,South Lanarkshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",1.7,15
2020/21,South Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1.9,15
2020/21,South Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",2.8,25
2020/21,South Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",3.2,25
2020/21,South Lanarkshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",86.1,770
2020/21,South Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",88.1,695
2020/21,South Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",104.5,935
2020/21,South Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",105.2,830
2020/21,South Lanarkshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",75.5,675
2020/21,South Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",79.8,630
2020/21,South Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",60.4,540
2020/21,South Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",62.1,490
2020/21,South Lanarkshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",191.2,1710
2020/21,South Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",196.5,1550
2020/21,South Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",113.5,1015
2020/21,South Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",116,915
2020/21,South Lanarkshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients",261.6,2340
2020/21,South Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",244,1925
2020/21,South Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients",103.4,925
2020/21,South Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",103.3,815
2020/21,South Lanarkshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients",613.6,5740
2021/22,South Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",607,4240
2021/22,South Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients",386.4,3615
2021/22,South Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",392.3,2740
2021/22,South Lanarkshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",4.3,40
2021/22,South Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",5.7,40
2021/22,South Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",7.5,70
2021/22,South Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",10,70
2021/22,South Lanarkshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",116.5,1090
2021/22,South Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",138.2,965
2021/22,South Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",125.1,1170
2021/22,South Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",141,985
2021/22,South Lanarkshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",75.4,705
2021/22,South Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",80.2,560
