financial_year,sending_location,age_group,living_alone,measure,percentage,nclient
2020/21,South Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,63.9,380
2020/21,South Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),59.4,315
2020/21,South Ayrshire,18-64 years,Unknown,Percentage of Social Care Clients,0.8,5
2020/21,South Ayrshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),0.9,5
2020/21,South Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients,30.2,130
2020/21,South Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),37.7,130
2020/21,South Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,68.6,295
2020/21,South Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),60.9,210
2020/21,South Ayrshire,65-74 years,Unknown,Percentage of Social Care Clients,1.2,5
2020/21,South Ayrshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),1.4,5
2020/21,South Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients,20.8,210
2020/21,South Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),26.9,210
2020/21,South Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,76.7,775
2020/21,South Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),69.9,545
2020/21,South Ayrshire,75-84 years,Unknown,Percentage of Social Care Clients,2.5,25
2020/21,South Ayrshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),3.2,25
2020/21,South Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients,22.1,300
2020/21,South Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),35.9,300
2020/21,South Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients,77.1,1045
2020/21,South Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),62.9,525
2020/21,South Ayrshire,85+ years,Unknown,Percentage of Social Care Clients,0.7,10
2020/21,South Ayrshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),1.2,10
2020/21,South Ayrshire,Unknown,Living Alone,Percentage of Social Care Clients,25,5
2020/21,South Ayrshire,Unknown,Living Alone,Percentage of Social Care Clients (adjusted),33.3,5
2020/21,South Ayrshire,Unknown,Not Living Alone,Percentage of Social Care Clients,75,15
2020/21,South Ayrshire,Unknown,Not Living Alone,Percentage of Social Care Clients (adjusted),66.7,10
2020/21,South Lanarkshire,All Ages,Not Living Alone,Percentage of Social Care Clients,31.5,2820
2020/21,South Lanarkshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),24.9,1965
2020/21,South Lanarkshire,All Ages,Unknown,Percentage of Social Care Clients,68.5,6125
2020/21,South Lanarkshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),75.1,5925
2020/21,South Lanarkshire,0-17 years,Unknown,Percentage of Social Care Clients,100,40
2020/21,South Lanarkshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,40
2020/21,South Lanarkshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,15.5,265
2020/21,South Lanarkshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),14.4,220
2020/21,South Lanarkshire,18-64 years,Unknown,Percentage of Social Care Clients,84.5,1440
2020/21,South Lanarkshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),85.6,1305
2020/21,South Lanarkshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,24.2,295
2020/21,South Lanarkshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),20,225
2020/21,South Lanarkshire,65-74 years,Unknown,Percentage of Social Care Clients,75.8,925
2020/21,South Lanarkshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),80,900
2020/21,South Lanarkshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,32.5,885
2020/21,South Lanarkshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),26.4,650
2020/21,South Lanarkshire,75-84 years,Unknown,Percentage of Social Care Clients,67.5,1835
2020/21,South Lanarkshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),73.6,1815
2020/21,South Lanarkshire,85+ years,Not Living Alone,Percentage of Social Care Clients,42.2,1375
2020/21,South Lanarkshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),31.8,870
2020/21,South Lanarkshire,85+ years,Unknown,Percentage of Social Care Clients,57.8,1885
2020/21,South Lanarkshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),68.2,1870
2020/21,Stirling,All Ages,Living Alone,Percentage of Social Care Clients,37.8,1415
2020/21,Stirling,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),38.4,1390
2020/21,Stirling,All Ages,Unknown,Percentage of Social Care Clients,62.2,2330
2020/21,Stirling,All Ages,Unknown,Percentage of Social Care Clients (adjusted),61.6,2230
2020/21,Stirling,0-17 years,Unknown,Percentage of Social Care Clients,100,10
2020/21,Stirling,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,5
2020/21,Stirling,18-64 years,Living Alone,Percentage of Social Care Clients,21.1,150
2020/21,Stirling,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),21.8,145
2020/21,Stirling,18-64 years,Unknown,Percentage of Social Care Clients,78.9,560
2020/21,Stirling,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),78.2,520
2020/21,Stirling,65-74 years,Living Alone,Percentage of Social Care Clients,30.3,135
2020/21,Stirling,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),30.6,130
2020/21,Stirling,65-74 years,Unknown,Percentage of Social Care Clients,69.7,310
2020/21,Stirling,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),69.4,295
2020/21,Stirling,75-84 years,Living Alone,Percentage of Social Care Clients,37.8,450
2020/21,Stirling,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),38.2,445
2020/21,Stirling,75-84 years,Unknown,Percentage of Social Care Clients,62.2,740
2020/21,Stirling,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),61.8,720
2020/21,Stirling,85+ years,Living Alone,Percentage of Social Care Clients,48.9,680
2020/21,Stirling,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),49.3,670
2020/21,Stirling,85+ years,Unknown,Percentage of Social Care Clients,51.1,710
2020/21,Stirling,85+ years,Unknown,Percentage of Social Care Clients (adjusted),50.7,690
2020/21,West Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients,35.4,1610
2020/21,West Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),43.8,1520
2020/21,West Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients,45.9,2085
2020/21,West Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),48.1,1670
2020/21,West Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients,18.7,850
2020/21,West Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),8.1,280
2020/21,West Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,100,55
2020/21,West Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,25
2020/21,West Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients,30,305
2020/21,West Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),39.3,265
2020/21,West Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,60.1,610
2020/21,West Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),54.1,365
2020/21,West Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients,9.9,100
2020/21,West Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),6.7,45
2020/21,West Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients,39.2,290
2020/21,West Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),43.9,270
2020/21,West Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,48.6,360
2020/21,West Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),51.2,315
2020/21,West Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients,12.2,90
2020/21,West Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),4.9,30
2020/21,West Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients,37.2,500
2020/21,West Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),44.1,490
2020/21,West Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,43.1,580
2020/21,West Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),47.7,530
2020/21,West Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients,19.7,265
2020/21,West Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),8.1,90
2020/21,West Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients,37.7,505
2020/21,West Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),48.8,495
2020/21,West Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients,33.2,445
2020/21,West Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),40.4,410
2020/21,West Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients,29.1,390
2020/21,West Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),10.8,110
2020/21,West Dunbartonshire,Unknown,Living Alone,Percentage of Social Care Clients,9.1,5
2020/21,West Dunbartonshire,Unknown,Living Alone,Percentage of Social Care Clients (adjusted),14.3,5
2020/21,West Dunbartonshire,Unknown,Not Living Alone,Percentage of Social Care Clients,72.7,40
2020/21,West Dunbartonshire,Unknown,Not Living Alone,Percentage of Social Care Clients (adjusted),71.4,25
2020/21,West Dunbartonshire,Unknown,Unknown,Percentage of Social Care Clients,18.2,10
2020/21,West Dunbartonshire,Unknown,Unknown,Percentage of Social Care Clients (adjusted),14.3,5
2020/21,West Lothian,All Ages,Living Alone,Percentage of Social Care Clients,9.9,680
2020/21,West Lothian,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),9.4,570
2020/21,West Lothian,All Ages,Not Living Alone,Percentage of Social Care Clients,90.1,6210
2020/21,West Lothian,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),90.6,5470
2020/21,West Lothian,0-17 years,Not Living Alone,Percentage of Social Care Clients,100,85
2020/21,West Lothian,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,75
2020/21,West Lothian,18-64 years,Living Alone,Percentage of Social Care Clients,8.5,145
2020/21,West Lothian,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),9.3,140
2020/21,West Lothian,18-64 years,Not Living Alone,Percentage of Social Care Clients,91.5,1555
2020/21,West Lothian,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),90.7,1365
2020/21,West Lothian,65-74 years,Living Alone,Percentage of Social Care Clients,9.1,100
2020/21,West Lothian,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),9.2,95
2020/21,West Lothian,65-74 years,Not Living Alone,Percentage of Social Care Clients,90.9,995
2020/21,West Lothian,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),90.8,935
2020/21,West Lothian,75-84 years,Living Alone,Percentage of Social Care Clients,8.4,185
2020/21,West Lothian,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),8.2,160
2020/21,West Lothian,75-84 years,Not Living Alone,Percentage of Social Care Clients,91.6,2010
2020/21,West Lothian,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),91.8,1790
2020/21,West Lothian,85+ years,Living Alone,Percentage of Social Care Clients,13.5,245
2020/21,West Lothian,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),11.9,175
2020/21,West Lothian,85+ years,Not Living Alone,Percentage of Social Care Clients,86.5,1565
2020/21,West Lothian,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),88.1,1300
2020/21,West Lothian,Unknown,Not Living Alone,Percentage of Social Care Clients,100,5
2021/22,Scotland (All Areas Submitted),All Ages,Living Alone,Percentage of Social Care Clients,20.3,45115
2021/22,Scotland (All Areas Submitted),All Ages,Living Alone,Percentage of Social Care Clients (adjusted),21,43185
2021/22,Scotland (All Areas Submitted),All Ages,Not Living Alone,Percentage of Social Care Clients,32.9,73215
2021/22,Scotland (All Areas Submitted),All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),32.8,67445
2021/22,Scotland (All Areas Submitted),All Ages,Unknown,Percentage of Social Care Clients,46.8,104190
2021/22,Scotland (All Areas Submitted),All Ages,Unknown,Percentage of Social Care Clients (adjusted),46.2,94860
2021/22,Scotland (All Areas Submitted),0-17 years,Living Alone,Percentage of Social Care Clients,2.4,95
2021/22,Scotland (All Areas Submitted),0-17 years,Living Alone,Percentage of Social Care Clients (adjusted),2.6,95
2021/22,Scotland (All Areas Submitted),0-17 years,Not Living Alone,Percentage of Social Care Clients,39.8,1565
2021/22,Scotland (All Areas Submitted),0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),40,1445
2021/22,Scotland (All Areas Submitted),0-17 years,Unknown,Percentage of Social Care Clients,57.8,2270
2021/22,Scotland (All Areas Submitted),0-17 years,Unknown,Percentage of Social Care Clients (adjusted),57.4,2075
2021/22,Scotland (All Areas Submitted),18-64 years,Living Alone,Percentage of Social Care Clients,14.9,7895
2021/22,Scotland (All Areas Submitted),18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),15.5,7615
2021/22,Scotland (All Areas Submitted),18-64 years,Not Living Alone,Percentage of Social Care Clients,33.8,17875
2021/22,Scotland (All Areas Submitted),18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),33.5,16445
2021/22,Scotland (All Areas Submitted),18-64 years,Unknown,Percentage of Social Care Clients,51.2,27080
2021/22,Scotland (All Areas Submitted),18-64 years,Unknown,Percentage of Social Care Clients (adjusted),51,25050
2021/22,Scotland (All Areas Submitted),65-74 years,Living Alone,Percentage of Social Care Clients,20.4,6455
2021/22,Scotland (All Areas Submitted),65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),20.9,6200
2021/22,Scotland (All Areas Submitted),65-74 years,Not Living Alone,Percentage of Social Care Clients,34.1,10790
2021/22,Scotland (All Areas Submitted),65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),34.1,10100
2021/22,Scotland (All Areas Submitted),65-74 years,Unknown,Percentage of Social Care Clients,45.5,14420
2021/22,Scotland (All Areas Submitted),65-74 years,Unknown,Percentage of Social Care Clients (adjusted),45,13350
2021/22,Scotland (All Areas Submitted),75-84 years,Living Alone,Percentage of Social Care Clients,21.2,13240
2021/22,Scotland (All Areas Submitted),75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),21.8,12700
2021/22,Scotland (All Areas Submitted),75-84 years,Not Living Alone,Percentage of Social Care Clients,34.3,21455
2021/22,Scotland (All Areas Submitted),75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),34.3,19965
2021/22,Scotland (All Areas Submitted),75-84 years,Unknown,Percentage of Social Care Clients,44.5,27845
2021/22,Scotland (All Areas Submitted),75-84 years,Unknown,Percentage of Social Care Clients (adjusted),43.8,25460
2021/22,Scotland (All Areas Submitted),85+ years,Living Alone,Percentage of Social Care Clients,24.7,17425
2021/22,Scotland (All Areas Submitted),85+ years,Living Alone,Percentage of Social Care Clients (adjusted),25.8,16575
2021/22,Scotland (All Areas Submitted),85+ years,Not Living Alone,Percentage of Social Care Clients,30.5,21515
2021/22,Scotland (All Areas Submitted),85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),30.3,19480
2021/22,Scotland (All Areas Submitted),85+ years,Unknown,Percentage of Social Care Clients,44.9,31695
2021/22,Scotland (All Areas Submitted),85+ years,Unknown,Percentage of Social Care Clients (adjusted),43.8,28150
