financial_year,sending_location,age_group,ethnicity,measure,rate,nclient
2021/22,Scottish Borders,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,85+ years,Asian,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,85+ years,White,"Rate per 1,000 Social Care Clients",834.8,1415
2021/22,Scottish Borders,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",807.7,1050
2021/22,Scottish Borders,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",159.3,270
2021/22,Scottish Borders,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",192.3,250
2021/22,Scottish Borders,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",1000,175
2021/22,Scottish Borders,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",1000,175
2021/22,Scottish Borders,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,White,"Rate per 1,000 Social Care Clients",753.9,910
2017/18,Shetland Islands,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",749.6,865
2017/18,Shetland Islands,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",244.4,295
2017/18,Shetland Islands,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",251.3,290
2017/18,Shetland Islands,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,0-17 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,0-17 years,White,"Rate per 1,000 Social Care Clients",294.1,10
2017/18,Shetland Islands,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",294.1,10
2017/18,Shetland Islands,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",735.3,25
2017/18,Shetland Islands,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",735.3,25
2017/18,Shetland Islands,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,White,"Rate per 1,000 Social Care Clients",748.4,235
2017/18,Shetland Islands,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",754.1,230
2017/18,Shetland Islands,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",238.9,75
2017/18,Shetland Islands,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",245.9,75
2017/18,Shetland Islands,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,White,"Rate per 1,000 Social Care Clients",776.4,125
2017/18,Shetland Islands,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",774.2,120
2017/18,Shetland Islands,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",217.4,35
2017/18,Shetland Islands,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",225.8,35
2017/18,Shetland Islands,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,75-84 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,75-84 years,White,"Rate per 1,000 Social Care Clients",732,265
2017/18,Shetland Islands,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",720.5,250
2017/18,Shetland Islands,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",276.2,100
2017/18,Shetland Islands,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",273.8,95
2017/18,Shetland Islands,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,85+ years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,85+ years,White,"Rate per 1,000 Social Care Clients",828.3,275
2017/18,Shetland Islands,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",814.7,255
2017/18,Shetland Islands,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",180.7,60
2017/18,Shetland Islands,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",191.7,60
2017/18,Shetland Islands,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",1250,5
2017/18,Shetland Islands,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,White,"Rate per 1,000 Social Care Clients",734.5,960
2018/19,Shetland Islands,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",730,830
2018/19,Shetland Islands,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",260.1,340
2018/19,Shetland Islands,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",268.2,305
2018/19,Shetland Islands,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,0-17 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,0-17 years,White,"Rate per 1,000 Social Care Clients",204.1,10
2018/19,Shetland Islands,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",238.1,10
2018/19,Shetland Islands,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",714.3,35
2018/19,Shetland Islands,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",833.3,35
2018/19,Shetland Islands,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,White,"Rate per 1,000 Social Care Clients",734.5,260
2018/19,Shetland Islands,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",737.7,225
2018/19,Shetland Islands,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",268.4,95
2018/19,Shetland Islands,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",262.3,80
2018/19,Shetland Islands,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,White,"Rate per 1,000 Social Care Clients",745.3,120
2018/19,Shetland Islands,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",729.2,105
2018/19,Shetland Islands,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",248.4,40
2018/19,Shetland Islands,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",277.8,40
2018/19,Shetland Islands,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
