financial_year,sending_location,age_group,client_group,measure,rate,nclient
2020/21,South Lanarkshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",941.3,2565
2020/21,South Lanarkshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",945.2,2330
2020/21,South Lanarkshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",22,60
2020/21,South Lanarkshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",20.3,50
2020/21,South Lanarkshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",88.1,240
2020/21,South Lanarkshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",83.2,205
2020/21,South Lanarkshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",557.8,1520
2020/21,South Lanarkshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",572,1410
2020/21,South Lanarkshire,75-84 years,Other,"Rate per 1,000 Social Care Clients",310.1,845
2020/21,South Lanarkshire,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",300.2,740
2020/21,South Lanarkshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",3.7,10
2020/21,South Lanarkshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",2,5
2020/21,South Lanarkshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients",329.8,1075
2020/21,South Lanarkshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",304.7,835
2020/21,South Lanarkshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",961.7,3135
2020/21,South Lanarkshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",963.5,2640
2020/21,South Lanarkshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",3.1,10
2020/21,South Lanarkshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1.8,5
2020/21,South Lanarkshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",55.2,180
2020/21,South Lanarkshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",52.9,145
2020/21,South Lanarkshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",635,2070
2020/21,South Lanarkshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",651.5,1785
2020/21,South Lanarkshire,85+ years,Other,"Rate per 1,000 Social Care Clients",242.3,790
2020/21,South Lanarkshire,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",239.1,655
2020/21,South Lanarkshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",1.5,5
2020/21,South Lanarkshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,Unknown,Other,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,All Ages,Dementia,"Rate per 1,000 Social Care Clients",224.5,2100
2021/22,South Lanarkshire,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",195.4,1365
2021/22,South Lanarkshire,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",696.4,6515
2021/22,South Lanarkshire,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",651.4,4550
2021/22,South Lanarkshire,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",147.5,1380
2021/22,South Lanarkshire,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",163.2,1140
2021/22,South Lanarkshire,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",125.6,1175
2021/22,South Lanarkshire,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",140.3,980
2021/22,South Lanarkshire,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",513.6,4805
2021/22,South Lanarkshire,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",524.7,3665
2021/22,South Lanarkshire,All Ages,Other,"Rate per 1,000 Social Care Clients",335.6,3140
2021/22,South Lanarkshire,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",352.2,2460
2021/22,South Lanarkshire,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",42.8,400
2021/22,South Lanarkshire,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",48,335
2021/22,South Lanarkshire,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",272.7,30
2021/22,South Lanarkshire,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",272.7,30
2021/22,South Lanarkshire,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",45.5,5
2021/22,South Lanarkshire,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",45.5,5
2021/22,South Lanarkshire,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",227.3,25
2021/22,South Lanarkshire,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",227.3,25
2021/22,South Lanarkshire,0-17 years,Other,"Rate per 1,000 Social Care Clients",318.2,35
2021/22,South Lanarkshire,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",318.2,35
2021/22,South Lanarkshire,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",454.5,50
2021/22,South Lanarkshire,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",409.1,45
2021/22,South Lanarkshire,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",15.5,35
2021/22,South Lanarkshire,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",15.4,30
2021/22,South Lanarkshire,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",44.3,100
2021/22,South Lanarkshire,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",46.2,90
2021/22,South Lanarkshire,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",505.5,1140
2021/22,South Lanarkshire,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",479.5,935
2021/22,South Lanarkshire,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",252.8,570
2021/22,South Lanarkshire,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",271.8,530
2021/22,South Lanarkshire,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",361.4,815
2021/22,South Lanarkshire,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",374.4,730
2021/22,South Lanarkshire,18-64 years,Other,"Rate per 1,000 Social Care Clients",485.6,1095
2021/22,South Lanarkshire,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",502.6,980
2021/22,South Lanarkshire,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",126.4,285
2021/22,South Lanarkshire,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",115.4,225
2021/22,South Lanarkshire,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",175.3,220
2021/22,South Lanarkshire,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",173.5,170
2021/22,South Lanarkshire,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",768.9,965
2021/22,South Lanarkshire,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",744.9,730
2021/22,South Lanarkshire,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",111.6,140
2021/22,South Lanarkshire,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",112.2,110
2021/22,South Lanarkshire,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",151.4,190
2021/22,South Lanarkshire,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",168.4,165
2021/22,South Lanarkshire,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",466.1,585
2021/22,South Lanarkshire,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",500,490
2021/22,South Lanarkshire,65-74 years,Other,"Rate per 1,000 Social Care Clients",386.5,485
2021/22,South Lanarkshire,65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",408.2,400
2021/22,South Lanarkshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",23.9,30
2021/22,South Lanarkshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",30.6,30
2021/22,South Lanarkshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",327.5,845
2021/22,South Lanarkshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",310.2,580
2021/22,South Lanarkshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",938,2420
2021/22,South Lanarkshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",935.8,1750
2021/22,South Lanarkshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",23.3,60
2021/22,South Lanarkshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",29.4,55
2021/22,South Lanarkshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",87.2,225
2021/22,South Lanarkshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",85.6,160
2021/22,South Lanarkshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",544.6,1405
2021/22,South Lanarkshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",582.9,1090
2021/22,South Lanarkshire,75-84 years,Other,"Rate per 1,000 Social Care Clients",304.3,785
2021/22,South Lanarkshire,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",304.8,570
2021/22,South Lanarkshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",5.8,15
2021/22,South Lanarkshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",5.3,10
2021/22,South Lanarkshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients",317.4,995
2021/22,South Lanarkshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",284.7,585
2021/22,South Lanarkshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",964.9,3025
2021/22,South Lanarkshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",963.5,1980
2021/22,South Lanarkshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",3.2,10
2021/22,South Lanarkshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",4.9,10
2021/22,South Lanarkshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",57.4,180
2021/22,South Lanarkshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",58.4,120
2021/22,South Lanarkshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",630,1975
2021/22,South Lanarkshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",647.2,1330
2021/22,South Lanarkshire,85+ years,Other,"Rate per 1,000 Social Care Clients",234.4,735
2021/22,South Lanarkshire,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",228.7,470
2021/22,South Lanarkshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",1.6,5
2021/22,South Lanarkshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,Unknown,Other,"Rate per 1,000 Social Care Clients",250,5
2021/22,South Lanarkshire,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",250,5
2021/22,South Lanarkshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",750,15
2021/22,South Lanarkshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",750,15
2017/18,Stirling,All Ages,Dementia,"Rate per 1,000 Social Care Clients",163.7,620
2017/18,Stirling,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",158.2,575
2017/18,Stirling,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",670.5,2540
2017/18,Stirling,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",678.1,2465
2017/18,Stirling,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",81.8,310
2017/18,Stirling,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",77,280
2017/18,Stirling,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",76.6,290
2017/18,Stirling,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",74.3,270
2017/18,Stirling,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",307.6,1165
2017/18,Stirling,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",308.1,1120
2017/18,Stirling,All Ages,Other,"Rate per 1,000 Social Care Clients",104.3,395
2017/18,Stirling,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",104.5,380
2017/18,Stirling,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",4,15
2017/18,Stirling,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",4.1,15
2017/18,Stirling,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2017/18,Stirling,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Stirling,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2017/18,Stirling,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Stirling,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2017/18,Stirling,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Stirling,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2017/18,Stirling,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Stirling,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2017/18,Stirling,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Stirling,0-17 years,Other,"Rate per 1,000 Social Care Clients",1666.7,5
2017/18,Stirling,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",1666.7,5
2017/18,Stirling,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2017/18,Stirling,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Stirling,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",14,10
2017/18,Stirling,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",7.4,5
2017/18,Stirling,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",90.8,65
2017/18,Stirling,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",96,65
2017/18,Stirling,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",370.1,265
2017/18,Stirling,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",354.5,240
2017/18,Stirling,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",237.4,170
2017/18,Stirling,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",236.3,160
2017/18,Stirling,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",474.9,340
2017/18,Stirling,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",487.4,330
2017/18,Stirling,18-64 years,Other,"Rate per 1,000 Social Care Clients",237.4,170
2017/18,Stirling,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",251.1,170
2017/18,Stirling,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
