financial_year,sending_location,age_group,service_group,nclient
2020/21,Shetland Islands,18-64 years,Care Home,40
2020/21,Shetland Islands,65-74 years,Care Home,25
2020/21,Shetland Islands,75-84 years,Care Home,80
2020/21,Shetland Islands,85+ years,Care Home,130
2020/21,Shetland Islands,Unknown,Care Home,0
2020/21,Shetland Islands,All Ages,Care at Home,495
2020/21,Shetland Islands,0-17 years,Care at Home,0
2020/21,Shetland Islands,18-64 years,Care at Home,105
2020/21,Shetland Islands,65-74 years,Care at Home,75
2020/21,Shetland Islands,75-84 years,Care at Home,155
2020/21,Shetland Islands,85+ years,Care at Home,160
2020/21,Shetland Islands,Unknown,Care at Home,0
2020/21,Shetland Islands,All Ages,Community Alarms / Telecare,675
2020/21,Shetland Islands,0-17 years,Community Alarms / Telecare,0
2020/21,Shetland Islands,18-64 years,Community Alarms / Telecare,75
2020/21,Shetland Islands,65-74 years,Community Alarms / Telecare,65
2020/21,Shetland Islands,75-84 years,Community Alarms / Telecare,270
2020/21,Shetland Islands,85+ years,Community Alarms / Telecare,265
2020/21,Shetland Islands,Unknown,Community Alarms / Telecare,0
2020/21,Shetland Islands,All Ages,Day Care,105
2020/21,Shetland Islands,0-17 years,Day Care,0
2020/21,Shetland Islands,18-64 years,Day Care,65
2020/21,Shetland Islands,65-74 years,Day Care,5
2020/21,Shetland Islands,75-84 years,Day Care,5
2020/21,Shetland Islands,85+ years,Day Care,30
2020/21,Shetland Islands,Unknown,Day Care,0
2020/21,Shetland Islands,All Ages,Meals,195
2020/21,Shetland Islands,0-17 years,Meals,0
2020/21,Shetland Islands,18-64 years,Meals,5
2020/21,Shetland Islands,65-74 years,Meals,15
2020/21,Shetland Islands,75-84 years,Meals,85
2020/21,Shetland Islands,85+ years,Meals,90
2020/21,Shetland Islands,Unknown,Meals,0
2020/21,Shetland Islands,All Ages,Social Worker,725
2020/21,Shetland Islands,0-17 years,Social Worker,90
2020/21,Shetland Islands,18-64 years,Social Worker,225
2020/21,Shetland Islands,65-74 years,Social Worker,85
2020/21,Shetland Islands,75-84 years,Social Worker,155
2020/21,Shetland Islands,85+ years,Social Worker,170
2020/21,Shetland Islands,Unknown,Social Worker,0
2021/22,Shetland Islands,All Ages,Care Home,285
2021/22,Shetland Islands,0-17 years,Care Home,0
2021/22,Shetland Islands,18-64 years,Care Home,55
2021/22,Shetland Islands,65-74 years,Care Home,25
2021/22,Shetland Islands,75-84 years,Care Home,70
2021/22,Shetland Islands,85+ years,Care Home,140
2021/22,Shetland Islands,Unknown,Care Home,0
2021/22,Shetland Islands,All Ages,Care at Home,580
2021/22,Shetland Islands,0-17 years,Care at Home,0
2021/22,Shetland Islands,18-64 years,Care at Home,120
2021/22,Shetland Islands,65-74 years,Care at Home,75
2021/22,Shetland Islands,75-84 years,Care at Home,205
2021/22,Shetland Islands,85+ years,Care at Home,180
2021/22,Shetland Islands,Unknown,Care at Home,0
2021/22,Shetland Islands,All Ages,Community Alarms / Telecare,715
2021/22,Shetland Islands,0-17 years,Community Alarms / Telecare,0
2021/22,Shetland Islands,18-64 years,Community Alarms / Telecare,70
2021/22,Shetland Islands,65-74 years,Community Alarms / Telecare,80
2021/22,Shetland Islands,75-84 years,Community Alarms / Telecare,280
2021/22,Shetland Islands,85+ years,Community Alarms / Telecare,280
2021/22,Shetland Islands,Unknown,Community Alarms / Telecare,0
2021/22,Shetland Islands,All Ages,Day Care,115
2021/22,Shetland Islands,0-17 years,Day Care,0
2021/22,Shetland Islands,18-64 years,Day Care,65
2021/22,Shetland Islands,65-74 years,Day Care,5
2021/22,Shetland Islands,75-84 years,Day Care,10
2021/22,Shetland Islands,85+ years,Day Care,35
2021/22,Shetland Islands,Unknown,Day Care,0
2021/22,Shetland Islands,All Ages,Meals,245
2021/22,Shetland Islands,0-17 years,Meals,0
2021/22,Shetland Islands,18-64 years,Meals,15
2021/22,Shetland Islands,65-74 years,Meals,25
2021/22,Shetland Islands,75-84 years,Meals,95
2021/22,Shetland Islands,85+ years,Meals,110
2021/22,Shetland Islands,Unknown,Meals,0
2021/22,Shetland Islands,All Ages,Social Worker,800
2021/22,Shetland Islands,0-17 years,Social Worker,145
2021/22,Shetland Islands,18-64 years,Social Worker,230
2021/22,Shetland Islands,65-74 years,Social Worker,90
2021/22,Shetland Islands,75-84 years,Social Worker,170
2021/22,Shetland Islands,85+ years,Social Worker,160
2021/22,Shetland Islands,Unknown,Social Worker,0
2017/18,South Ayrshire,All Ages,Care Home,1145
2017/18,South Ayrshire,0-17 years,Care Home,0
2017/18,South Ayrshire,18-64 years,Care Home,80
2017/18,South Ayrshire,65-74 years,Care Home,115
2017/18,South Ayrshire,75-84 years,Care Home,385
2017/18,South Ayrshire,85+ years,Care Home,565
2017/18,South Ayrshire,Unknown,Care Home,0
2017/18,South Ayrshire,All Ages,Care at Home,1935
2017/18,South Ayrshire,0-17 years,Care at Home,5
2017/18,South Ayrshire,18-64 years,Care at Home,345
2017/18,South Ayrshire,65-74 years,Care at Home,300
2017/18,South Ayrshire,75-84 years,Care at Home,640
2017/18,South Ayrshire,85+ years,Care at Home,645
2017/18,South Ayrshire,Unknown,Care at Home,0
2017/18,South Ayrshire,All Ages,Community Alarms / Telecare,2965
2017/18,South Ayrshire,0-17 years,Community Alarms / Telecare,5
2017/18,South Ayrshire,18-64 years,Community Alarms / Telecare,325
2017/18,South Ayrshire,65-74 years,Community Alarms / Telecare,400
2017/18,South Ayrshire,75-84 years,Community Alarms / Telecare,1015
2017/18,South Ayrshire,85+ years,Community Alarms / Telecare,1220
2017/18,South Ayrshire,Unknown,Community Alarms / Telecare,0
2017/18,South Ayrshire,All Ages,Day Care,0
2017/18,South Ayrshire,0-17 years,Day Care,0
2017/18,South Ayrshire,18-64 years,Day Care,0
2017/18,South Ayrshire,65-74 years,Day Care,0
2017/18,South Ayrshire,75-84 years,Day Care,0
2017/18,South Ayrshire,85+ years,Day Care,0
2017/18,South Ayrshire,Unknown,Day Care,0
2017/18,South Ayrshire,All Ages,Housing Support,0
2017/18,South Ayrshire,0-17 years,Housing Support,0
2017/18,South Ayrshire,18-64 years,Housing Support,0
2017/18,South Ayrshire,65-74 years,Housing Support,0
2017/18,South Ayrshire,75-84 years,Housing Support,0
2017/18,South Ayrshire,85+ years,Housing Support,0
2017/18,South Ayrshire,Unknown,Housing Support,0
2017/18,South Ayrshire,All Ages,Social Worker,180
2017/18,South Ayrshire,0-17 years,Social Worker,0
2017/18,South Ayrshire,18-64 years,Social Worker,160
2017/18,South Ayrshire,65-74 years,Social Worker,10
2017/18,South Ayrshire,75-84 years,Social Worker,5
2017/18,South Ayrshire,85+ years,Social Worker,0
2017/18,South Ayrshire,Unknown,Social Worker,0
2018/19,South Ayrshire,All Ages,Care Home,1545
2018/19,South Ayrshire,0-17 years,Care Home,0
2018/19,South Ayrshire,18-64 years,Care Home,135
2018/19,South Ayrshire,65-74 years,Care Home,150
2018/19,South Ayrshire,75-84 years,Care Home,475
2018/19,South Ayrshire,85+ years,Care Home,785
2018/19,South Ayrshire,Unknown,Care Home,0
2018/19,South Ayrshire,All Ages,Care at Home,2775
2018/19,South Ayrshire,0-17 years,Care at Home,0
2018/19,South Ayrshire,18-64 years,Care at Home,525
2018/19,South Ayrshire,65-74 years,Care at Home,430
2018/19,South Ayrshire,75-84 years,Care at Home,885
2018/19,South Ayrshire,85+ years,Care at Home,930
2018/19,South Ayrshire,Unknown,Care at Home,0
2018/19,South Ayrshire,All Ages,Community Alarms / Telecare,3315
2018/19,South Ayrshire,0-17 years,Community Alarms / Telecare,5
2018/19,South Ayrshire,18-64 years,Community Alarms / Telecare,355
2018/19,South Ayrshire,65-74 years,Community Alarms / Telecare,420
2018/19,South Ayrshire,75-84 years,Community Alarms / Telecare,1165
2018/19,South Ayrshire,85+ years,Community Alarms / Telecare,1365
2018/19,South Ayrshire,Unknown,Community Alarms / Telecare,0
2018/19,South Ayrshire,All Ages,Day Care,0
2018/19,South Ayrshire,0-17 years,Day Care,0
2018/19,South Ayrshire,18-64 years,Day Care,0
2018/19,South Ayrshire,65-74 years,Day Care,0
2018/19,South Ayrshire,75-84 years,Day Care,0
2018/19,South Ayrshire,85+ years,Day Care,0
2018/19,South Ayrshire,Unknown,Day Care,0
2018/19,South Ayrshire,All Ages,Social Worker,3620
2018/19,South Ayrshire,0-17 years,Social Worker,15
2018/19,South Ayrshire,18-64 years,Social Worker,625
2018/19,South Ayrshire,65-74 years,Social Worker,495
2018/19,South Ayrshire,75-84 years,Social Worker,1125
2018/19,South Ayrshire,85+ years,Social Worker,1365
2018/19,South Ayrshire,Unknown,Social Worker,0
2019/20,South Ayrshire,All Ages,Care Home,1280
2019/20,South Ayrshire,0-17 years,Care Home,0
2019/20,South Ayrshire,18-64 years,Care Home,135
2019/20,South Ayrshire,65-74 years,Care Home,120
2019/20,South Ayrshire,75-84 years,Care Home,355
2019/20,South Ayrshire,85+ years,Care Home,675
2019/20,South Ayrshire,Unknown,Care Home,0
2019/20,South Ayrshire,All Ages,Care at Home,2310
2019/20,South Ayrshire,0-17 years,Care at Home,0
2019/20,South Ayrshire,18-64 years,Care at Home,515
2019/20,South Ayrshire,65-74 years,Care at Home,320
2019/20,South Ayrshire,75-84 years,Care at Home,695
2019/20,South Ayrshire,85+ years,Care at Home,780
2019/20,South Ayrshire,Unknown,Care at Home,0
2019/20,South Ayrshire,All Ages,Day Care,0
2019/20,South Ayrshire,0-17 years,Day Care,0
2019/20,South Ayrshire,18-64 years,Day Care,0
2019/20,South Ayrshire,65-74 years,Day Care,0
2019/20,South Ayrshire,75-84 years,Day Care,0
2019/20,South Ayrshire,85+ years,Day Care,0
2019/20,South Ayrshire,Unknown,Day Care,0
2019/20,South Ayrshire,All Ages,Social Worker,2165
2019/20,South Ayrshire,0-17 years,Social Worker,0
2019/20,South Ayrshire,18-64 years,Social Worker,500
2019/20,South Ayrshire,65-74 years,Social Worker,305
2019/20,South Ayrshire,75-84 years,Social Worker,660
2019/20,South Ayrshire,85+ years,Social Worker,700
2019/20,South Ayrshire,Unknown,Social Worker,0
2020/21,South Ayrshire,All Ages,Care Home,990
2020/21,South Ayrshire,0-17 years,Care Home,0
2020/21,South Ayrshire,18-64 years,Care Home,70
2020/21,South Ayrshire,65-74 years,Care Home,90
2020/21,South Ayrshire,75-84 years,Care Home,260
2020/21,South Ayrshire,85+ years,Care Home,555
2020/21,South Ayrshire,Unknown,Care Home,10
2020/21,South Ayrshire,All Ages,Care at Home,2560
2020/21,South Ayrshire,0-17 years,Care at Home,0
2020/21,South Ayrshire,18-64 years,Care at Home,505
2020/21,South Ayrshire,65-74 years,Care at Home,355
2020/21,South Ayrshire,75-84 years,Care at Home,805
2020/21,South Ayrshire,85+ years,Care at Home,885
2020/21,South Ayrshire,Unknown,Care at Home,10
2020/21,South Ayrshire,All Ages,Social Worker,2500
2020/21,South Ayrshire,0-17 years,Social Worker,0
2020/21,South Ayrshire,18-64 years,Social Worker,530
2020/21,South Ayrshire,65-74 years,Social Worker,350
2020/21,South Ayrshire,75-84 years,Social Worker,775
2020/21,South Ayrshire,85+ years,Social Worker,835
2020/21,South Ayrshire,Unknown,Social Worker,10
2021/22,South Ayrshire,All Ages,Care Home,1415
2021/22,South Ayrshire,0-17 years,Care Home,0
2021/22,South Ayrshire,18-64 years,Care Home,110
2021/22,South Ayrshire,65-74 years,Care Home,135
2021/22,South Ayrshire,75-84 years,Care Home,415
2021/22,South Ayrshire,85+ years,Care Home,735
2021/22,South Ayrshire,Unknown,Care Home,20
2021/22,South Ayrshire,All Ages,Care at Home,2705
2021/22,South Ayrshire,0-17 years,Care at Home,0
2021/22,South Ayrshire,18-64 years,Care at Home,480
2021/22,South Ayrshire,65-74 years,Care at Home,395
2021/22,South Ayrshire,75-84 years,Care at Home,870
2021/22,South Ayrshire,85+ years,Care at Home,950
2021/22,South Ayrshire,Unknown,Care at Home,15
2021/22,South Ayrshire,All Ages,Social Worker,3825
2021/22,South Ayrshire,0-17 years,Social Worker,0
2021/22,South Ayrshire,18-64 years,Social Worker,565
2021/22,South Ayrshire,65-74 years,Social Worker,505
2021/22,South Ayrshire,75-84 years,Social Worker,1185
2021/22,South Ayrshire,85+ years,Social Worker,1535
2021/22,South Ayrshire,Unknown,Social Worker,30
2017/18,South Lanarkshire,All Ages,Care Home,2080
2017/18,South Lanarkshire,0-17 years,Care Home,0
2017/18,South Lanarkshire,18-64 years,Care Home,225
2017/18,South Lanarkshire,65-74 years,Care Home,240
2017/18,South Lanarkshire,75-84 years,Care Home,640
2017/18,South Lanarkshire,85+ years,Care Home,975
2017/18,South Lanarkshire,Unknown,Care Home,0
2017/18,South Lanarkshire,All Ages,Care at Home,4160
2017/18,South Lanarkshire,0-17 years,Care at Home,30
2017/18,South Lanarkshire,18-64 years,Care at Home,670
2017/18,South Lanarkshire,65-74 years,Care at Home,625
2017/18,South Lanarkshire,75-84 years,Care at Home,1430
2017/18,South Lanarkshire,85+ years,Care at Home,1410
2017/18,South Lanarkshire,Unknown,Care at Home,0
2017/18,South Lanarkshire,All Ages,Day Care,825
2017/18,South Lanarkshire,0-17 years,Day Care,0
2017/18,South Lanarkshire,18-64 years,Day Care,270
2017/18,South Lanarkshire,65-74 years,Day Care,85
2017/18,South Lanarkshire,75-84 years,Day Care,250
2017/18,South Lanarkshire,85+ years,Day Care,220
2017/18,South Lanarkshire,Unknown,Day Care,0
2017/18,South Lanarkshire,All Ages,Housing Support,100
2017/18,South Lanarkshire,0-17 years,Housing Support,0
2017/18,South Lanarkshire,18-64 years,Housing Support,85
2017/18,South Lanarkshire,65-74 years,Housing Support,15
2017/18,South Lanarkshire,75-84 years,Housing Support,0
2017/18,South Lanarkshire,85+ years,Housing Support,0
2017/18,South Lanarkshire,Unknown,Housing Support,0
2017/18,South Lanarkshire,All Ages,Meals,345
2017/18,South Lanarkshire,0-17 years,Meals,0
2017/18,South Lanarkshire,18-64 years,Meals,30
2017/18,South Lanarkshire,65-74 years,Meals,45
2017/18,South Lanarkshire,75-84 years,Meals,110
2017/18,South Lanarkshire,85+ years,Meals,160
2017/18,South Lanarkshire,Unknown,Meals,0
2018/19,South Lanarkshire,All Ages,Care Home,2695
2018/19,South Lanarkshire,0-17 years,Care Home,0
2018/19,South Lanarkshire,18-64 years,Care Home,255
2018/19,South Lanarkshire,65-74 years,Care Home,290
2018/19,South Lanarkshire,75-84 years,Care Home,805
2018/19,South Lanarkshire,85+ years,Care Home,1340
2018/19,South Lanarkshire,Unknown,Care Home,0
2018/19,South Lanarkshire,All Ages,Care at Home,5820
2018/19,South Lanarkshire,0-17 years,Care at Home,40
2018/19,South Lanarkshire,18-64 years,Care at Home,780
2018/19,South Lanarkshire,65-74 years,Care at Home,870
2018/19,South Lanarkshire,75-84 years,Care at Home,2040
2018/19,South Lanarkshire,85+ years,Care at Home,2085
2018/19,South Lanarkshire,Unknown,Care at Home,0
2018/19,South Lanarkshire,All Ages,Day Care,675
2018/19,South Lanarkshire,0-17 years,Day Care,0
2018/19,South Lanarkshire,18-64 years,Day Care,220
2018/19,South Lanarkshire,65-74 years,Day Care,65
2018/19,South Lanarkshire,75-84 years,Day Care,200
2018/19,South Lanarkshire,85+ years,Day Care,195
2018/19,South Lanarkshire,Unknown,Day Care,0
2018/19,South Lanarkshire,All Ages,Housing Support,110
2018/19,South Lanarkshire,0-17 years,Housing Support,0
2018/19,South Lanarkshire,18-64 years,Housing Support,90
2018/19,South Lanarkshire,65-74 years,Housing Support,15
2018/19,South Lanarkshire,75-84 years,Housing Support,0
2018/19,South Lanarkshire,85+ years,Housing Support,0
2018/19,South Lanarkshire,Unknown,Housing Support,0
2018/19,South Lanarkshire,All Ages,Meals,185
2018/19,South Lanarkshire,0-17 years,Meals,0
2018/19,South Lanarkshire,18-64 years,Meals,15
2018/19,South Lanarkshire,65-74 years,Meals,20
2018/19,South Lanarkshire,75-84 years,Meals,60
2018/19,South Lanarkshire,85+ years,Meals,95
2018/19,South Lanarkshire,Unknown,Meals,0
2018/19,South Lanarkshire,All Ages,Social Worker,6960
2018/19,South Lanarkshire,0-17 years,Social Worker,65
2018/19,South Lanarkshire,18-64 years,Social Worker,1125
2018/19,South Lanarkshire,65-74 years,Social Worker,985
2018/19,South Lanarkshire,75-84 years,Social Worker,2335
2018/19,South Lanarkshire,85+ years,Social Worker,2450
2018/19,South Lanarkshire,Unknown,Social Worker,5
2019/20,South Lanarkshire,All Ages,Care Home,2800
2019/20,South Lanarkshire,0-17 years,Care Home,0
2019/20,South Lanarkshire,18-64 years,Care Home,250
2019/20,South Lanarkshire,65-74 years,Care Home,290
2019/20,South Lanarkshire,75-84 years,Care Home,855
2019/20,South Lanarkshire,85+ years,Care Home,1410
2019/20,South Lanarkshire,Unknown,Care Home,0
2019/20,South Lanarkshire,All Ages,Care at Home,5840
2019/20,South Lanarkshire,0-17 years,Care at Home,35
2019/20,South Lanarkshire,18-64 years,Care at Home,775
2019/20,South Lanarkshire,65-74 years,Care at Home,910
2019/20,South Lanarkshire,75-84 years,Care at Home,2045
2019/20,South Lanarkshire,85+ years,Care at Home,2075
2019/20,South Lanarkshire,Unknown,Care at Home,0
2019/20,South Lanarkshire,All Ages,Day Care,650
2019/20,South Lanarkshire,0-17 years,Day Care,0
2019/20,South Lanarkshire,18-64 years,Day Care,230
2019/20,South Lanarkshire,65-74 years,Day Care,65
2019/20,South Lanarkshire,75-84 years,Day Care,190
2019/20,South Lanarkshire,85+ years,Day Care,170
2019/20,South Lanarkshire,Unknown,Day Care,0
2019/20,South Lanarkshire,All Ages,Housing Support,120
2019/20,South Lanarkshire,0-17 years,Housing Support,0
2019/20,South Lanarkshire,18-64 years,Housing Support,95
2019/20,South Lanarkshire,65-74 years,Housing Support,20
2019/20,South Lanarkshire,75-84 years,Housing Support,5
2019/20,South Lanarkshire,85+ years,Housing Support,0
2019/20,South Lanarkshire,Unknown,Housing Support,0
2019/20,South Lanarkshire,All Ages,Meals,125
2019/20,South Lanarkshire,0-17 years,Meals,0
2019/20,South Lanarkshire,18-64 years,Meals,15
2019/20,South Lanarkshire,65-74 years,Meals,15
2019/20,South Lanarkshire,75-84 years,Meals,40
2019/20,South Lanarkshire,85+ years,Meals,55
2019/20,South Lanarkshire,Unknown,Meals,0
2019/20,South Lanarkshire,All Ages,Social Worker,6975
2019/20,South Lanarkshire,0-17 years,Social Worker,40
2019/20,South Lanarkshire,18-64 years,Social Worker,1145
2019/20,South Lanarkshire,65-74 years,Social Worker,1005
2019/20,South Lanarkshire,75-84 years,Social Worker,2335
2019/20,South Lanarkshire,85+ years,Social Worker,2450
2019/20,South Lanarkshire,Unknown,Social Worker,0
2020/21,South Lanarkshire,All Ages,Care Home,2820
2020/21,South Lanarkshire,0-17 years,Care Home,0
2020/21,South Lanarkshire,18-64 years,Care Home,260
2020/21,South Lanarkshire,65-74 years,Care Home,295
2020/21,South Lanarkshire,75-84 years,Care Home,885
2020/21,South Lanarkshire,85+ years,Care Home,1380
2020/21,South Lanarkshire,Unknown,Care Home,0
2020/21,South Lanarkshire,All Ages,Care at Home,6010
2020/21,South Lanarkshire,0-17 years,Care at Home,30
2020/21,South Lanarkshire,18-64 years,Care at Home,895
2020/21,South Lanarkshire,65-74 years,Care at Home,930
2020/21,South Lanarkshire,75-84 years,Care at Home,2020
2020/21,South Lanarkshire,85+ years,Care at Home,2140
2020/21,South Lanarkshire,Unknown,Care at Home,0
2020/21,South Lanarkshire,All Ages,Meals,120
2020/21,South Lanarkshire,0-17 years,Meals,0
2020/21,South Lanarkshire,18-64 years,Meals,15
2020/21,South Lanarkshire,65-74 years,Meals,15
2020/21,South Lanarkshire,75-84 years,Meals,35
2020/21,South Lanarkshire,85+ years,Meals,60
