financial_year,sending_location,age_group,client_group,measure,denominator,nclient,rate
2019/20,South Ayrshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",310,25,80.6
2019/20,South Ayrshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",965,115,119.2
2019/20,South Ayrshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",666,55,82.6
2019/20,South Ayrshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",965,165,171
2019/20,South Ayrshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",666,105,157.7
2019/20,South Ayrshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",965,10,10.4
2019/20,South Ayrshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",666,5,7.5
2019/20,South Ayrshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",965,25,25.9
2019/20,South Ayrshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",666,15,22.5
2019/20,South Ayrshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",965,110,114
2019/20,South Ayrshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",666,80,120.1
2019/20,South Ayrshire,75-84 years,Other,"Rate per 1,000 Social Care Clients",965,440,456
2019/20,South Ayrshire,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",666,350,525.5
2019/20,South Ayrshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",965,95,98.4
2019/20,South Ayrshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",666,60,90.1
2019/20,South Ayrshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients",1310,125,95.4
2019/20,South Ayrshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",709,45,63.5
2019/20,South Ayrshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1310,345,263.4
2019/20,South Ayrshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",709,150,211.6
2019/20,South Ayrshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",1310,5,3.8
2019/20,South Ayrshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",709,0,0
2019/20,South Ayrshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",1310,15,11.5
2019/20,South Ayrshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",709,0,0
2019/20,South Ayrshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1310,190,145
2019/20,South Ayrshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",709,85,119.9
2019/20,South Ayrshire,85+ years,Other,"Rate per 1,000 Social Care Clients",1310,575,438.9
2019/20,South Ayrshire,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",709,390,550.1
2019/20,South Ayrshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",1310,60,45.8
2019/20,South Ayrshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",709,40,56.4
2019/20,South Ayrshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients",NA,0,0
2019/20,South Ayrshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2019/20,South Ayrshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",NA,0,0
2019/20,South Ayrshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2019/20,South Ayrshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2019/20,South Ayrshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2019/20,South Ayrshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",NA,0,0
2019/20,South Ayrshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2019/20,South Ayrshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2019/20,South Ayrshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2019/20,South Ayrshire,Unknown,Other,"Rate per 1,000 Social Care Clients",NA,0,0
2019/20,South Ayrshire,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2019/20,South Ayrshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",NA,0,0
2019/20,South Ayrshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,All Ages,Dementia,"Rate per 1,000 Social Care Clients",3415,285,83.5
2020/21,South Ayrshire,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",2508,150,59.8
2020/21,South Ayrshire,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",3415,515,150.8
2020/21,South Ayrshire,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",2508,300,119.6
2020/21,South Ayrshire,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",3415,200,58.6
2020/21,South Ayrshire,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",2508,170,67.8
2020/21,South Ayrshire,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",3415,185,54.2
2020/21,South Ayrshire,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",2508,135,53.8
2020/21,South Ayrshire,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",3415,460,134.7
2020/21,South Ayrshire,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",2508,325,129.6
2020/21,South Ayrshire,All Ages,Other,"Rate per 1,000 Social Care Clients",3415,1420,415.8
2020/21,South Ayrshire,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",2508,1120,446.6
2020/21,South Ayrshire,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",3415,350,102.5
2020/21,South Ayrshire,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",2508,305,121.6
2020/21,South Ayrshire,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,0-17 years,Other,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",593,5,8.4
2020/21,South Ayrshire,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",529,5,9.5
2020/21,South Ayrshire,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",593,20,33.7
2020/21,South Ayrshire,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",529,15,28.4
2020/21,South Ayrshire,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",593,160,269.8
2020/21,South Ayrshire,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",529,145,274.1
2020/21,South Ayrshire,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",593,110,185.5
2020/21,South Ayrshire,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",529,95,179.6
2020/21,South Ayrshire,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",593,105,177.1
2020/21,South Ayrshire,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",529,95,179.6
2020/21,South Ayrshire,18-64 years,Other,"Rate per 1,000 Social Care Clients",593,165,278.2
2020/21,South Ayrshire,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",529,150,283.6
2020/21,South Ayrshire,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",593,30,50.6
2020/21,South Ayrshire,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",529,30,56.7
2020/21,South Ayrshire,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",434,25,57.6
2020/21,South Ayrshire,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",348,15,43.1
2020/21,South Ayrshire,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",434,55,126.7
2020/21,South Ayrshire,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",348,40,114.9
2020/21,South Ayrshire,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",434,25,57.6
2020/21,South Ayrshire,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",348,20,57.5
2020/21,South Ayrshire,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",434,35,80.6
2020/21,South Ayrshire,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",348,25,71.8
2020/21,South Ayrshire,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",434,70,161.3
2020/21,South Ayrshire,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",348,50,143.7
2020/21,South Ayrshire,65-74 years,Other,"Rate per 1,000 Social Care Clients",434,165,380.2
2020/21,South Ayrshire,65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",348,145,416.7
2020/21,South Ayrshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",434,55,126.7
2020/21,South Ayrshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",348,50,143.7
2020/21,South Ayrshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",1015,120,118.2
2020/21,South Ayrshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",778,75,96.4
2020/21,South Ayrshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1015,155,152.7
2020/21,South Ayrshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",778,100,128.5
2020/21,South Ayrshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",1015,10,9.9
2020/21,South Ayrshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",778,5,6.4
2020/21,South Ayrshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",1015,25,24.6
2020/21,South Ayrshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",778,10,12.9
2020/21,South Ayrshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1015,115,113.3
2020/21,South Ayrshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",778,90,115.7
2020/21,South Ayrshire,75-84 years,Other,"Rate per 1,000 Social Care Clients",1015,445,438.4
2020/21,South Ayrshire,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",778,365,469.2
2020/21,South Ayrshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",1015,150,147.8
2020/21,South Ayrshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",778,135,173.5
2020/21,South Ayrshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients",1373,135,98.3
2020/21,South Ayrshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",853,60,70.3
2020/21,South Ayrshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1373,290,211.2
2020/21,South Ayrshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",853,145,170
2020/21,South Ayrshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",1373,5,3.6
2020/21,South Ayrshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",853,0,0
2020/21,South Ayrshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",1373,15,10.9
2020/21,South Ayrshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",853,5,5.9
2020/21,South Ayrshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1373,170,123.8
2020/21,South Ayrshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",853,90,105.5
2020/21,South Ayrshire,85+ years,Other,"Rate per 1,000 Social Care Clients",1373,645,469.8
2020/21,South Ayrshire,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",853,460,539.3
2020/21,South Ayrshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",1373,120,87.4
2020/21,South Ayrshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",853,95,111.4
2020/21,South Ayrshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,Unknown,Other,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,South Ayrshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,South Ayrshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,South Lanarkshire,All Ages,Dementia,"Rate per 1,000 Social Care Clients",7105,1635,230.1
2017/18,South Lanarkshire,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",5101,800,156.8
2017/18,South Lanarkshire,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",7105,2495,351.2
2017/18,South Lanarkshire,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",5101,1080,211.7
2017/18,South Lanarkshire,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",7105,565,79.5
2017/18,South Lanarkshire,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",5101,455,89.2
2017/18,South Lanarkshire,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",7105,525,73.9
2017/18,South Lanarkshire,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",5101,200,39.2
2017/18,South Lanarkshire,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",7105,5810,817.7
2017/18,South Lanarkshire,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",5101,4990,978.2
2017/18,South Lanarkshire,All Ages,Other,"Rate per 1,000 Social Care Clients",7105,5110,719.2
2017/18,South Lanarkshire,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",5101,4610,903.7
2017/18,South Lanarkshire,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",7105,5,0.7
2017/18,South Lanarkshire,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",5101,0,0
2017/18,South Lanarkshire,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",53,0,0
2017/18,South Lanarkshire,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",52,0,0
2017/18,South Lanarkshire,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",53,0,0
2017/18,South Lanarkshire,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",52,0,0
2017/18,South Lanarkshire,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",53,5,94.3
2017/18,South Lanarkshire,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",52,5,96.2
2017/18,South Lanarkshire,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",53,0,0
2017/18,South Lanarkshire,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",52,0,0
2017/18,South Lanarkshire,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",53,50,943.4
2017/18,South Lanarkshire,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",52,50,961.5
2017/18,South Lanarkshire,0-17 years,Other,"Rate per 1,000 Social Care Clients",53,55,1037.7
2017/18,South Lanarkshire,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",52,50,961.5
2017/18,South Lanarkshire,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",53,0,0
2017/18,South Lanarkshire,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",52,0,0
2017/18,South Lanarkshire,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",1398,50,35.8
2017/18,South Lanarkshire,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",1170,20,17.1
2017/18,South Lanarkshire,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1398,85,60.8
2017/18,South Lanarkshire,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",1170,20,17.1
2017/18,South Lanarkshire,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",1398,470,336.2
2017/18,South Lanarkshire,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1170,385,329.1
2017/18,South Lanarkshire,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",1398,145,103.7
2017/18,South Lanarkshire,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",1170,70,59.8
2017/18,South Lanarkshire,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1398,1225,876.3
2017/18,South Lanarkshire,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",1170,1120,957.3
2017/18,South Lanarkshire,18-64 years,Other,"Rate per 1,000 Social Care Clients",1398,1040,743.9
