financial_year,sending_location,age_group,living_alone,measure,nclient,percentage
2020/21,East Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),355,23.7
2020/21,East Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients,1075,61.4
2020/21,East Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),870,58
2020/21,East Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients,415,19.9
2020/21,East Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),405,24.8
2020/21,East Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients,350,16.7
2020/21,East Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),285,17.5
2020/21,East Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients,1325,63.4
2020/21,East Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),940,57.7
2020/21,East Lothian,All Ages,Unknown,Percentage of Social Care Clients,2605,100
2020/21,East Lothian,0-17 years,Unknown,Percentage of Social Care Clients,5,100
2020/21,East Lothian,18-64 years,Unknown,Percentage of Social Care Clients,500,100
2020/21,East Lothian,65-74 years,Unknown,Percentage of Social Care Clients,320,100
2020/21,East Lothian,75-84 years,Unknown,Percentage of Social Care Clients,720,100
2020/21,East Lothian,85+ years,Unknown,Percentage of Social Care Clients,1060,100
2020/21,East Renfrewshire,All Ages,Living Alone,Percentage of Social Care Clients,1285,21.2
2020/21,East Renfrewshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1080,25.4
2020/21,East Renfrewshire,All Ages,Not Living Alone,Percentage of Social Care Clients,1185,19.5
2020/21,East Renfrewshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),925,21.7
2020/21,East Renfrewshire,All Ages,Unknown,Percentage of Social Care Clients,3595,59.3
2020/21,East Renfrewshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),2250,52.9
2020/21,East Renfrewshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,10,5.3
2020/21,East Renfrewshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),10,6.7
2020/21,East Renfrewshire,0-17 years,Unknown,Percentage of Social Care Clients,180,94.7
2020/21,East Renfrewshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),140,93.3
2020/21,East Renfrewshire,18-64 years,Living Alone,Percentage of Social Care Clients,170,13.5
2020/21,East Renfrewshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),140,18.1
2020/21,East Renfrewshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,280,22.3
2020/21,East Renfrewshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),215,27.7
2020/21,East Renfrewshire,18-64 years,Unknown,Percentage of Social Care Clients,805,64.1
2020/21,East Renfrewshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),420,54.2
2020/21,East Renfrewshire,65-74 years,Living Alone,Percentage of Social Care Clients,115,16.7
2020/21,East Renfrewshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),100,21.1
2020/21,East Renfrewshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,175,25.4
2020/21,East Renfrewshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),135,28.4
2020/21,East Renfrewshire,65-74 years,Unknown,Percentage of Social Care Clients,400,58
2020/21,East Renfrewshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),240,50.5
2020/21,East Renfrewshire,75-84 years,Living Alone,Percentage of Social Care Clients,345,21.5
2020/21,East Renfrewshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),295,23.8
2020/21,East Renfrewshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,340,21.2
2020/21,East Renfrewshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),270,21.8
2020/21,East Renfrewshire,75-84 years,Unknown,Percentage of Social Care Clients,920,57.3
2020/21,East Renfrewshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),675,54.4
2020/21,East Renfrewshire,85+ years,Living Alone,Percentage of Social Care Clients,620,29.4
2020/21,East Renfrewshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),545,33.7
2020/21,East Renfrewshire,85+ years,Not Living Alone,Percentage of Social Care Clients,335,15.9
2020/21,East Renfrewshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),295,18.3
2020/21,East Renfrewshire,85+ years,Unknown,Percentage of Social Care Clients,1155,54.7
2020/21,East Renfrewshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),775,48
2020/21,East Renfrewshire,Unknown,Living Alone,Percentage of Social Care Clients,35,15.9
2020/21,East Renfrewshire,Unknown,Not Living Alone,Percentage of Social Care Clients,45,20.5
2020/21,East Renfrewshire,Unknown,Unknown,Percentage of Social Care Clients,140,63.6
2020/21,Falkirk,All Ages,Living Alone,Percentage of Social Care Clients,2830,35.2
2020/21,Falkirk,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),2585,36.7
2020/21,Falkirk,All Ages,Not Living Alone,Percentage of Social Care Clients,3490,43.5
2020/21,Falkirk,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),2855,40.6
2020/21,Falkirk,All Ages,Unknown,Percentage of Social Care Clients,1710,21.3
2020/21,Falkirk,All Ages,Unknown,Percentage of Social Care Clients (adjusted),1595,22.7
2020/21,Falkirk,0-17 years,Not Living Alone,Percentage of Social Care Clients,30,54.5
2020/21,Falkirk,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),15,42.9
2020/21,Falkirk,0-17 years,Unknown,Percentage of Social Care Clients,25,45.5
2020/21,Falkirk,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),20,57.1
2020/21,Falkirk,18-64 years,Living Alone,Percentage of Social Care Clients,535,28.5
2020/21,Falkirk,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),495,30.7
2020/21,Falkirk,18-64 years,Not Living Alone,Percentage of Social Care Clients,1020,54.4
2020/21,Falkirk,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),845,52.5
2020/21,Falkirk,18-64 years,Unknown,Percentage of Social Care Clients,320,17.1
2020/21,Falkirk,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),270,16.8
2020/21,Falkirk,65-74 years,Living Alone,Percentage of Social Care Clients,405,32.1
2020/21,Falkirk,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),385,33.6
2020/21,Falkirk,65-74 years,Not Living Alone,Percentage of Social Care Clients,575,45.6
2020/21,Falkirk,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),495,43.2
2020/21,Falkirk,65-74 years,Unknown,Percentage of Social Care Clients,280,22.2
2020/21,Falkirk,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),265,23.1
2020/21,Falkirk,75-84 years,Living Alone,Percentage of Social Care Clients,795,32.4
2020/21,Falkirk,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),740,33.4
2020/21,Falkirk,75-84 years,Not Living Alone,Percentage of Social Care Clients,1000,40.8
2020/21,Falkirk,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),845,38.1
2020/21,Falkirk,75-84 years,Unknown,Percentage of Social Care Clients,655,26.7
2020/21,Falkirk,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),630,28.4
2020/21,Falkirk,85+ years,Living Alone,Percentage of Social Care Clients,1090,45.7
2020/21,Falkirk,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),965,47.7
2020/21,Falkirk,85+ years,Not Living Alone,Percentage of Social Care Clients,860,36.1
2020/21,Falkirk,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),650,32.1
2020/21,Falkirk,85+ years,Unknown,Percentage of Social Care Clients,435,18.2
2020/21,Falkirk,85+ years,Unknown,Percentage of Social Care Clients (adjusted),410,20.2
2020/21,Fife,All Ages,Living Alone,Percentage of Social Care Clients,7490,46
2020/21,Fife,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),7490,46
2020/21,Fife,All Ages,Not Living Alone,Percentage of Social Care Clients,8775,54
2020/21,Fife,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),8775,54
2020/21,Fife,0-17 years,Not Living Alone,Percentage of Social Care Clients,195,100
2020/21,Fife,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),195,100
2020/21,Fife,18-64 years,Living Alone,Percentage of Social Care Clients,910,29.2
2020/21,Fife,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),910,29.2
2020/21,Fife,18-64 years,Not Living Alone,Percentage of Social Care Clients,2205,70.8
2020/21,Fife,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),2205,70.8
2020/21,Fife,65-74 years,Living Alone,Percentage of Social Care Clients,1045,44.5
2020/21,Fife,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),1045,44.5
2020/21,Fife,65-74 years,Not Living Alone,Percentage of Social Care Clients,1305,55.5
2020/21,Fife,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1305,55.5
2020/21,Fife,75-84 years,Living Alone,Percentage of Social Care Clients,2365,47.2
2020/21,Fife,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),2365,47.2
2020/21,Fife,75-84 years,Not Living Alone,Percentage of Social Care Clients,2650,52.8
2020/21,Fife,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),2650,52.8
2020/21,Fife,85+ years,Living Alone,Percentage of Social Care Clients,3170,56.8
2020/21,Fife,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),3170,56.8
2020/21,Fife,85+ years,Not Living Alone,Percentage of Social Care Clients,2415,43.2
2020/21,Fife,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),2415,43.2
2020/21,Glasgow City,All Ages,Living Alone,Percentage of Social Care Clients,8585,39.7
2020/21,Glasgow City,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),8460,39.9
2020/21,Glasgow City,All Ages,Not Living Alone,Percentage of Social Care Clients,13050,60.3
2020/21,Glasgow City,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),12720,60.1
2020/21,Glasgow City,0-17 years,Not Living Alone,Percentage of Social Care Clients,345,100
2020/21,Glasgow City,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),345,100
2020/21,Glasgow City,18-64 years,Living Alone,Percentage of Social Care Clients,1805,34.6
2020/21,Glasgow City,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),1790,34.7
2020/21,Glasgow City,18-64 years,Not Living Alone,Percentage of Social Care Clients,3405,65.4
2020/21,Glasgow City,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),3370,65.3
2020/21,Glasgow City,65-74 years,Living Alone,Percentage of Social Care Clients,1350,39.2
2020/21,Glasgow City,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),1330,39.7
2020/21,Glasgow City,65-74 years,Not Living Alone,Percentage of Social Care Clients,2095,60.8
2020/21,Glasgow City,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),2020,60.3
2020/21,Glasgow City,75-84 years,Living Alone,Percentage of Social Care Clients,2455,39.6
2020/21,Glasgow City,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),2420,39.9
2020/21,Glasgow City,75-84 years,Not Living Alone,Percentage of Social Care Clients,3750,60.4
2020/21,Glasgow City,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),3640,60.1
2020/21,Glasgow City,85+ years,Living Alone,Percentage of Social Care Clients,2975,46.3
2020/21,Glasgow City,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),2920,46.6
2020/21,Glasgow City,85+ years,Not Living Alone,Percentage of Social Care Clients,3455,53.7
2020/21,Glasgow City,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),3345,53.4
2020/21,Highland,All Ages,Living Alone,Percentage of Social Care Clients,2570,31.5
2020/21,Highland,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),2570,31.6
2020/21,Highland,All Ages,Not Living Alone,Percentage of Social Care Clients,475,5.8
2020/21,Highland,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),475,5.8
2020/21,Highland,All Ages,Unknown,Percentage of Social Care Clients,5105,62.6
2020/21,Highland,All Ages,Unknown,Percentage of Social Care Clients (adjusted),5100,62.6
2020/21,Highland,0-17 years,Not Living Alone,Percentage of Social Care Clients,10,18.2
2020/21,Highland,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),10,18.2
2020/21,Highland,0-17 years,Unknown,Percentage of Social Care Clients,45,81.8
2020/21,Highland,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),45,81.8
2020/21,Highland,18-64 years,Living Alone,Percentage of Social Care Clients,275,18.8
2020/21,Highland,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),275,18.8
2020/21,Highland,18-64 years,Not Living Alone,Percentage of Social Care Clients,180,12.3
2020/21,Highland,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),180,12.3
2020/21,Highland,18-64 years,Unknown,Percentage of Social Care Clients,1005,68.8
2020/21,Highland,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),1005,68.8
2020/21,Highland,65-74 years,Living Alone,Percentage of Social Care Clients,360,35.1
2020/21,Highland,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),360,35.1
2020/21,Highland,65-74 years,Not Living Alone,Percentage of Social Care Clients,55,5.4
2020/21,Highland,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),55,5.4
2020/21,Highland,65-74 years,Unknown,Percentage of Social Care Clients,610,59.5
2020/21,Highland,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),610,59.5
2020/21,Highland,75-84 years,Living Alone,Percentage of Social Care Clients,750,32.3
2020/21,Highland,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),750,32.3
2020/21,Highland,75-84 years,Not Living Alone,Percentage of Social Care Clients,100,4.3
2020/21,Highland,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,4.3
2020/21,Highland,75-84 years,Unknown,Percentage of Social Care Clients,1470,63.4
2020/21,Highland,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),1470,63.4
2020/21,Highland,85+ years,Living Alone,Percentage of Social Care Clients,1185,36
2020/21,Highland,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),1185,36
2020/21,Highland,85+ years,Not Living Alone,Percentage of Social Care Clients,130,4
2020/21,Highland,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),130,4
2020/21,Highland,85+ years,Unknown,Percentage of Social Care Clients,1975,60
2020/21,Highland,85+ years,Unknown,Percentage of Social Care Clients (adjusted),1975,60
2020/21,Inverclyde,All Ages,Living Alone,Percentage of Social Care Clients,1990,47.6
2020/21,Inverclyde,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1930,49.9
2020/21,Inverclyde,All Ages,Not Living Alone,Percentage of Social Care Clients,1750,41.8
2020/21,Inverclyde,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),1550,40.1
2020/21,Inverclyde,All Ages,Unknown,Percentage of Social Care Clients,445,10.6
2020/21,Inverclyde,All Ages,Unknown,Percentage of Social Care Clients (adjusted),390,10.1
2020/21,Inverclyde,0-17 years,Not Living Alone,Percentage of Social Care Clients,5,100
2020/21,Inverclyde,18-64 years,Living Alone,Percentage of Social Care Clients,270,32.3
2020/21,Inverclyde,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),265,35.8
2020/21,Inverclyde,18-64 years,Not Living Alone,Percentage of Social Care Clients,460,55.1
2020/21,Inverclyde,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),375,50.7
2020/21,Inverclyde,18-64 years,Unknown,Percentage of Social Care Clients,105,12.6
2020/21,Inverclyde,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),100,13.5
2020/21,Inverclyde,65-74 years,Living Alone,Percentage of Social Care Clients,300,45.5
2020/21,Inverclyde,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),295,46.5
2020/21,Inverclyde,65-74 years,Not Living Alone,Percentage of Social Care Clients,280,42.4
2020/21,Inverclyde,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),265,41.7
