financial_year,sending_location,age_group,sex,measure,nclient,rate
2017/18,Renfrewshire,85+ years,Male,"Rate per 1,000 Social Care Clients",645,87.9
2017/18,Renfrewshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",500,83.9
2017/18,Renfrewshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Renfrewshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Renfrewshire,Unknown,Female,"Rate per 1,000 Social Care Clients",10,1.4
2017/18,Renfrewshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Renfrewshire,Unknown,Male,"Rate per 1,000 Social Care Clients",5,0.7
2017/18,Renfrewshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Renfrewshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Renfrewshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Renfrewshire,All Ages,Female,"Rate per 1,000 Social Care Clients",4745,619.5
2018/19,Renfrewshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3925,618.6
2018/19,Renfrewshire,All Ages,Male,"Rate per 1,000 Social Care Clients",2915,380.5
2018/19,Renfrewshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2420,381.4
2018/19,Renfrewshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Renfrewshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Renfrewshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,Renfrewshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Renfrewshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",15,2
2018/19,Renfrewshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",5,0.8
2018/19,Renfrewshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Renfrewshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Renfrewshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",625,81.6
2018/19,Renfrewshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",540,85.1
2018/19,Renfrewshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",735,96
2018/19,Renfrewshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",585,92.2
2018/19,Renfrewshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Renfrewshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Renfrewshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",670,87.5
2018/19,Renfrewshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",595,93.8
2018/19,Renfrewshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",535,69.8
2018/19,Renfrewshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",475,74.9
2018/19,Renfrewshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Renfrewshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Renfrewshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1675,218.7
2018/19,Renfrewshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1430,225.4
2018/19,Renfrewshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",995,129.9
2018/19,Renfrewshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",830,130.8
2018/19,Renfrewshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Renfrewshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Renfrewshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1760,229.8
2018/19,Renfrewshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1360,214.3
2018/19,Renfrewshire,85+ years,Male,"Rate per 1,000 Social Care Clients",630,82.2
2018/19,Renfrewshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",530,83.5
2018/19,Renfrewshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Renfrewshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Renfrewshire,Unknown,Female,"Rate per 1,000 Social Care Clients",10,1.3
2018/19,Renfrewshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Renfrewshire,Unknown,Male,"Rate per 1,000 Social Care Clients",5,0.7
2018/19,Renfrewshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Renfrewshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Renfrewshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Renfrewshire,All Ages,Female,"Rate per 1,000 Social Care Clients",4765,618
2019/20,Renfrewshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3930,614.4
2019/20,Renfrewshire,All Ages,Male,"Rate per 1,000 Social Care Clients",2945,382
2019/20,Renfrewshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2465,385.3
2019/20,Renfrewshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Renfrewshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Renfrewshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",5,0.6
2019/20,Renfrewshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",5,0.8
2019/20,Renfrewshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",10,1.3
2019/20,Renfrewshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",10,1.6
2019/20,Renfrewshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Renfrewshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Renfrewshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",655,85
2019/20,Renfrewshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",595,93
2019/20,Renfrewshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",750,97.3
2019/20,Renfrewshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",635,99.3
2019/20,Renfrewshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Renfrewshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Renfrewshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",650,84.3
2019/20,Renfrewshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",565,88.3
2019/20,Renfrewshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",525,68.1
2019/20,Renfrewshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",465,72.7
2019/20,Renfrewshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Renfrewshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Renfrewshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1610,208.8
2019/20,Renfrewshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1370,214.2
2019/20,Renfrewshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",980,127.1
2019/20,Renfrewshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",790,123.5
2019/20,Renfrewshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Renfrewshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Renfrewshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1835,238
2019/20,Renfrewshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1400,218.9
2019/20,Renfrewshire,85+ years,Male,"Rate per 1,000 Social Care Clients",675,87.5
2019/20,Renfrewshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",565,88.3
2019/20,Renfrewshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Renfrewshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Renfrewshire,Unknown,Female,"Rate per 1,000 Social Care Clients",10,1.3
2019/20,Renfrewshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Renfrewshire,Unknown,Male,"Rate per 1,000 Social Care Clients",5,0.6
2019/20,Renfrewshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Renfrewshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Renfrewshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,All Ages,Female,"Rate per 1,000 Social Care Clients",4650,606
2020/21,Renfrewshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3800,609.6
2020/21,Renfrewshire,All Ages,Male,"Rate per 1,000 Social Care Clients",3020,393.6
2020/21,Renfrewshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2430,389.8
2020/21,Renfrewshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",20,2.6
2020/21,Renfrewshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",15,2.4
2020/21,Renfrewshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",70,9.1
2020/21,Renfrewshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",45,7.2
2020/21,Renfrewshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",700,91.2
2020/21,Renfrewshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",580,93
2020/21,Renfrewshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",830,108.2
2020/21,Renfrewshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",635,101.9
2020/21,Renfrewshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",605,78.8
2020/21,Renfrewshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",535,85.8
2020/21,Renfrewshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",495,64.5
2020/21,Renfrewshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",430,69
2020/21,Renfrewshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1535,200.1
2020/21,Renfrewshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1310,210.1
2020/21,Renfrewshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",940,122.5
2020/21,Renfrewshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",770,123.5
2020/21,Renfrewshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1795,233.9
2020/21,Renfrewshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1360,218.2
2020/21,Renfrewshire,85+ years,Male,"Rate per 1,000 Social Care Clients",690,89.9
2020/21,Renfrewshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",555,89
2020/21,Renfrewshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,All Ages,Female,"Rate per 1,000 Social Care Clients",2465,610.6
2017/18,Scottish Borders,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",2070,590.8
2017/18,Scottish Borders,All Ages,Male,"Rate per 1,000 Social Care Clients",1575,390.1
2017/18,Scottish Borders,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",1430,408.1
2017/18,Scottish Borders,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,0-17 years,Female,"Rate per 1,000 Social Care Clients",20,5
2017/18,Scottish Borders,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",20,5.7
2017/18,Scottish Borders,0-17 years,Male,"Rate per 1,000 Social Care Clients",25,6.2
2017/18,Scottish Borders,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",25,7.1
2017/18,Scottish Borders,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,18-64 years,Female,"Rate per 1,000 Social Care Clients",435,107.8
2017/18,Scottish Borders,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",425,121.3
2017/18,Scottish Borders,18-64 years,Male,"Rate per 1,000 Social Care Clients",470,116.4
2017/18,Scottish Borders,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",445,127
2017/18,Scottish Borders,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,65-74 years,Female,"Rate per 1,000 Social Care Clients",290,71.8
2017/18,Scottish Borders,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",270,77.1
2017/18,Scottish Borders,65-74 years,Male,"Rate per 1,000 Social Care Clients",230,57
2017/18,Scottish Borders,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",210,59.9
2017/18,Scottish Borders,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,75-84 years,Female,"Rate per 1,000 Social Care Clients",695,172.2
2017/18,Scottish Borders,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",590,168.4
2017/18,Scottish Borders,75-84 years,Male,"Rate per 1,000 Social Care Clients",400,99.1
2017/18,Scottish Borders,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",360,102.7
2017/18,Scottish Borders,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,85+ years,Female,"Rate per 1,000 Social Care Clients",1025,253.9
2017/18,Scottish Borders,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",765,218.3
2017/18,Scottish Borders,85+ years,Male,"Rate per 1,000 Social Care Clients",455,112.7
2017/18,Scottish Borders,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",390,111.3
2017/18,Scottish Borders,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,All Ages,Female,"Rate per 1,000 Social Care Clients",3505,578.7
2018/19,Scottish Borders,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3015,557.8
2018/19,Scottish Borders,All Ages,Male,"Rate per 1,000 Social Care Clients",2550,421
2018/19,Scottish Borders,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2385,441.3
2018/19,Scottish Borders,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,0-17 years,Female,"Rate per 1,000 Social Care Clients",105,17.3
2018/19,Scottish Borders,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",105,19.4
2018/19,Scottish Borders,0-17 years,Male,"Rate per 1,000 Social Care Clients",140,23.1
2018/19,Scottish Borders,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",140,25.9
2018/19,Scottish Borders,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,18-64 years,Female,"Rate per 1,000 Social Care Clients",860,142
2018/19,Scottish Borders,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",850,157.3
2018/19,Scottish Borders,18-64 years,Male,"Rate per 1,000 Social Care Clients",915,151.1
2018/19,Scottish Borders,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",905,167.4
2018/19,Scottish Borders,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,65-74 years,Female,"Rate per 1,000 Social Care Clients",365,60.3
2018/19,Scottish Borders,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",340,62.9
2018/19,Scottish Borders,65-74 years,Male,"Rate per 1,000 Social Care Clients",365,60.3
2018/19,Scottish Borders,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",340,62.9
2018/19,Scottish Borders,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
